collector_ID,collector_gender,collector_age,collector_age_class,collector_location,collector_province,collector_island,collector_monthly_income,collector_occupation,collector_marital_status,collector_ses,collector_education_level,collector_vehicle,collector_style,collector_workplace,negotiation_skills,proficient_technology_use,flexible_work,communication_channel,responsive_rate,collector_personality,communication_time,working_time,working_time_range,debtor_feedback,year_experience,experience_level,success_rate,handled_case_category,handled_case_count,negotiation_result,debtor_behavior,demography_class
G9105,Laki-laki,53,Muda,"Jalan KH Amin Jasuta, RT 6/RW 8, Bali, Kode Pos: 53324",Bali,Bali,3317179,Pegawai Swasta,Menikah,E,D3,Motor,Kasar,Lapangan,Cukup Baik,Cukup Baik,Fleksibel,SMS,85.57603893187428,Kasar,2023-03-28 14:05:55,Pagi-Sore,08:00-16:00,Cukup,24,Sangat Berpengalaman,58,Pinjaman Bisnis,482,Pembebasan jaminan atau denda,Kabur,Rusun
j3638,Laki-laki,37,Muda,"Jl. Kutai, RT 11/RW 18, Kalimantan Timur, Kode Pos: 08690",Kalimantan Timur,Kalimantan,8825118,Professional,Cerai Hidup,B,S2,Motor,Ramah,Lapangan,Baik,B,Fleksibel,Chat WA,82.2913122009692,Ramah,2023-03-14 08:46:31,Malam-Pagi,20:00-08:00,Cukup,21,Sangat Berpengalaman,62,Kredit Kendaraan,420,Rencana pembayaran alternatif,Kabur,Pemukiman Padat Penduduk
f4813,Laki-laki,45,Dewasa,"Jl. Rungkut Industri, RT 9/RW 16, Jambi, Kode Pos: 11224",Jambi,Sumatera,5985643,Pegawai Swasta,Cerai Hidup,D,D3,Motor,Ramah,Lapangan,Baik,Cukup Baik,Tidak Fleksibel,Chat WA,59.40543617017502,Ramah,2023-05-24 08:42:40,Malam-Pagi,20:00-08:00,Baik,-3,Cukup Berpengalaman,4,Pinjaman Pribadi,0,Pembebasan jaminan atau denda,Kabur,Pemukiman Padat Penduduk
V3323,Laki-laki,45,Dewasa,"Jl. Moch. Ramdan, RT 23/RW 7, Kalimantan Timur, Kode Pos: 73322",Kalimantan Timur,Kalimantan,8075190,Pegawai Negeri,Cerai Mati,B,D3,Motor,Kasar,Meja,Buruk,Baik,Kurang Fleksibel,SMS,79.60406668119306,Kasar,2023-12-15 23:45:51,Pagi-Sore,08:00-16:00,Baik,16,Cukup Berpengalaman,52,Pinjaman Pribadi,320,Rencana pembayaran alternatif,Kabur,Rusun
S2854,Laki-laki,40,Muda,"Jalan Yos Sudarso, RT 3/RW 19, Sulawesi Tengah, Kode Pos: 26624",Sulawesi Tengah,Sulawesi,7543738,Pegawai Negeri,Menikah,C,D3,Motor,Tegas,Meja,Buruk,Baik,Kurang Fleksibel,Telepon,70.142203235617,Tegas,2023-01-03 14:06:10,Siang-Malam,12:00-20:00,Cukup,36,Sangat Berpengalaman,82,Pinjaman Bisnis,721,Perpanjangan waktu pembayaran,Kabur,Rusun
n3503,Laki-laki,62,Tua,"Jalan Waringin, RT 6/RW 7, Riau, Kode Pos: 97416",Riau,Sumatera,9461119,Pegawai Swasta,Menikah,B,D3,Motor,Kasar,Lapangan,Buruk,Cukup Baik,Kurang Fleksibel,SMS,71.70974480731387,Kasar,2023-01-23 07:17:08,Siang-Malam,12:00-20:00,Buruk,4,Cukup Berpengalaman,8,Kredit Kendaraan,79,Pembayaran sejumlah besar sekaligus,Disiplin,Pemukiman Padat Penduduk
X2835,Laki-laki,34,Muda,"Jalan Indragiri, RT 19/RW 9, Sumatera Utara, Kode Pos: 83426",Sumatera Utara,Sumatera,9540856,Pengusaha,Belum Menikah,B,S1,Motor,Tegas,Lapangan,Baik,i,Kurang Fleksibel,Telepon,65.44789343066728,Tegas,2023-12-13 09:40:36,Siang-Malam,12:00-20:00,Cukup,12,Sangat Berpengalaman,34,Kredit Kendaraan,239,Perpanjangan waktu pembayaran,Gagal Bayar,Pemukiman Padat Penduduk
M2228,Laki-laki,37,Dewasa,"Jl. Rajawali Barat, RT 7/RW 18, Kalimantan Timur, Kode Pos: 18099",Kalimantan Timur,Kalimantan,9349010,Professional,Menikah,B,S2,Motor,Bijaksana,Lapangan,Baik,a,Kurang Fleksibel,Telepon,78.16816101041469,Bijaksana,2023-04-09 18:57:41,Pagi-Sore,08:00-16:00,Cukup,2,Cukup Berpengalaman,24,Kredit Kendaraan,41,Rencana pembayaran alternatif,Disiplin,Pemukiman Padat Penduduk
n9695,Perempuan,46,Muda,"Gg. HOS. Cokroaminoto, RT 8/RW 17, Jawa Barat, Kode Pos: 14765",Jawa Barat,Jawa,5392137,Pengusaha,Menikah,D,S1,Motor,Tegas,Meja,Cukup Baik,i,Fleksibel,SMS,97.99596657985659,Tegas,2023-07-06 02:03:45,Pagi-Sore,08:00-16:00,Baik,30,Sangat Berpengalaman,80,Kredit Kendaraan,602,Keringanan utang,Kabur,Rusun
Q5433,Laki-laki,38,Dewasa,"Gg. Moch. Ramdan, RT 10/RW 3, Sumatera Utara, Kode Pos: 70831",Sumatera Utara,Sumatera,4114091,Pegawai Swasta,Belum Menikah,D,D3,Motor,Tegas,Lapangan,Cukup Baik,Cukup Baik,Fleksibel,Email,87.6655591687778,Tegas,2023-12-23 23:53:57,Siang-Malam,12:00-20:00,Buruk,8,Pemula,36,Pinjaman Pribadi,161,Keringanan utang,Disiplin,Perumahan
e1220,Laki-laki,29,Muda,"Gg. Pelajar Pejuang, RT 3/RW 2, Aceh, Kode Pos: 78826",Aceh,Sumatera,5702123,Pegawai Negeri,Menikah,D,D3,Motor,Tegas,Meja,Baik,Baik,Tidak Fleksibel,Telepon,49.29298953568126,Tegas,2023-06-24 16:06:52,Malam-Pagi,20:00-08:00,Baik,37,Sangat Berpengalaman,74,Kredit Kendaraan,737,Pembayaran sejumlah besar sekaligus,Kabur,Pemukiman Padat Penduduk
E4261,Laki-laki,38,Muda,"Gang Veteran, RT 7/RW 17, Riau, Kode Pos: 83959",Riau,Sumatera,10508668,Pengusaha,Cerai Hidup,A,S2,Mobil,Tegas,Lapangan,Buruk,k,Tidak Fleksibel,SMS,57.224639688864286,Tegas,2023-10-31 17:25:39,Malam-Pagi,20:00-08:00,Buruk,23,Sangat Berpengalaman,56,Pinjaman Pribadi,459,Pembebasan jaminan atau denda,Kabur,Perumahan
x2062,Laki-laki,48,Muda,"Jl. Pasir Koja, RT 16/RW 9, Lampung, Kode Pos: 49157",Lampung,Sumatera,5415964,Pegawai Negeri,Menikah,D,D3,Motor,Kasar,Lapangan,Buruk,Cukup Baik,Fleksibel,SMS,92.1293569935222,Kasar,2023-12-27 11:57:13,Malam-Pagi,20:00-08:00,Buruk,23,Sangat Berpengalaman,56,Pinjaman Bisnis,459,Pembebasan jaminan atau denda,Kabur,Rusun
n8057,Perempuan,50,Dewasa,"Gang Cikutra Barat, RT 12/RW 3, Sumatera Selatan, Kode Pos: 55819",Sumatera Selatan,Sumatera,4839604,Pengusaha,Menikah,D,S1,Motor,Tegas,Meja,Buruk,a,Fleksibel,Telepon,94.61445922992823,Tegas,2023-04-07 15:36:53,Siang-Malam,12:00-20:00,Cukup,-8,Cukup Berpengalaman,4,Pinjaman Pribadi,0,Rencana pembayaran alternatif,Disiplin,Rusun
p7877,Laki-laki,37,Dewasa,"Gang Dipenogoro, RT 18/RW 16, Sulawesi Tengah, Kode Pos: 10630",Sulawesi Tengah,Sulawesi,4736404,Buruh,Menikah,D,SMA,Motor,Kasar,Lapangan,Baik,Cukup Baik,Kurang Fleksibel,SMS,60.49008474862948,Kasar,2023-10-22 15:59:46,Malam-Pagi,20:00-08:00,Buruk,9,Pemula,38,Pinjaman Pribadi,177,Rencana pembayaran alternatif,Disiplin,Pemukiman Padat Penduduk
W1068,Laki-laki,35,Dewasa,"Gang Peta, RT 10/RW 12, Kepulauan Bangka Belitung, Kode Pos: 33336",Bangka Belitung,Sumatera,12903559,Professional,Belum Menikah,A,S2,Mobil,Bijaksana,Lapangan,Cukup Baik,i,Fleksibel,SMS,87.04715055292871,Bijaksana,2023-09-08 12:24:20,Pagi-Sore,08:00-16:00,Baik,15,Cukup Berpengalaman,40,Pinjaman Bisnis,299,Perpanjangan waktu pembayaran,Kabur,Perumahan
H6006,Laki-laki,45,Muda,"Gg. Dr. Djunjunan, RT 25/RW 5, Kalimantan Tengah, Kode Pos: 46790",Kalimantan Tengah,Kalimantan,3885410,Pengusaha,Menikah,E,S1,Motor,Tegas,Lapangan,Buruk,i,Kurang Fleksibel,Telepon,62.37437159803696,Tegas,2023-01-19 19:19:30,Pagi-Sore,08:00-16:00,Baik,50,Sangat Berpengalaman,100,Pinjaman Pribadi,999,Keringanan utang,Kabur,Perumahan
B3692,Laki-laki,48,Muda,"Jl. Veteran, RT 20/RW 5, Sumatera Utara, Kode Pos: 60674",Sumatera Utara,Sumatera,11046824,Pegawai Negeri,Menikah,A,D3,Mobil,Kasar,Meja,Baik,Baik,Fleksibel,SMS,88.90635403661962,Kasar,2023-08-25 11:07:00,Siang-Malam,12:00-20:00,Cukup,22,Sangat Berpengalaman,64,Kredit Kendaraan,441,Rencana pembayaran alternatif,Kabur,Pemukiman Padat Penduduk
f6451,Laki-laki,35,Muda,"Gg. Tebet Barat Dalam, RT 21/RW 9, Bali, Kode Pos: 66312",Bali,Bali,12638026,Pengusaha,Belum Menikah,A,S2,Mobil,Tegas,Lapangan,Buruk,B,Fleksibel,SMS,92.57399045722741,Tegas,2023-06-27 11:53:00,Siang-Malam,12:00-20:00,Baik,21,Sangat Berpengalaman,42,Pinjaman Bisnis,419,Pembayaran sejumlah besar sekaligus,Kabur,Perumahan
q2029,Laki-laki,25,Muda,"Jalan Siliwangi, RT 9/RW 19, Maluku Utara, Kode Pos: 98460",Maluku Utara,Papua,6205098,Pegawai Swasta,Cerai Mati,C,SMA,Motor,Tegas,Lapangan,Buruk,Buruk,Fleksibel,Telepon,88.79589294889284,Tegas,2023-08-26 13:46:52,Malam-Pagi,20:00-08:00,Baik,0,Cukup Berpengalaman,20,Kredit Kendaraan,0,Rencana pembayaran alternatif,Kabur,Apartemen
s5207,Perempuan,45,Muda,"Gang Cikutra Timur, RT 8/RW 7, Nusa Tenggara Timur, Kode Pos: 68254",Nusa Tenggara Timur,Bali,4858767,Professional,Menikah,D,S1,Motor,Ramah,Meja,Baik,B,Tidak Fleksibel,Chat WA,49.36332321890538,Ramah,2023-09-13 12:30:58,Siang-Malam,12:00-20:00,Baik,24,Sangat Berpengalaman,68,Pinjaman Pribadi,481,Keringanan utang,Kabur,Pemukiman Padat Penduduk
r5719,Laki-laki,43,Dewasa,"Gg. Rawamangun, RT 6/RW 14, Kalimantan Utara, Kode Pos: 48577",Kalimantan Utara,Kalimantan,3827691,Buruh,Cerai Mati,E,SMA,Motor,Kasar,Lapangan,Cukup Baik,Cukup Baik,Kurang Fleksibel,SMS,65.02741518272398,Kasar,2023-10-28 21:07:00,Pagi-Sore,08:00-16:00,Baik,17,Cukup Berpengalaman,54,Kredit Kendaraan,337,Keringanan utang,Kabur,Perumahan
h1100,Laki-laki,58,Muda,"Gang Erlangga, RT 11/RW 8, Papua, Kode Pos: 92243",Papua,Papua,5027247,Pegawai Negeri,Cerai Mati,D,D3,Motor,Tegas,Lapangan,Baik,Cukup Baik,Kurang Fleksibel,Telepon,64.90192054471385,Tegas,2023-11-20 18:32:54,Siang-Malam,12:00-20:00,Buruk,37,Sangat Berpengalaman,74,Pinjaman Pribadi,739,Pembayaran sejumlah besar sekaligus,Kabur,Pemukiman Padat Penduduk
K1265,Perempuan,39,Dewasa,"Jl. Rajawali Barat, RT 18/RW 12, Banten, Kode Pos: 08248",Banten,Jawa,7838737,Pegawai Swasta,Cerai Mati,C,D3,Motor,Kasar,Meja,Baik,Cukup Baik,Fleksibel,SMS,93.10006872332977,Kasar,2023-04-26 10:17:07,Malam-Pagi,20:00-08:00,Cukup,0,Cukup Berpengalaman,0,Pinjaman Pribadi,2,Pembayaran sejumlah besar sekaligus,Disiplin,Pemukiman Padat Penduduk
x2403,Laki-laki,36,Dewasa,"Gg. Jamika, RT 17/RW 11, Aceh, Kode Pos: 10521",Aceh,Sumatera,5105613,Buruh,Menikah,D,SMA,Motor,Kasar,Lapangan,Baik,Cukup Baik,Fleksibel,Chat WA,98.31217070072015,Kasar,2023-10-27 09:23:04,Siang-Malam,12:00-20:00,Baik,-19,Pemula,-18,Pinjaman Bisnis,0,Rencana pembayaran alternatif,Kabur,Pemukiman Padat Penduduk
n2981,Perempuan,61,Dewasa,"Jl. Moch. Ramdan, RT 4/RW 5, Lampung, Kode Pos: 33106",Lampung,Sumatera,2524806,Pegawai Swasta,Menikah,E,SMA,Tidak Ada Kendaraan,Tegas,Meja,Buruk,Cukup Baik,Fleksibel,Telepon,92.85816923520761,Tegas,2023-11-12 23:42:15,Malam-Pagi,20:00-08:00,Baik,-2,Cukup Berpengalaman,6,Pinjaman Bisnis,0,Perpanjangan waktu pembayaran,Kabur,Pemukiman Padat Penduduk
c5154,Laki-laki,61,Tua,"Jl. Ronggowarsito, RT 9/RW 12, Bengkulu, Kode Pos: 43728",Bengkulu,Sumatera,5384380,Buruh,Menikah,D,SMA,Motor,Kasar,Lapangan,Buruk,Buruk,Fleksibel,SMS,80.15477557976286,Kasar,2023-04-12 02:05:09,Malam-Pagi,20:00-08:00,Cukup,4,Pemula,8,Pinjaman Pribadi,75,Pembayaran sejumlah besar sekaligus,Disiplin,Pemukiman Padat Penduduk
A4723,Perempuan,55,Tua,"Jl. Dipatiukur, RT 7/RW 11, Bengkulu, Kode Pos: 91454",Bengkulu,Sumatera,16053948,Professional,Cerai Hidup,A,S2,Mobil,Bijaksana,Meja,Baik,B,Fleksibel,SMS,81.46157622224376,Bijaksana,2023-03-01 07:34:56,Malam-Pagi,20:00-08:00,Buruk,18,Cukup Berpengalaman,56,Pinjaman Bisnis,358,Keringanan utang,Kabur,Pemukiman Padat Penduduk
H2122,Perempuan,52,Muda,"Gg. BKR, RT 9/RW 13, Sumatera Barat, Kode Pos: 59224",Sumatera Barat,Sumatera,3392957,Pegawai Negeri,Belum Menikah,E,D3,Motor,Ramah,Meja,Baik,Cukup Baik,Fleksibel,Chat WA,94.77558504239047,Ramah,2023-07-19 10:52:15,Pagi-Sore,08:00-16:00,Baik,17,Sangat Berpengalaman,44,Pinjaman Bisnis,337,Pembebasan jaminan atau denda,Kabur,Pemukiman Padat Penduduk
e7102,Laki-laki,36,Dewasa,"Gang Astana Anyar, RT 23/RW 3, Papua, Kode Pos: 44959",Papua,Papua,7371739,Pegawai Negeri,Menikah,C,D3,Motor,Ramah,Meja,Baik,Baik,Kurang Fleksibel,Chat WA,65.08605190995289,Ramah,2023-11-03 16:20:02,Pagi-Sore,08:00-16:00,Cukup,0,Cukup Berpengalaman,20,Kredit Kendaraan,0,Keringanan utang,Disiplin,Pemukiman Padat Penduduk
P3188,Laki-laki,54,Muda,"Gg. Gegerkalong Hilir, RT 9/RW 10, Sulawesi Selatan, Kode Pos: 81280",Sulawesi Selatan,Sulawesi,4000655,Pegawai Swasta,Menikah,D,SMA,Motor,Tegas,Lapangan,Cukup Baik,Buruk,Tidak Fleksibel,Telepon,56.73384525858572,Tegas,2023-09-16 11:37:18,Malam-Pagi,20:00-08:00,Buruk,10,Sangat Berpengalaman,20,Pinjaman Bisnis,201,Pembayaran sejumlah besar sekaligus,Disiplin,Rusun
R8731,Laki-laki,25,Muda,"Jalan Tubagus Ismail, RT 20/RW 16, Sumatera Utara, Kode Pos: 92900",Sumatera Utara,Sumatera,11979157,Pengusaha,Menikah,A,S2,Mobil,Tegas,Lapangan,Cukup Baik,a,Tidak Fleksibel,Chat WA,54.605718265603834,Tegas,2023-01-02 17:57:11,Pagi-Sore,08:00-16:00,Baik,-3,Pemula,14,Pinjaman Bisnis,0,Keringanan utang,Kabur,Perumahan
x1653,Perempuan,36,Dewasa,"Gang Rungkut Industri, RT 11/RW 18, Kepulauan Bangka Belitung, Kode Pos: 85278",Bangka Belitung,Sumatera,10119147,Pengusaha,Menikah,A,S2,Mobil,Tegas,Meja,Cukup Baik,i,Kurang Fleksibel,Telepon,65.10662669629343,Tegas,2023-10-02 12:17:23,Malam-Pagi,20:00-08:00,Buruk,17,Cukup Berpengalaman,44,Pinjaman Pribadi,336,Pembebasan jaminan atau denda,Kabur,Perumahan
b7075,Perempuan,50,Muda,"Jalan Cempaka, RT 15/RW 16, Lampung, Kode Pos: 66450",Lampung,Sumatera,9220344,Pegawai Swasta,Menikah,B,SMA,Motor,Kasar,Meja,Cukup Baik,Buruk,Fleksibel,SMS,86.32453025542387,Kasar,2023-06-29 08:27:43,Siang-Malam,12:00-20:00,Buruk,19,Sangat Berpengalaman,38,Kredit Kendaraan,379,Pembayaran sejumlah besar sekaligus,Kabur,Rusun
N6915,Perempuan,55,Tua,"Jalan Jend. A. Yani, RT 4/RW 4, Jawa Barat, Kode Pos: 00611",Jawa Barat,Jawa,12940633,Professional,Menikah,A,S2,Mobil,Bijaksana,Meja,Buruk,a,Tidak Fleksibel,Telepon,59.63246588812844,Bijaksana,2023-09-04 08:46:13,Pagi-Sore,08:00-16:00,Buruk,-2,Pemula,-4,Pinjaman Pribadi,0,Pembayaran sejumlah besar sekaligus,Disiplin,Pemukiman Padat Penduduk
P7231,Laki-laki,31,Muda,"Jalan Rungkut Industri, RT 23/RW 5, Maluku, Kode Pos: 01375",Maluku,Papua,4801050,Pegawai Negeri,Menikah,D,D3,Motor,Tegas,Meja,Baik,Baik,Tidak Fleksibel,Telepon,48.86733014497699,Tegas,2023-08-12 17:05:42,Siang-Malam,12:00-20:00,Buruk,25,Sangat Berpengalaman,50,Pinjaman Bisnis,501,Pembayaran sejumlah besar sekaligus,Kabur,Pemukiman Padat Penduduk
F7595,Perempuan,65,Dewasa,"Jl. Sentot Alibasa, RT 3/RW 15, Gorontalo, Kode Pos: 27717",Gorontalo,Sulawesi,5431748,Pegawai Swasta,Cerai Hidup,D,D3,Motor,Tegas,Meja,Cukup Baik,Cukup Baik,Tidak Fleksibel,Telepon,43.96160159583877,Tegas,2023-02-05 22:03:13,Pagi-Sore,08:00-16:00,Buruk,18,Cukup Berpengalaman,56,Pinjaman Bisnis,360,Keringanan utang,Kabur,Pemukiman Padat Penduduk
q6485,Perempuan,41,Dewasa,"Gg. Pacuan Kuda, RT 23/RW 1, Sulawesi Barat, Kode Pos: 05457",Sulawesi Barat,Sulawesi,7780031,Pegawai Swasta,Menikah,C,SMA,Motor,Ramah,Meja,Buruk,Buruk,Kurang Fleksibel,Chat WA,79.69451713834167,Ramah,2023-08-13 18:52:16,Malam-Pagi,20:00-08:00,Cukup,-17,Pemula,-14,Pinjaman Bisnis,0,Keringanan utang,Disiplin,Perumahan
R3518,Perempuan,50,Dewasa,"Jalan Siliwangi, RT 1/RW 18, Sulawesi Tenggara, Kode Pos: 22573",Sulawesi Tenggara,Sulawesi,4493907,Professional,Belum Menikah,D,S1,Motor,Bijaksana,Meja,Baik,B,Kurang Fleksibel,SMS,67.39239331647849,Bijaksana,2023-02-18 03:32:44,Pagi-Sore,08:00-16:00,Baik,-7,Pemula,6,Kredit Kendaraan,0,Rencana pembayaran alternatif,Kabur,Pemukiman Padat Penduduk
R6661,Laki-laki,56,Tua,"Gg. Wonoayu, RT 14/RW 13, Maluku, Kode Pos: 73963",Maluku,Papua,13792807,Professional,Menikah,A,S1,Mobil,Bijaksana,Lapangan,Cukup Baik,k,Fleksibel,Telepon,82.13265270232367,Bijaksana,2023-05-16 12:33:09,Malam-Pagi,20:00-08:00,Baik,7,Cukup Berpengalaman,34,Pinjaman Bisnis,141,Rencana pembayaran alternatif,Kabur,Pemukiman Padat Penduduk
s1070,Laki-laki,55,Dewasa,"Jl. HOS. Cokroaminoto, RT 15/RW 15, Papua, Kode Pos: 17764",Papua,Papua,10144861,Pegawai Swasta,Belum Menikah,A,SMA,Mobil,Tegas,Lapangan,Buruk,Cukup Baik,Tidak Fleksibel,Telepon,49.00369681335302,Tegas,2023-09-19 11:04:24,Siang-Malam,12:00-20:00,Baik,2,Pemula,4,Pinjaman Pribadi,39,Pembayaran sejumlah besar sekaligus,Kabur,Pemukiman Padat Penduduk
A2534,Laki-laki,46,Dewasa,"Jalan Suryakencana, RT 22/RW 19, Kalimantan Selatan, Kode Pos: 77758",Kalimantan Selatan,Kalimantan,8052728,Buruh,Menikah,B,SMA,Motor,Kasar,Lapangan,Cukup Baik,Cukup Baik,Fleksibel,SMS,88.46112567605672,Kasar,2023-05-02 16:47:20,Malam-Pagi,20:00-08:00,Buruk,-3,Cukup Berpengalaman,4,Kredit Kendaraan,0,Pembebasan jaminan atau denda,Disiplin,Rusun
M4431,Laki-laki,34,Dewasa,"Gang Ciwastra, RT 8/RW 6, Sulawesi Tengah, Kode Pos: 50917",Sulawesi Tengah,Sulawesi,4628496,Professional,Menikah,D,S1,Motor,Bijaksana,Lapangan,Cukup Baik,B,Kurang Fleksibel,SMS,72.0887908497365,Bijaksana,2023-01-13 09:10:18,Siang-Malam,12:00-20:00,Cukup,14,Cukup Berpengalaman,48,Pinjaman Pribadi,279,Keringanan utang,Gagal Bayar,Perumahan
X4478,Perempuan,54,Muda,"Gg. Ir. H. Djuanda, RT 23/RW 11, Kalimantan Utara, Kode Pos: 56282",Kalimantan Utara,Kalimantan,9181953,Professional,Cerai Mati,B,S2,Motor,Bijaksana,Meja,Cukup Baik,a,Fleksibel,Telepon,83.27033535550412,Bijaksana,2023-08-12 00:05:05,Malam-Pagi,20:00-08:00,Baik,43,Sangat Berpengalaman,86,Pinjaman Bisnis,863,Pembayaran sejumlah besar sekaligus,Kabur,Rusun
J7986,Perempuan,53,Muda,"Jalan Cempaka, RT 13/RW 2, DKI Jakarta, Kode Pos: 40971",DKI Jakarta,Jawa,3470583,Pegawai Swasta,Menikah,E,SMA,Motor,Tegas,Meja,Cukup Baik,Buruk,Tidak Fleksibel,Telepon,47.29535695366424,Tegas,2023-08-14 00:07:14,Siang-Malam,12:00-20:00,Cukup,35,Sangat Berpengalaman,90,Kredit Kendaraan,700,Keringanan utang,Kabur,Rusun
f8497,Laki-laki,41,Dewasa,"Jl. Ir. H. Djuanda, RT 16/RW 10, Sulawesi Selatan, Kode Pos: 92478",Sulawesi Selatan,Sulawesi,6094587,Buruh,Menikah,C,SMA,Motor,Kasar,Lapangan,Buruk,Buruk,Tidak Fleksibel,SMS,50.87479208648082,Kasar,2023-02-08 12:15:13,Malam-Pagi,20:00-08:00,Baik,15,Cukup Berpengalaman,50,Kredit Kendaraan,299,Keringanan utang,Kabur,Perumahan
R9643,Laki-laki,41,Muda,"Jalan M.T Haryono, RT 24/RW 14, Jambi, Kode Pos: 13856",Jambi,Sumatera,8032346,Buruh,Menikah,B,SMA,Motor,Kasar,Lapangan,Cukup Baik,Cukup Baik,Fleksibel,Telepon,99.75882178206854,Kasar,2023-01-08 02:07:53,Siang-Malam,12:00-20:00,Buruk,23,Sangat Berpengalaman,46,Pinjaman Bisnis,461,Pembayaran sejumlah besar sekaligus,Kabur,Perumahan
S4124,Laki-laki,59,Dewasa,"Gg. Pasirkoja, RT 9/RW 9, Nusa Tenggara Timur, Kode Pos: 22312",Nusa Tenggara Timur,Bali,5959246,Pegawai Swasta,Menikah,D,SMA,Motor,Tegas,Lapangan,Buruk,Cukup Baik,Tidak Fleksibel,Telepon,46.264543028925985,Tegas,2023-07-10 11:29:22,Malam-Pagi,20:00-08:00,Baik,-5,Cukup Berpengalaman,0,Kredit Kendaraan,0,Pembebasan jaminan atau denda,Kabur,Pemukiman Padat Penduduk
k7995,Perempuan,38,Muda,"Jl. M.H Thamrin, RT 18/RW 8, Nusa Tenggara Timur, Kode Pos: 11685",Nusa Tenggara Timur,Bali,13663926,Professional,Menikah,A,S2,Mobil,Bijaksana,Meja,Cukup Baik,a,Tidak Fleksibel,Email,51.321477475953316,Bijaksana,2023-04-29 22:13:03,Siang-Malam,12:00-20:00,Buruk,25,Sangat Berpengalaman,60,Pinjaman Bisnis,498,Pembebasan jaminan atau denda,Kabur,Perumahan
k9197,Perempuan,44,Muda,"Gg. M.H Thamrin, RT 10/RW 19, Jambi, Kode Pos: 40406",Jambi,Sumatera,6464946,Professional,Menikah,C,S1,Motor,Bijaksana,Meja,Baik,i,Fleksibel,SMS,85.98220215746872,Bijaksana,2023-04-11 13:27:57,Pagi-Sore,08:00-16:00,Baik,21,Sangat Berpengalaman,62,Kredit Kendaraan,419,Rencana pembayaran alternatif,Kabur,Pemukiman Padat Penduduk
p2813,Perempuan,45,Muda,"Gg. Yos Sudarso, RT 16/RW 15, Kepulauan Riau, Kode Pos: 05442",Kepulauan Riau,Sumatera,8551752,Professional,Menikah,B,S1,Motor,Bijaksana,Meja,Cukup Baik,i,Tidak Fleksibel,Telepon,51.71358871181758,Bijaksana,2023-08-23 11:53:39,Pagi-Sore,08:00-16:00,Baik,25,Sangat Berpengalaman,70,Pinjaman Bisnis,499,Keringanan utang,Kabur,Perumahan
Y3754,Perempuan,58,Tua,"Jl. Suniaraja, RT 19/RW 3, Jambi, Kode Pos: 25648",Jambi,Sumatera,6442850,Professional,Cerai Hidup,C,S1,Motor,Bijaksana,Meja,Baik,a,Kurang Fleksibel,Telepon,73.44080950598374,Bijaksana,2023-11-18 02:41:52,Malam-Pagi,20:00-08:00,Buruk,14,Cukup Berpengalaman,38,Pinjaman Pribadi,281,Perpanjangan waktu pembayaran,Gagal Bayar,Pemukiman Padat Penduduk
t8116,Perempuan,34,Muda,"Jl. Dipatiukur, RT 13/RW 13, Sumatera Utara, Kode Pos: 34223",Sumatera Utara,Sumatera,5798493,Pegawai Swasta,Menikah,D,SMA,Motor,Ramah,Meja,Cukup Baik,Cukup Baik,Fleksibel,Chat WA,86.30200634523027,Ramah,2023-12-28 22:02:27,Malam-Pagi,20:00-08:00,Baik,31,Sangat Berpengalaman,62,Pinjaman Bisnis,624,Pembayaran sejumlah besar sekaligus,Kabur,Perumahan
r8069,Laki-laki,41,Muda,"Gang Waringin, RT 21/RW 20, Sulawesi Tengah, Kode Pos: 06536",Sulawesi Tengah,Sulawesi,12393837,Professional,Menikah,A,S1,Mobil,Bijaksana,Lapangan,Buruk,i,Fleksibel,Telepon,99.60020417308107,Bijaksana,2023-12-28 18:56:23,Malam-Pagi,20:00-08:00,Baik,17,Sangat Berpengalaman,54,Pinjaman Pribadi,338,Keringanan utang,Kabur,Perumahan
N0716,Perempuan,53,Tua,"Gg. W.R. Supratman, RT 17/RW 3, Sumatera Selatan, Kode Pos: 80057",Sumatera Selatan,Sumatera,3153214,Pegawai Swasta,Menikah,E,SMA,Motor,Kasar,Meja,Buruk,Cukup Baik,Fleksibel,SMS,83.6591636979575,Kasar,2023-08-27 11:48:27,Siang-Malam,12:00-20:00,Cukup,1,Pemula,22,Pinjaman Bisnis,19,Rencana pembayaran alternatif,Disiplin,Rusun
P4642,Laki-laki,53,Tua,"Jalan R.E Martadinata, RT 14/RW 4, Papua Barat, Kode Pos: 58498",Papua Barat,Papua,8730408,Professional,Belum Menikah,B,S2,Motor,Bijaksana,Lapangan,Baik,B,Fleksibel,Telepon,97.84995674061958,Bijaksana,2023-03-31 12:29:57,Siang-Malam,12:00-20:00,Buruk,-14,Pemula,-28,Pinjaman Pribadi,0,Pembayaran sejumlah besar sekaligus,Disiplin,Pemukiman Padat Penduduk
K5636,Laki-laki,46,Dewasa,"Gang HOS. Cokroaminoto, RT 2/RW 10, Maluku Utara, Kode Pos: 71020",Maluku Utara,Papua,6073939,Pegawai Swasta,Cerai Hidup,C,SMA,Motor,Ramah,Lapangan,Cukup Baik,Cukup Baik,Fleksibel,Chat WA,84.94222473515346,Ramah,2023-07-09 23:48:29,Pagi-Sore,08:00-16:00,Cukup,5,Pemula,20,Pinjaman Pribadi,101,Pembebasan jaminan atau denda,Disiplin,Rusun
