debtor_age,debtor_age_class,debtor_gender,debtor_nik,debtor_address,debtor_province,debtor_island,debtor_marital_status,debtor_number_of_dependents,debtor_education_level,debtor_occupation,debtor_monthly_income,debtor_monthly_expense,debtor_asset_ownership,ses_class,demography_class,debtor_communication_channel,billing_datetime,risk_credit,payment_pattern,payment_method,tenor,interest_rate,monthly_payment,loan_amount,behavior_class,loan_type,working_time,range_working_time,debtor_personality,history_jan,history_feb,history_mar,history_apr,history_may,history_jun,history_jul,history_aug,history_sep,history_oct,history_nov,history_dec,debtor_aging,transaction,remaining_loan,billing_type,field_class
22,Muda,Laki-laki,2009571209812751,"Jalan Ahmad Yani, RT 10/RW 1, Riau, Kode Pos: 77410",Riau,Sumatera,Menikah,5,S1,Pegawai Negeri,13334962,1466846,Ya,E,Apartemen,Chat WA,2023-10-08 02:53:24.259358,Buruk,Pembayaran Terlambat,e-Money,12,0.1,1962856.6339979453,23541526,Kabur,Pinjaman Pribadi,Siang-Malam,12:00-20:00,Ramah,1,0,0,0,0,0,1,0,1,0,1,0,Lancar,12,0.0,Telepon,Melalui Meja
44,Dewasa,Perempuan,6515202112157804,"Jalan S. Parman, RT 22/RW 7, Sulawesi Tenggara, Kode Pos: 08451",Sulawesi Tenggara,Sulawesi,Menikah,4,SMA,Pegawai Swasta,5644242,745040,Tidak,B,Rusun,Telepon,2023-10-08 02:53:24.259725,Buruk,Pembayaran Terlambat,ATM,60,0.4,604568.660535996,35907860,Gagal Bayar,Kredit Kendaraan,Malam-Pagi,20:00-08:00,Bijaksana,0,0,1,0,0,0,0,1,2,3,2,3,Kurang Lancar,57,1447446.3494482264,Wakil,Turun Langsung ke Lapangan
41,Dewasa,Laki-laki,3845491304980587,"Jalan Tubagus Ismail, RT 8/RW 10, Bali, Kode Pos: 54706",Bali,Bali,Cerai Mati,5,D3,Pegawai Negeri,5520416,607246,Tidak,B,Rusun,Telepon,2023-10-08 02:53:24.260163,Cukup Baik,Pembayaran Tepat Waktu,M-Banking,60,0.4,319432.0372594683,18972404,Disiplin,Pinjaman Pribadi,Pagi-Sore,08:00-16:00,Bijaksana,1,0,1,2,3,2,1,0,1,2,1,0,Lancar,60,0.0,Telepon,Melalui Meja
27,Muda,Laki-laki,1135172908623599,"Jl. Dipatiukur, RT 21/RW 19, Sumatera Barat, Kode Pos: 94252",Sumatera Barat,Sumatera,Menikah,5,SD,Buruh,2252308,247754,Tidak,D,Pemukiman Padat Penduduk,Email,2023-10-08 02:53:24.260559,Cukup Baik,Pembayaran Tepat Waktu,e-Money,36,0.2,937589.3908469786,33649365,Disiplin,Kredit Kendaraan,Pagi-Sore,08:00-16:00,Ramah,1,2,3,2,3,2,1,0,0,0,1,0,Lancar,36,0.0,Telepon,Melalui Meja
20,Muda,Perempuan,4929010109413095,"Gg. M.T Haryono, RT 17/RW 9, Riau, Kode Pos: 40624",Riau,Sumatera,Belum Menikah,0,S2,Pengusaha,13865662,9151337,Ya,A,Apartemen,Chat WA,2023-10-08 02:53:24.260900,Buruk,Pembayaran Terlambat,e-Money,60,0.4,287506.45142125926,17076210,Kabur,Pinjaman Pribadi,Siang-Malam,12:00-20:00,Tegas,1,0,0,1,2,3,2,1,0,1,2,1,DPK,59,113329.36614570394,Telepon,Melalui Meja
42,Dewasa,Laki-laki,3138380809376226,"Gang Stasiun Wonokromo, RT 2/RW 7, Papua, Kode Pos: 95114",Papua,Papua,Cerai Hidup,2,SMA,Buruh,4091080,900038,Tidak,C,Rusun,Chat WA,2023-10-08 02:53:24.261310,Cukup Baik,Pembayaran Tepat Waktu,M-Banking,48,0.3,1102727.3394044146,52608057,Disiplin,Pinjaman Bisnis,Pagi-Sore,08:00-16:00,Tegas,0,1,0,1,2,3,2,1,2,1,0,0,Lancar,48,0.0,Telepon,Melalui Meja
51,Tua,Laki-laki,5582243110621749,"Gang Raya Ujungberung, RT 7/RW 12, Kepulauan Bangka Belitung, Kode Pos: 80351",Bangka Belitung,Sumatera,Menikah,2,D3,Pegawai Swasta,9470161,2083435,Ya,E,Perumahan,Telepon,2023-10-08 02:53:24.261710,Baik,Pembayaran Sebelum Jatuh Tempo,ATM,24,0.15,2147727.775572364,51465014,Kabur,Pinjaman Bisnis,Malam-Pagi,20:00-08:00,Bijaksana,0,1,0,1,0,0,1,0,1,2,1,0,Lancar,24,0.0,Telepon,Melalui Meja
26,Muda,Laki-laki,6326310711372142,"Jl. R.E Martadinata, RT 11/RW 7, Sulawesi Tengah, Kode Pos: 20335",Sulawesi Tengah,Sulawesi,Belum Menikah,0,S2,Pengusaha,23472519,15491863,Ya,A,Apartemen,Chat WA,2023-10-08 02:53:24.262116,Baik,Pembayaran Tepat Waktu,M-Banking,60,0.4,321754.8237582334,19110364,Disiplin,Pinjaman Pribadi,Siang-Malam,12:00-20:00,Tegas,0,1,0,1,0,0,0,1,0,0,1,0,Lancar,60,0.0,Telepon,Melalui Meja
30,Dewasa,Laki-laki,4406990711990476,"Gg. Sentot Alibasa, RT 18/RW 4, Nusa Tenggara Timur, Kode Pos: 31833",Nusa Tenggara Timur,Bali,Menikah,0,SMP,Buruh,3976393,2624419,Ya,C,Pemukiman Padat Penduduk,Telepon,2023-10-08 02:53:24.262484,Buruk,Pembayaran Terlambat,ATM,48,0.3,736175.2411100265,35120875,Gagal Bayar,Kredit Kendaraan,Malam-Pagi,20:00-08:00,Ramah,0,1,2,3,4,3,2,3,2,3,4,5,Diragukan,43,3465339.632268861,Wakil,Turun Langsung ke Lapangan
43,Dewasa,Laki-laki,4679721812517190,"Gang Asia Afrika, RT 19/RW 5, Sumatera Selatan, Kode Pos: 01076",Sumatera Selatan,Sumatera,Belum Menikah,0,D3,Pegawai Swasta,4894439,3230330,Ya,C,Rusun,Telepon,2023-10-08 02:53:24.262867,Baik,Pembayaran Sebelum Jatuh Tempo,ATM,60,0.4,324109.4989031905,19250218,Kabur,Pinjaman Pribadi,Pagi-Sore,08:00-16:00,Bijaksana,0,1,0,0,0,0,0,1,0,0,1,2,DPK,58,451867.0636149533,Surat,Melalui Meja
33,Dewasa,Perempuan,5258772201947926,"Gg. Monginsidi, RT 18/RW 5, Nusa Tenggara Timur, Kode Pos: 73090",Nusa Tenggara Timur,Bali,Menikah,1,D3,Pegawai Negeri,9018912,2976241,Ya,E,Perumahan,Email,2023-10-08 02:53:24.263239,Buruk,Pembayaran Terlambat,ATM,12,0.1,1652894.4697652764,19823994,Kabur,Pinjaman Pribadi,Malam-Pagi,20:00-08:00,Bijaksana,1,2,3,4,5,4,3,2,1,2,3,2,DPK,10,3295049.3023472354,Telepon,Melalui Meja
55,Tua,Perempuan,907149081287372,"Jl. Surapati, RT 7/RW 16, Sumatera Utara, Kode Pos: 29869",Sumatera Utara,Sumatera,Belum Menikah,0,S1,Pegawai Swasta,6096466,4023668,Ya,B,Rusun,Telepon,2023-10-08 02:53:24.263631,Baik,Pembayaran Sebelum Jatuh Tempo,Langsung,36,0.2,526292.4258765776,18888232,Kabur,Pinjaman Pribadi,Malam-Pagi,20:00-08:00,Bijaksana,1,0,1,0,1,2,3,2,3,2,1,0,Lancar,36,0.0,Telepon,Melalui Meja
35,Dewasa,Perempuan,3014453002428820,"Jalan Cikutra Timur, RT 13/RW 20, DKI Jakarta, Kode Pos: 09761",DKI Jakarta,Jawa,Menikah,1,S3,Pengusaha,15913671,5251511,Ya,A,Apartemen,Chat WA,2023-10-08 02:53:24.263977,Buruk,Pembayaran Terlambat,M-Banking,36,0.2,941265.9808843317,33781315,Gagal Bayar,Kredit Kendaraan,Malam-Pagi,20:00-08:00,Tegas,0,0,0,1,0,1,2,1,2,3,4,5,Diragukan,31,4602069.592585716,Hukum,Turun Langsung ke Lapangan
65,Tua,Perempuan,8125653004174961,"Jl. Erlangga, RT 8/RW 18, Nusa Tenggara Timur, Kode Pos: 31036",Nusa Tenggara Timur,Bali,Menikah,4,S3,Pengusaha,21315314,2813621,Ya,A,Apartemen,Telepon,2023-10-08 02:53:24.264376,Baik,Pembayaran Sebelum Jatuh Tempo,ATM,36,0.2,1016789.9110842977,36491811,Kabur,Kredit Kendaraan,Siang-Malam,12:00-20:00,Tegas,0,0,1,0,1,0,1,2,3,4,5,4,Kurang Lancar,32,3954533.8453024738,Wakil,Turun Langsung ke Lapangan
35,Dewasa,Laki-laki,2411811104969672,"Gg. Moch. Toha, RT 9/RW 4, Papua Barat, Kode Pos: 86000",Papua Barat,Papua,Menikah,2,SMA,Buruh,2971989,653838,Tidak,D,Pemukiman Padat Penduduk,Telepon,2023-10-08 02:53:24.264784,Cukup Baik,Pembayaran Tepat Waktu,ATM,60,0.4,275806.1299920529,16381279,Disiplin,Pinjaman Pribadi,Siang-Malam,12:00-20:00,Tegas,0,1,0,0,1,0,1,0,0,1,0,0,Lancar,60,0.0,Telepon,Melalui Meja
32,Dewasa,Perempuan,8628340512750787,"Gg. Surapati, RT 13/RW 6, Kepulauan Bangka Belitung, Kode Pos: 96205",Bangka Belitung,Sumatera,Cerai Hidup,2,S1,Pegawai Swasta,5751984,1265436,Tidak,B,Rusun,Telepon,2023-10-08 02:53:24.265172,Baik,Pembayaran Sebelum Jatuh Tempo,M-Banking,36,0.2,553567.2905694462,19867106,Kabur,Pinjaman Pribadi,Pagi-Sore,08:00-16:00,Bijaksana,1,2,3,4,5,4,3,4,3,4,3,4,Kurang Lancar,32,2152952.7017777227,Wakil,Turun Langsung ke Lapangan
53,Tua,Perempuan,8774083107651729,"Gang Otto Iskandardinata, RT 10/RW 10, Kalimantan Selatan, Kode Pos: 10582",Kalimantan Selatan,Kalimantan,Belum Menikah,0,D3,Pegawai Swasta,8801332,5808879,Ya,E,Perumahan,Telepon,2023-10-08 02:53:24.265575,Cukup Baik,Pembayaran Tepat Waktu,Langsung,36,0.2,1238521.810138244,44449599,Gagal Bayar,Pinjaman Bisnis,Malam-Pagi,20:00-08:00,Bijaksana,0,1,2,1,0,0,0,1,2,1,2,3,Kurang Lancar,33,3578379.265437953,Wakil,Turun Langsung ke Lapangan
34,Dewasa,Perempuan,4132762109860432,"Jalan Cikutra Barat, RT 15/RW 13, Papua Barat, Kode Pos: 33437",Papua Barat,Papua,Menikah,0,SD,Buruh,5565810,3673435,Ya,B,Rusun,Telepon,2023-10-08 02:53:24.265941,Cukup Baik,Pembayaran Tepat Waktu,ATM,60,0.4,801824.1820337247,47623690,Disiplin,Pinjaman Bisnis,Malam-Pagi,20:00-08:00,Ramah,1,0,1,2,3,2,3,2,1,0,0,1,DPK,59,316063.26001024246,Surat,Melalui Meja
63,Tua,Laki-laki,5891631503259267,"Gg. Kiaracondong, RT 12/RW 7, Maluku, Kode Pos: 61571",Maluku,Papua,Cerai Hidup,2,SMP,Buruh,1718007,377962,Tidak,D,Pemukiman Padat Penduduk,SMS,2023-10-08 02:53:24.266290,Buruk,Pembayaran Terlambat,Langsung,12,0.1,2984184.8883940685,35790829,Gagal Bayar,Kredit Kendaraan,Malam-Pagi,20:00-08:00,Kasar,1,2,3,2,1,2,1,0,0,1,2,3,Kurang Lancar,9,8933165.004453383,Wakil,Turun Langsung ke Lapangan
60,Tua,Laki-laki,8104150302714731,"Jalan Asia Afrika, RT 24/RW 15, Kepulauan Riau, Kode Pos: 54305",Kepulauan Riau,Sumatera,Menikah,5,S1,Pegawai Swasta,6215640,683720,Tidak,B,Rusun,SMS,2023-10-08 02:53:24.266693,Baik,Pembayaran Tepat Waktu,ATM,60,0.4,528554.8325705854,31393081,Disiplin,Kredit Kendaraan,Malam-Pagi,20:00-08:00,Bijaksana,0,0,1,2,3,2,3,2,1,2,1,0,Lancar,60,0.0,Telepon,Melalui Meja
53,Tua,Laki-laki,8831591610349417,"Jl. Sukabumi, RT 12/RW 20, Jambi, Kode Pos: 16958",Jambi,Sumatera,Belum Menikah,0,D3,Pegawai Negeri,4406461,2908264,Ya,C,Rusun,Telepon,2023-10-08 02:53:24.267041,Buruk,Pembayaran Terlambat,Langsung,12,0.1,4009618.115452609,48089365,Kabur,Pinjaman Bisnis,Siang-Malam,12:00-20:00,Bijaksana,0,0,1,2,1,0,0,1,0,0,0,1,DPK,11,3983565.730021298,Surat,Melalui Meja
31,Dewasa,Laki-laki,6935661202667660,"Jl. Kutai, RT 14/RW 4, Maluku Utara, Kode Pos: 17242",Maluku Utara,Papua,Cerai Mati,0,S3,Professional,15430727,10184280,Ya,A,Apartemen,Email,2023-10-08 02:53:24.267448,Cukup Baik,Pembayaran Tepat Waktu,ATM,60,0.4,797856.3185327754,47388022,Gagal Bayar,Pinjaman Bisnis,Pagi-Sore,08:00-16:00,Bijaksana,1,0,0,0,0,0,0,0,0,1,2,3,Kurang Lancar,57,1910211.843631804,Wakil,Turun Langsung ke Lapangan
39,Dewasa,Perempuan,1881573011761048,"Jalan Cikapayang, RT 17/RW 9, Kepulauan Riau, Kode Pos: 57998",Kepulauan Riau,Sumatera,Menikah,2,S2,Professional,9335518,2053814,Ya,E,Perumahan,Telepon,2023-10-08 02:53:24.267816,Buruk,Pembayaran Terlambat,ATM,12,0.1,1599827.5697027626,19187536,Gagal Bayar,Pinjaman Pribadi,Pagi-Sore,08:00-16:00,Bijaksana,0,0,0,1,2,1,2,3,4,3,4,3,Kurang Lancar,9,4789087.872675136,Wakil,Turun Langsung ke Lapangan
51,Tua,Laki-laki,6577590805942513,"Gang M.T Haryono, RT 24/RW 2, Nusa Tenggara Barat, Kode Pos: 16641",Nusa Tenggara Barat,Bali,Menikah,5,D3,Pegawai Negeri,4455368,490090,Tidak,E,Rusun,Telepon,2023-10-08 02:53:24.268208,Baik,Pembayaran Tepat Waktu,ATM,36,0.2,1305151.039481188,46840871,Gagal Bayar,Pinjaman Bisnis,Pagi-Sore,08:00-16:00,Bijaksana,0,1,0,0,1,2,1,2,1,2,3,4,Kurang Lancar,32,5076037.736601986,Wakil,Turun Langsung ke Lapangan
38,Dewasa,Perempuan,5285681904386373,"Jl. Cihampelas, RT 23/RW 17, DI Yogyakarta, Kode Pos: 01897",DI Yogyakarta,Jawa,Belum Menikah,0,S1,Pegawai Swasta,5013267,3308756,Ya,B,Rusun,SMS,2023-10-08 02:53:24.268598,Baik,Pembayaran Tepat Waktu,ATM,60,0.4,632651.6645080579,37575827,Disiplin,Kredit Kendaraan,Pagi-Sore,08:00-16:00,Bijaksana,0,0,0,1,0,1,0,1,2,1,0,1,DPK,59,249378.79402458668,Surat,Melalui Meja
50,Tua,Laki-laki,8140941506920220,"Jl. S. Parman, RT 14/RW 19, Kalimantan Barat, Kode Pos: 51778",Kalimantan Barat,Kalimantan,Belum Menikah,0,SMA,Buruh,3869323,2553753,Ya,C,Pemukiman Padat Penduduk,Telepon,2023-10-08 02:53:24.268979,Baik,Pembayaran Tepat Waktu,ATM,36,0.2,1407506.4144888052,50514327,Gagal Bayar,Pinjaman Bisnis,Malam-Pagi,20:00-08:00,Tegas,1,0,0,1,2,3,2,3,4,5,4,5,Diragukan,31,6881628.15084704,Wakil,Turun Langsung ke Lapangan
62,Tua,Laki-laki,629931190459916,"Gang Ahmad Yani, RT 24/RW 9, Nusa Tenggara Timur, Kode Pos: 59669",Nusa Tenggara Timur,Bali,Menikah,3,SMP,Buruh,2446835,403728,Tidak,D,Pemukiman Padat Penduduk,Telepon,2023-10-08 02:53:24.269383,Cukup Baik,Pembayaran Tepat Waktu,ATM,24,0.15,2005482.5079183148,48056456,Kabur,Pinjaman Bisnis,Pagi-Sore,08:00-16:00,Ramah,0,0,1,2,1,2,3,4,5,6,7,8,Macet,16,15968735.873306964,Paksa,Turun Langsung ke Lapangan
52,Tua,Perempuan,5979770712351301,"Jalan M.H Thamrin, RT 6/RW 16, Papua Barat, Kode Pos: 83154",Papua Barat,Papua,Menikah,3,S1,Pegawai Swasta,6836090,1127955,Tidak,B,Rusun,Telepon,2023-10-08 02:53:24.269750,Buruk,Pembayaran Terlambat,Langsung,24,0.15,1494501.005200082,35812041,Kabur,Kredit Kendaraan,Malam-Pagi,20:00-08:00,Bijaksana,0,1,0,0,0,0,1,2,1,0,1,2,DPK,22,2933018.8855981976,Surat,Melalui Meja
38,Dewasa,Perempuan,677396250246447,"Jl. Moch. Ramdan, RT 13/RW 3, Riau, Kode Pos: 70136",Riau,Sumatera,Cerai Mati,3,S1,Pegawai Negeri,6550816,1080885,Tidak,B,Rusun,Email,2023-10-08 02:53:24.270095,Buruk,Pembayaran Terlambat,M-Banking,24,0.15,1939348.6606328236,46471721,Kabur,Pinjaman Bisnis,Malam-Pagi,20:00-08:00,Bijaksana,0,0,1,2,1,2,1,2,3,2,3,2,DPK,22,3806050.466077879,Surat,Melalui Meja
22,Muda,Laki-laki,9194700311565531,"Gang BKR, RT 1/RW 13, DI Yogyakarta, Kode Pos: 83725",DI Yogyakarta,Jawa,Cerai Mati,5,S2,Professional,14023326,1542566,Ya,E,Apartemen,Chat WA,2023-10-08 02:53:24.270476,Buruk,Pembayaran Terlambat,e-Money,24,0.15,587244.5764553573,14071872,Gagal Bayar,Pinjaman Pribadi,Siang-Malam,12:00-20:00,Ramah,1,0,0,1,2,1,0,1,2,3,2,3,Kurang Lancar,21,1739735.8944374975,Wakil,Turun Langsung ke Lapangan
36,Dewasa,Laki-laki,7094551802200443,"Gg. Moch. Ramdan, RT 17/RW 19, Kalimantan Selatan, Kode Pos: 93868",Kalimantan Selatan,Kalimantan,Belum Menikah,0,D3,Pegawai Swasta,3858862,2546849,Ya,C,Pemukiman Padat Penduduk,Chat WA,2023-10-08 02:53:24.270867,Cukup Baik,Pembayaran Sebelum Jatuh Tempo,ATM,60,0.4,548865.2905116535,32599404,Kabur,Kredit Kendaraan,Siang-Malam,12:00-20:00,Ramah,1,2,1,0,0,0,1,0,1,0,0,1,DPK,59,216351.8598124422,Surat,Melalui Meja
46,Dewasa,Perempuan,2092653011979938,"Jl. Rajawali Timur, RT 8/RW 2, DI Yogyakarta, Kode Pos: 95248",DI Yogyakarta,Jawa,Belum Menikah,0,D3,Pegawai Swasta,6337504,4182753,Ya,B,Rusun,SMS,2023-10-08 02:53:24.271412,Buruk,Pembayaran Terlambat,M-Banking,36,0.2,1426770.7710617138,51205710,Kabur,Pinjaman Bisnis,Pagi-Sore,08:00-16:00,Tegas,0,1,2,1,0,0,1,2,1,0,1,2,DPK,34,2695503.7839017287,Surat,Melalui Meja
41,Dewasa,Perempuan,4635491811258091,"Jl. Abdul Muis, RT 6/RW 5, Sumatera Utara, Kode Pos: 53963",Sumatera Utara,Sumatera,Menikah,1,S1,Pegawai Negeri,5997668,1979230,Tidak,B,Rusun,Email,2023-10-08 02:53:24.271790,Buruk,Pembayaran Terlambat,M-Banking,24,0.15,890108.1218511355,21329252,Gagal Bayar,Pinjaman Pribadi,Siang-Malam,12:00-20:00,Bijaksana,0,0,0,1,2,3,2,3,4,3,2,3,Kurang Lancar,21,2636981.441126153,Wakil,Turun Langsung ke Lapangan
25,Muda,Laki-laki,5080261405291987,"Jl. Jend. Sudirman, RT 3/RW 14, DI Yogyakarta, Kode Pos: 55996",DI Yogyakarta,Jawa,Belum Menikah,0,S3,Pengusaha,12136670,8010202,Ya,A,Apartemen,Chat WA,2023-10-08 02:53:24.272145,Buruk,Pembayaran Terlambat,e-Money,24,0.15,881958.401696858,21133964,Kabur,Pinjaman Pribadi,Siang-Malam,12:00-20:00,Tegas,1,2,3,2,3,4,3,4,3,2,1,2,DPK,22,1730879.1626691222,Surat,Melalui Meja
33,Dewasa,Perempuan,4376672606984668,"Gg. Gegerkalong Hilir, RT 24/RW 12, DKI Jakarta, Kode Pos: 64115",DKI Jakarta,Jawa,Cerai Mati,4,SD,Buruh,3425174,452123,Tidak,C,Pemukiman Padat Penduduk,Telepon,2023-10-08 02:53:24.272559,Cukup Baik,Pembayaran Tepat Waktu,M-Banking,12,0.1,3997792.0454884223,47947529,Disiplin,Pinjaman Bisnis,Malam-Pagi,20:00-08:00,Ramah,0,1,0,1,2,3,2,3,2,1,2,1,DPK,11,3971816.4996273518,Telepon,Melalui Meja
52,Tua,Laki-laki,3539583005112865,"Jalan Sukabumi, RT 19/RW 16, Maluku Utara, Kode Pos: 12389",Maluku Utara,Papua,Menikah,4,SMA,Pegawai Swasta,1912513,252452,Tidak,D,Pemukiman Padat Penduduk,SMS,2023-10-08 02:53:24.272945,Baik,Pembayaran Tepat Waktu,Langsung,12,0.1,1601166.6280773985,19203596,Gagal Bayar,Pinjaman Pribadi,Pagi-Sore,08:00-16:00,Tegas,0,1,2,3,4,3,4,3,4,3,4,5,Diragukan,7,7995429.603458211,Wakil,Turun Langsung ke Lapangan
39,Dewasa,Laki-laki,7450230812291358,"Gg. Tubagus Ismail, RT 6/RW 4, Sumatera Selatan, Kode Pos: 91219",Sumatera Selatan,Sumatera,Belum Menikah,0,D3,Pegawai Swasta,2992349,1974950,Tidak,D,Pemukiman Padat Penduduk,Telepon,2023-10-08 02:53:24.273345,Cukup Baik,Pembayaran Sebelum Jatuh Tempo,M-Banking,36,0.2,580524.2604859892,20834571,Kabur,Pinjaman Pribadi,Pagi-Sore,08:00-16:00,Bijaksana,0,0,1,0,0,0,0,1,2,3,4,3,Kurang Lancar,33,1677270.4039623588,Wakil,Turun Langsung ke Lapangan
32,Dewasa,Perempuan,6443622706509332,"Jl. Jakarta, RT 17/RW 13, Gorontalo, Kode Pos: 74726",Gorontalo,Sulawesi,Menikah,0,SMA,Pegawai Swasta,4115409,2716170,Ya,C,Rusun,Chat WA,2023-10-08 02:53:24.273757,Baik,Pembayaran Sebelum Jatuh Tempo,ATM,24,0.15,903811.4684873838,21657619,Kabur,Pinjaman Pribadi,Siang-Malam,12:00-20:00,Ramah,0,0,0,0,1,2,1,2,1,0,0,1,DPK,23,869955.2247901708,Surat,Melalui Meja
62,Tua,Laki-laki,9191212711905161,"Jl. Otto Iskandardinata, RT 3/RW 5, Papua Barat, Kode Pos: 35825",Papua Barat,Papua,Menikah,1,D3,Pegawai Negeri,14789854,4880652,Ya,A,Apartemen,SMS,2023-10-08 02:53:24.274145,Cukup Baik,Pembayaran Sebelum Jatuh Tempo,ATM,24,0.15,2082364.8398657201,49898752,Kabur,Pinjaman Bisnis,Siang-Malam,12:00-20:00,Tegas,1,0,0,1,2,1,0,0,0,0,0,1,DPK,23,2004360.6830884367,Surat,Melalui Meja
47,Dewasa,Perempuan,5756381602929854,"Jl. Wonoayu, RT 9/RW 19, Jawa Tengah, Kode Pos: 58056",Jawa Tengah,Jawa,Menikah,1,SMP,Buruh,3207368,1058431,Tidak,C,Pemukiman Padat Penduduk,Telepon,2023-10-08 02:53:24.274541,Baik,Pembayaran Tepat Waktu,M-Banking,12,0.1,2915306.4270655247,34964735,Kabur,Kredit Kendaraan,Pagi-Sore,08:00-16:00,Ramah,0,0,0,1,2,3,4,5,6,7,8,9,Macet,3,26218815.718803428,Paksa,Turun Langsung ke Lapangan
46,Dewasa,Perempuan,368926221166693,"Gang Pacuan Kuda, RT 10/RW 9, Kepulauan Riau, Kode Pos: 10041",Kepulauan Riau,Sumatera,Cerai Mati,5,S1,Pegawai Negeri,11011421,1211256,Ya,E,Perumahan,Telepon,2023-10-08 02:53:24.274919,Baik,Pembayaran Sebelum Jatuh Tempo,M-Banking,36,0.2,991379.7560168158,35579860,Kabur,Kredit Kendaraan,Siang-Malam,12:00-20:00,Bijaksana,0,0,0,0,0,0,1,0,0,1,0,0,Lancar,36,0.0,Telepon,Melalui Meja
37,Dewasa,Laki-laki,3670702302897810,"Gg. PHH. Mustofa, RT 25/RW 16, Sulawesi Selatan, Kode Pos: 73066",Sulawesi Selatan,Sulawesi,Cerai Mati,2,S1,Pegawai Swasta,12211137,2686450,Ya,A,Apartemen,Telepon,2023-10-08 02:53:24.275486,Cukup Baik,Pembayaran Tepat Waktu,M-Banking,36,0.2,548719.8201489961,19693134,Disiplin,Pinjaman Pribadi,Pagi-Sore,08:00-16:00,Bijaksana,0,0,1,0,0,0,1,0,0,1,2,1,DPK,35,487940.2947851382,Surat,Melalui Meja
34,Dewasa,Perempuan,8480780303552627,"Jalan Ciwastra, RT 15/RW 7, Riau, Kode Pos: 05396",Riau,Sumatera,Menikah,5,SMA,Pegawai Swasta,3654286,401971,Tidak,D,Pemukiman Padat Penduduk,Chat WA,2023-10-08 02:53:24.275865,Buruk,Pembayaran Terlambat,M-Banking,36,0.2,946976.2727302968,33986253,Kabur,Kredit Kendaraan,Pagi-Sore,08:00-16:00,Ramah,0,0,0,0,1,0,0,1,0,0,0,1,DPK,35,842083.4544396102,Telepon,Melalui Meja
41,Dewasa,Perempuan,7574741509559980,"Gang Jakarta, RT 25/RW 9, Sumatera Selatan, Kode Pos: 56676",Sumatera Selatan,Sumatera,Menikah,2,SMA,Buruh,2276354,500798,Tidak,D,Pemukiman Padat Penduduk,Telepon,2023-10-08 02:53:24.276262,Baik,Pembayaran Sebelum Jatuh Tempo,ATM,12,0.1,1579161.2964900846,18939675,Kabur,Pinjaman Pribadi,Malam-Pagi,20:00-08:00,Tegas,1,2,1,0,1,0,0,1,2,1,2,3,Kurang Lancar,9,4727223.331589239,Wakil,Turun Langsung ke Lapangan
30,Dewasa,Laki-laki,9567962201964970,"Gang Ciwastra, RT 24/RW 4, Kalimantan Timur, Kode Pos: 13057",Kalimantan Timur,Kalimantan,Belum Menikah,0,D3,Pegawai Negeri,8618206,5688016,Ya,E,Perumahan,Chat WA,2023-10-08 02:53:24.276694,Buruk,Pembayaran Terlambat,ATM,12,0.1,3084220.970205755,36990612,Kabur,Kredit Kendaraan,Pagi-Sore,08:00-16:00,Ramah,1,2,1,2,1,2,1,2,3,4,3,2,DPK,10,6148402.297942452,Surat,Melalui Meja
52,Tua,Perempuan,455003121173810,"Jalan Ahmad Dahlan, RT 20/RW 14, Bengkulu, Kode Pos: 19362",Bengkulu,Sumatera,Belum Menikah,0,S1,Pegawai Swasta,8057289,5317811,Ya,E,Perumahan,Telepon,2023-10-08 02:53:24.277294,Cukup Baik,Pembayaran Tepat Waktu,ATM,24,0.15,2068544.9363064102,49567592,Gagal Bayar,Pinjaman Bisnis,Siang-Malam,12:00-20:00,Bijaksana,1,2,3,4,5,6,5,4,3,4,5,4,Kurang Lancar,20,8196693.273871794,Wakil,Turun Langsung ke Lapangan
35,Dewasa,Laki-laki,6312980505305342,"Jalan Setiabudhi, RT 3/RW 17, Sumatera Utara, Kode Pos: 07555",Sumatera Utara,Sumatera,Menikah,2,S2,Professional,9142904,2011439,Ya,E,Perumahan,SMS,2023-10-08 02:53:24.277765,Baik,Pembayaran Sebelum Jatuh Tempo,M-Banking,12,0.1,4036312.6527055227,48409526,Kabur,Pinjaman Bisnis,Malam-Pagi,20:00-08:00,Bijaksana,1,2,1,2,1,0,0,0,1,0,0,0,Lancar,12,0.0,Telepon,Melalui Meja
38,Dewasa,Perempuan,5285123110441110,"Gg. W.R. Supratman, RT 25/RW 14, Sulawesi Tengah, Kode Pos: 27569",Sulawesi Tengah,Sulawesi,Menikah,3,S2,Professional,4739141,781958,Tidak,C,Rusun,Email,2023-10-08 02:53:24.278189,Cukup Baik,Pembayaran Tepat Waktu,M-Banking,12,0.1,1639373.3153206194,19661828,Disiplin,Pinjaman Pribadi,Siang-Malam,12:00-20:00,Bijaksana,0,1,2,3,2,1,2,1,2,1,0,1,DPK,11,1628721.5314731859,Surat,Melalui Meja
