debtor_name;debtor_nik;debtor_address;debtor_zip;debtor_rt;debtor_rw;debtor_birth_place;debtor_age;debtor_number;debtor_occupation;debtor_marital_status;debtor_company;debtor_gender;debtor_education_level;employment_type;number_of_dependents;net_income;payment_date;loan_amount;tenor;amount_of_late;late_payment_amount;credit_score;arrears_amounts;aset;bil1_late1;bill_late2;bill_late3;bill_late4;bill_late5;bill_late6;bill_late7;bill_late8;bill_late9;bill_late10;bill_late11;bill_late12;arrears1;arrears2;arrears3;arrears4;arrears5;arrears6;arrears7;arrears8;arrears9;arrears10;arrears11;arrears12;aging;credit_risk;loss_reverse
Ibrahim Firmansyah;7,98482E+15;"Jalan Jayawijaya No. 16
Prabumulih, Maluku Utara 75263";75263;17;7;Jawa Timur, 08-06-1994;29;+62-29-670-2515;Buruh;Belum menikah;Perum Padmasari Saputra;laki-laki;D1;Retired;3;10500000;2023-02-17;56166667;1;104;7;376;3;8000000;16;28;26;0;0;11;0;4;0;0;5;14;1;2;3;0;0;0;0;0;0;0;0;0;Kurang lancar;Tertagih dengan resiko tinggi;42125000
Sabrina Zulaika;6,35033E+15;"Gang R.E Martadinata No. 8
Pariaman, Papua 91291";91291;6;17;Gorontalo, 19-09-1966;57;+62 (02) 785-1261;Pengusaha;Cerai hidup;CV Purnawati;perempuan;S2;Retired;4;18000000;2023-03-06;49166667;14;133;8;104;4;8000000;8;0;13;1;10;0;0;29;22;22;28;0;0;0;0;0;0;0;0;1;2;3;4;0;Diragukan;Tertagih dengan resiko tinggi;49166667
Salimah Lestari;5,74268E+15;"Gg. Jend. Sudirman No. 8
Sawahlunto, Sumatera Utara 87368";87368;13;7;Sulawesi Tengah, 22-08-1990;33;+62 (27) 356-1092;Pengusaha;Cerai mati;UD Puspita;laki-laki;S1;Self-employed;2;28000000;2023-03-08;135333333;31;9;2;649;0;17500000;0;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;DPK;Tidak tertagih dengan resiko rendah;0
Salsabila Nababan;5,48985E+15;"Jalan Bangka Raya No. 5
Palopo, Jawa Timur 64970";64970;7;13;Aceh, 22-07-1996;27;+62 (0725) 134-7237;Pengusaha;Cerai hidup;PD Nasyiah Novitasari Tbk;perempuan;S1;Retired;2;13000000;2023-02-05;64500000;9;55;5;424;2;5000000;0;0;0;6;5;0;22;19;0;0;3;0;0;0;0;0;0;0;1;2;0;0;0;0;DPK;Tertagih dengan resiko tinggi;32250000
Yuni Sihombing;3,32743E+15;"Jalan Ciumbuleuit No. 31
Tegal, Kalimantan Utara 73252";73252;12;18;Sumatera Barat, 21-10-1976;47;+62 (44) 160-2078;Profesional;Belum menikah;PD Saputra;laki-laki;D1;Retired;5;10500000;2023-06-24;56333333;16;20;1;314;1;8000000;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;14083333
Eka Marbun;4,48514E+15;"Jl. Pacuan Kuda No. 05
Pariaman, BT 41144";41144;10;3;Kepulauan Riau, 16-11-1969;54;+62-328-087-1267;Pegawai Swasta;Cerai mati;PD Latupono Hutapea (Persero) Tbk;perempuan;SMA;Contract;1;9700000;2023-06-01;56833333;10;17;1;433;1;7000000;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;14208333
Jagaraga Hardiansyah;7,0779E+15;"Jalan Kapten Muslihat No. 447
Kotamobagu, SU 82534";82534;17;17;Bengkulu, 14-07-1981;42;+62 (0569) 202 5656;Buruh;Cerai hidup;CV Pangestu Hidayanto;perempuan;S2;Full-time;3;19000000;2023-03-24;54166667;25;33;2;695;1;11500000;0;0;0;0;0;29;0;0;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;13541667
Danuja Tampubolon;8,39354E+15;"Gg. Rajawali Barat No. 0
Yogyakarta, SU 09295";9295;14;10;Sulawesi Selatan, 17-09-1983;40;+62-0499-091-4588;Profesional;Belum menikah;PT Dongoran Mansur (Persero) Tbk;laki-laki;D1;Retired;5;15500000;2023-02-20;68833333;9;126;6;151;4;13500000;0;18;0;0;0;19;0;0;20;16;27;26;0;1;0;0;0;1;0;0;1;2;3;4;Diragukan;Tertagih dengan resiko tinggi;68833333
Zulaikha Wahyudin;2,29742E+15;"Jalan R.E Martadinata No. 2
Kota Administrasi Jakarta Pusat, JA 55404";55404;11;1;Jawa Tengah, 22-04-1965;58;+62-050-894-2334;Pegawai Swasta;Cerai mati;PT Kusmawati Rahmawati Tbk;laki-laki;SMA;Contract;1;10700000;2023-08-10;58166667;16;7;1;345;0;6000000;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;0
Kenes Lestari;3,48664E+15;"Jalan Jend. Sudirman No. 71
Tangerang Selatan, JB 83545";83545;14;18;Maluku, 03-09-1979;44;+62-533-838-9370;Pegawai Swasta;Cerai mati;PT Marpaung Tbk;laki-laki;S2;Retired;4;22000000;2023-07-05;68500000;5;144;8;210;1;6000000;0;30;0;15;11;14;0;23;4;30;0;17;0;1;0;1;0;0;0;1;0;1;0;1;Diragukan;Tertagih dengan resiko tinggi;17125000
Tgk. Lasmanto Maulana;9,79644E+15;"Gang Kapten Muslihat No. 531
Makassar, PB 45959";45959;1;3;Sumatera Barat, 13-03-1960;63;+62 (0088) 620-7201;Pegawai Negeri;Belum menikah;PT Mandasari Tbk;perempuan;D3;Retired;4;15500000;2023-08-24;61500000;11;203;10;298;6;4500000;0;12;15;15;25;0;25;21;23;24;18;25;0;0;1;2;3;0;1;2;3;4;5;6;Macet;Tertagih dengan resiko tinggi;92250000
Lintang Mandasari;2,7993E+15;"Gang Jend. Sudirman No. 30
Tual, Sulawesi Tengah 59893";59893;3;2;Kalimantan Timur, 28-11-1998;25;+62-0373-968-5726;Pengusaha;Cerai mati;Perum Aryani Puspita Tbk;laki-laki;S1;Full-time;4;20000000;2023-06-09;65666667;13;128;8;229;2;9500000;0;12;23;10;3;24;4;25;27;0;0;0;0;0;1;0;0;1;0;1;2;0;0;0;Diragukan;Tertagih dengan resiko tinggi;32833333
Rini Siregar;8,14759E+15;"Jl. Indragiri No. 494
Batu, Riau 18086";18086;3;3;Jawa Barat, 20-03-1999;24;+62 (042) 814-8476;Pegawai Negeri;Cerai mati;UD Permata Tbk;perempuan;S2;Full-time;2;28000000;2023-01-12;135000000;29;34;2;486;1;10500000;0;0;0;0;17;0;0;0;17;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;DPK;Tidak tertagih dengan resiko rendah;33750000
Yoga Kusmawati;2,99781E+15;"Jl. Jakarta No. 79
Tomohon, SU 08729";8729;9;18;Papua, 23-04-1997;26;+62-619-954-7007;Pengusaha;Cerai hidup;Perum Haryanti Tbk;perempuan;SMA;Contract;6;13700000;2023-03-20;60000000;15;107;4;444;1;7000000;30;0;27;0;0;28;0;0;0;0;0;22;1;0;1;0;0;1;0;0;0;0;0;1;Kurang lancar;Tertagih dengan resiko rendah;15000000
Najib Lestari;5,06456E+15;"Jl. Rajawali Timur No. 352
Samarinda, Sulawesi Selatan 60072";60072;5;20;Jawa Timur, 11-05-2000;23;+62 (88) 419 3270;Pengusaha;Cerai hidup;PT Budiyanto Prastuti;laki-laki;D3;Retired;4;10500000;2023-03-25;59166667;16;97;4;372;1;5000000;0;0;21;0;0;24;0;0;0;24;0;28;0;0;1;0;0;1;0;0;0;1;0;1;Kurang lancar;Tertagih dengan resiko rendah;14791667
Dt. Jamil Tarihoran;9,97293E+15;"Gang Indragiri No. 2
Tangerang Selatan, SU 96758";96758;4;13;Bengkulu, 24-07-1988;35;+62 (0622) 531 4107;Pegawai Swasta;Menikah;PT Maulana Tbk;laki-laki;SMP;Part-time;2;200000;2023-02-20;23333333;2;160;9;64;5;9000000;0;0;17;0;16;10;7;23;24;23;23;17;0;0;1;0;1;0;0;1;2;3;4;5;Diragukan;Tidak tertagih dengan resiko tinggi;29166667
Daruna Winarno, M.TI.;9,55273E+15;"Jalan Ahmad Dahlan No. 4
Depok, Kalimantan Utara 02074";2074;17;13;Maluku, 18-09-1972;51;+62 (035) 466 8668;Pegawai Negeri;Belum menikah;CV Budiman Rahayu (Persero) Tbk;laki-laki;D2;Full-time;4;22500000;2023-09-11;67333333;8;93;7;188;1;6500000;0;7;20;10;24;11;0;0;0;0;5;16;0;0;1;0;1;0;0;0;0;0;0;1;Kurang lancar;Tertagih dengan resiko rendah;16833333
Puti Iriana Pradana;2,83806E+15;"Jalan Ciumbuleuit No. 42
Balikpapan, JB 86569";86569;16;20;Bali, 27-01-1981;42;+62-87-527-2972;Buruh;Cerai hidup;Perum Namaga;perempuan;S1;Full-time;4;24000000;2023-03-31;73833333;10;83;6;242;1;5000000;0;0;26;0;17;6;7;15;0;0;12;0;0;0;1;0;1;0;0;1;0;0;0;0;DPK;Tertagih dengan resiko rendah;18458333
Drs. Kezia Pratiwi;7,08811E+15;"Jalan Ahmad Dahlan No. 9
Kota Administrasi Jakarta Selatan, BE 57039";57039;6;15;Jawa Barat, 10-02-1995;28;+62-025-387-4965;Buruh;Menikah;CV Nasyidah;laki-laki;S1;Retired;2;18000000;2023-02-17;65166667;16;3;1;691;0;13000000;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;0
Cici Mahendra;9,85644E+15;"Jalan Ciwastra No. 5
Gorontalo, Maluku 31485";31485;17;19;Bengkulu, 01-01-1964;59;+62 (35) 708 0335;Pengusaha;Cerai hidup;UD Purwanti;perempuan;D1;Full-time;4;17500000;2023-09-09;55666667;14;103;6;299;2;4500000;0;29;23;0;0;9;0;17;10;0;0;15;0;1;2;0;0;0;0;1;0;0;0;1;Kurang lancar;Tertagih dengan resiko tinggi;27833333
Ulva Dabukke;9,21008E+15;"Gg. Jayawijaya No. 166
Manado, Bali 44850";44850;14;15;Jambi, 05-07-1972;51;+62 (863) 557 0887;Profesional;Cerai hidup;PT Nasyidah Hidayat;laki-laki;SMP;Internship;5;200000;2023-06-14;22500000;1;93;5;37;2;17500000;0;0;21;0;24;15;0;21;0;0;0;12;0;0;1;0;1;2;0;1;0;0;0;0;Kurang lancar;Tidak tertagih dengan resiko tinggi;11250000
Satya Mulyani;6,41372E+15;"Jalan H.J Maemunah No. 732
Pekalongan, Sulawesi Selatan 57012";57012;4;11;Sulawesi Selatan, 30-04-1974;49;+62 (045) 440-8324;Buruh;Cerai hidup;CV Aryani (Persero) Tbk;perempuan;D1;Full-time;3;16500000;2023-07-02;64000000;17;38;2;657;1;13500000;0;9;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;16000000
Darijan Santoso, M.TI.;3,3086E+15;"Jalan Dr. Djunjunan No. 8
Bitung, KS 73824";73824;18;3;Jawa Barat, 28-02-1984;39;+62-496-505-1113;Pegawai Swasta;Cerai mati;CV Uwais Namaga (Persero) Tbk;laki-laki;S1;Full-time;2;21000000;2023-06-28;64666667;19;22;3;440;0;9500000;0;10;5;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;0
Umi Mustofa;3,5695E+15;"Gg. Setiabudhi No. 293
Solok, ST 42149";42149;20;16;Maluku, 25-02-1993;30;+62 (60) 723-5688;Pegawai Negeri;Cerai hidup;PD Wastuti;perempuan;D1;Full-time;4;25500000;2023-02-24;140166667;3;134;9;158;2;4000000;16;0;24;24;14;11;2;17;0;0;4;22;1;0;1;2;0;0;0;1;0;0;0;1;Diragukan;Tidak tertagih dengan resiko rendah;70083333
Sutan Bagus Kusumo;5,30158E+15;"Jalan Yos Sudarso No. 493
Palangkaraya, Bengkulu 26938";26938;5;13;Kalimantan Utara, 17-12-1979;44;+62 (339) 661-6698;Pengusaha;Cerai hidup;CV Rajata Laksita Tbk;perempuan;D3;Retired;4;15500000;2023-01-24;58833333;11;163;8;253;3;8000000;0;17;0;29;28;21;12;0;0;21;26;9;0;1;0;1;2;3;0;0;0;1;2;0;Diragukan;Tertagih dengan resiko tinggi;44125000
Ayu Waskita;8,18895E+15;"Jalan M.T Haryono No. 6
Parepare, BB 63719";63719;4;1;Kalimantan Timur, 17-08-1962;61;+62 (013) 303-4515;Pegawai Swasta;Belum menikah;PT Manullang Adriansyah (Persero) Tbk;perempuan;S1;Full-time;3;24000000;2023-06-27;60333333;21;117;6;545;2;11000000;17;29;0;21;22;0;0;19;0;0;0;9;1;2;0;1;2;0;0;1;0;0;0;0;Kurang lancar;Tertagih dengan resiko tinggi;30166667
R. Adikara Hastuti;5,01457E+15;"Jalan Jend. A. Yani No. 70
Salatiga, ST 74381";74381;5;20;Jawa Timur, 30-11-1967;56;+62 (142) 018-1125;Pegawai Swasta;Belum menikah;Perum Sinaga Winarno Tbk;laki-laki;D3;Full-time;3;22500000;2023-09-18;45833333;19;0;0;481;0;7000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Lancar;Tertagih dengan resiko rendah;0
Fitriani Andriani;4,38507E+15;"Jl. Laswi No. 96
Ambon, NB 67771";67771;20;1;DKI Jakarta, 06-12-1985;38;+62 (091) 051-2017;Buruh;Cerai mati;PT Pranowo Saragih Tbk;laki-laki;SMA;Contract;6;14700000;2023-09-11;60166667;13;21;1;268;1;13000000;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;1;0;DPK;Tertagih dengan resiko rendah;15041667
Eka Puspita;7,47642E+15;"Gg. Pasir Koja No. 44
Tegal, Kepulauan Riau 40202";40202;18;2;Nusa Tenggara Barat, 19-10-1993;30;+62-852-034-4605;Buruh;Cerai mati;Perum Wijaya;laki-laki;D3;Retired;5;10500000;2023-08-20;59666667;4;14;1;244;0;9000000;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;0
Citra Mulyani;3,02541E+15;"Jalan Merdeka No. 58
Serang, SU 70995";70995;2;13;Banten, 17-10-1968;55;+62 (075) 445-9915;Pengusaha;Cerai hidup;CV Sitompul Tbk;perempuan;D3;Retired;4;10500000;2023-02-25;58333333;6;12;1;357;0;5500000;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;0
dr. Candra Zulkarnain;9,29997E+15;"Jalan Gegerkalong Hilir No. 7
Bekasi, JT 16297";16297;7;4;Papua Barat, 11-01-1995;28;+62 (987) 588-3711;Pegawai Swasta;Belum menikah;UD Mandala Dongoran Tbk;laki-laki;S3;Retired;4;18000000;2023-05-21;64000000;12;83;6;245;2;8500000;10;18;4;0;17;27;0;0;0;7;0;0;0;1;0;0;1;2;0;0;0;0;0;0;DPK;Tertagih dengan resiko tinggi;32000000
Nadine Hakim, M.M.;3,7246E+15;"Gg. Yos Sudarso No. 82
Tangerang Selatan, Papua Barat 25779";25779;4;4;DI Yogyakarta, 21-05-1968;55;+62 (0440) 669-0924;Pegawai Negeri;Cerai hidup;CV Rajasa (Persero) Tbk;laki-laki;D1;Self-employed;5;25500000;2023-05-30;138500000;16;157;10;221;2;7000000;19;14;27;15;0;10;5;25;23;2;0;17;1;0;1;2;0;0;0;1;2;0;0;1;Diragukan;Tidak tertagih dengan resiko rendah;69250000
Nyana Farida;9,73721E+15;"Gg. Gardujati No. 686
Payakumbuh, Kalimantan Timur 53420";53420;14;15;Kepulauan Bangka Belitung, 31-01-1998;25;+62-222-235-1542;Buruh;Cerai hidup;Perum Zulaika Gunawan;perempuan;D1;Retired;5;19500000;2023-05-22;64000000;14;94;5;215;2;8500000;0;0;0;11;0;30;21;0;0;0;20;12;0;0;0;0;0;1;2;0;0;0;1;0;Kurang lancar;Tertagih dengan resiko tinggi;32000000
Hj. Hani Prasasta, S.Farm;4,54257E+15;"Gang BKR No. 32
Cirebon, Kalimantan Barat 65017";65017;17;5;Kalimantan Selatan, 15-01-1982;41;+62-72-873-6908;Pegawai Swasta;Belum menikah;CV Mahendra (Persero) Tbk;laki-laki;D3;Retired;4;10500000;2023-02-18;60000000;8;4;1;253;0;6000000;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;0
Siska Agustina;2,33333E+15;"Jl. Dr. Djunjunan No. 6
Kupang, SU 62373";62373;7;16;Kalimantan Timur, 22-02-1972;51;+62 (29) 143 0367;Profesional;Cerai hidup;UD Puspasari Hardiansyah Tbk;perempuan;S1;Full-time;3;19000000;2023-06-04;66333333;23;86;5;552;2;9500000;16;0;0;0;18;20;0;0;0;7;25;0;1;0;0;0;1;2;0;0;0;0;1;0;DPK;Tertagih dengan resiko tinggi;33166667
Cinthia Ramadan;3,53319E+15;"Gg. Cikutra Barat No. 20
Sabang, Papua 28172";28172;7;16;Kalimantan Utara, 23-08-1975;48;+62 (0871) 706 8772;Profesional;Cerai mati;UD Mayasari Tbk;laki-laki;D3;Retired;5;10500000;2023-03-01;64166667;11;5;1;396;0;10000000;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;0
Ilsa Simbolon;7,44901E+15;"Jl. H.J Maemunah No. 7
Jambi, KB 72904";72904;16;5;Kalimantan Tengah, 23-11-1993;30;+62 (645) 771-9197;Profesional;Cerai hidup;CV Simbolon Hutasoit;laki-laki;D1;Contract;4;10500000;2023-02-26;58833333;14;47;2;404;1;9000000;0;0;0;0;0;0;27;0;20;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;DPK;Tertagih dengan resiko rendah;14708333
Amelia Winarno;8,04157E+15;"Jalan Erlangga No. 23
Banjarbaru, Jawa Timur 52559";52559;4;14;Sumatera Barat, 27-12-1986;37;+62 (030) 716 7849;Pegawai Swasta;Menikah;PD Maulana Prakasa Tbk;laki-laki;SMA;Contract;1;12700000;2023-06-10;59666667;14;130;7;457;4;5500000;0;23;0;5;0;0;0;22;29;22;21;8;0;1;0;0;0;0;0;1;2;3;4;0;Diragukan;Tertagih dengan resiko tinggi;59666667
Farah Melani;2,56872E+15;"Gg. Kiaracondong No. 54
Mojokerto, Bali 83490";83490;13;15;Sulawesi Tenggara, 17-08-1994;29;+62 (286) 435-9141;Pegawai Negeri;Cerai hidup;UD Winarno Tbk;laki-laki;S1;Retired;4;13000000;2023-03-14;59833333;19;33;2;361;1;9000000;0;0;0;0;11;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;1;0;0;DPK;Tertagih dengan resiko rendah;14958333
R. Ida Narpati, M.Kom.;5,52269E+15;"Jalan Siliwangi No. 029
Subulussalam, Nusa Tenggara Timur 07060";7060;17;17;Banten, 10-12-1967;56;+62 (962) 425 0696;Pengusaha;Cerai mati;CV Halim Gunarto;perempuan;D3;Full-time;4;22500000;2023-02-03;67000000;14;71;6;273;1;6000000;0;20;0;11;0;3;28;0;8;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;16750000
Harimurti Napitupulu;6,63465E+15;"Jalan Jayawijaya No. 34
Bogor, SR 65697";65697;19;17;Gorontalo, 20-08-1999;24;+62 (024) 935 9361;Profesional;Cerai mati;CV Adriansyah Anggriawan (Persero) Tbk;perempuan;SMA;Contract;5;9700000;2023-03-06;60666667;11;0;0;318;0;4000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Lancar;Tertagih dengan resiko rendah;0
R.A. Salsabila Widiastuti, S.Pd;5,18126E+15;"Gang Soekarno Hatta No. 74
Ternate, Papua 44438";44438;11;2;DI Yogyakarta, 23-11-1974;49;+62 (0476) 028-7586;Pegawai Swasta;Belum menikah;PD Anggraini Widiastuti Tbk;perempuan;S2;Retired;4;18000000;2023-08-19;58333333;1;137;6;163;2;5500000;18;0;26;0;0;0;0;23;30;0;15;25;1;0;1;0;0;0;0;1;2;0;1;2;Diragukan;Tertagih dengan resiko tinggi;29166667
Tgk. Bala Mulyani, S.Sos;9,77271E+15;"Gang Raya Ujungberung No. 26
Padang, KB 13340";13340;10;19;Kepulauan Riau, 06-12-1967;56;+62 (082) 357-9427;Pegawai Negeri;Menikah;UD Andriani;perempuan;SMA;Contract;1;14700000;2023-02-24;53666667;11;45;3;348;1;7500000;0;8;0;21;0;16;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;13416667
Fitria Budiyanto;3,64082E+15;"Jalan Lembong No. 61
Cilegon, Kalimantan Tengah 76565";76565;17;8;Maluku Utara, 17-01-1976;47;+62-0668-191-9105;Buruh;Menikah;PT Winarno;perempuan;SMA;Not-employed;1;4700000;2023-04-02;21666667;1;130;9;65;2;9000000;14;0;10;16;15;10;0;10;22;0;28;5;0;0;0;1;2;0;0;0;1;0;1;0;Diragukan;Tidak tertagih dengan resiko tinggi;10833333
Kayla Simanjuntak;4,11819E+15;"Jl. M.H Thamrin No. 7
Kota Administrasi Jakarta Timur, JT 56312";56312;19;11;DKI Jakarta, 29-03-1968;55;+62-471-856-4892;Pengusaha;Cerai hidup;Perum Firmansyah Nababan (Persero) Tbk;laki-laki;S3;Retired;3;23000000;2023-07-04;78333333;22;83;4;614;2;5500000;0;0;0;0;0;15;0;0;17;21;0;30;0;0;0;0;0;1;0;0;1;2;0;1;DPK;Tertagih dengan resiko tinggi;39166667
Dr. Aurora Sinaga, S.Pt;2,39757E+15;"Gang Dipenogoro No. 573
Sabang, SN 59159";59159;14;3;Sulawesi Barat, 14-07-1965;58;+62-099-207-9009;Pegawai Swasta;Cerai mati;PD Sitompul;laki-laki;D1;Full-time;3;17500000;2023-02-21;47500000;19;17;1;515;1;8500000;17;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;11875000
Rini Wibisono, S.Sos;4,8023E+15;"Jl. Ronggowarsito No. 61
Magelang, Gorontalo 35118";35118;20;4;DI Yogyakarta, 22-01-1968;55;+62-067-232-0838;Buruh;Cerai hidup;Perum Megantara;perempuan;S1;Retired;4;13000000;2023-07-25;58500000;4;46;2;471;1;8500000;0;0;0;0;0;0;27;0;19;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;DPK;Tertagih dengan resiko rendah;14625000
Diah Haryanto, M.TI.;4,2556E+15;"Jalan Ahmad Yani No. 020
Madiun, KI 25389";25389;5;6;Riau, 13-11-1992;31;+62 (538) 325 4256;Profesional;Cerai hidup;PD Wibowo Latupono Tbk;laki-laki;S1;Retired;4;13000000;2023-02-14;54500000;2;109;6;485;2;6000000;0;24;28;0;0;4;15;8;30;0;0;0;0;1;2;0;0;0;1;0;1;0;0;0;Kurang lancar;Tertagih dengan resiko tinggi;27250000
dr. Usyi Dabukke, S.E.I;6,18489E+15;"Gang Kebonjati No. 897
Bima, Kalimantan Timur 60747";60747;2;14;Nusa Tenggara Timur, 07-08-1999;24;+62 (090) 932-6099;Pengusaha;Belum menikah;PT Agustina (Persero) Tbk;laki-laki;S2;Retired;3;18000000;2023-08-29;53000000;16;59;3;670;1;8000000;0;0;0;0;0;0;5;0;0;28;0;26;0;0;0;0;0;0;0;0;0;1;0;1;DPK;Tertagih dengan resiko rendah;13250000
Gantar Siregar, S.Kom;6,21946E+15;"Jalan Tubagus Ismail No. 67
Banjarmasin, Jawa Tengah 94841";94841;14;12;Sulawesi Tengah, 02-07-1987;36;+62-0745-368-3582;Buruh;Belum menikah;Perum Wijayanti Halim;laki-laki;S1;Retired;4;18000000;2023-01-09;74333333;5;88;7;196;1;12500000;0;7;30;11;4;0;17;0;0;11;0;8;0;0;1;0;0;0;1;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;18583333
Garan Thamrin;6,10461E+15;"Gg. Kiaracondong No. 602
Tangerang, JB 89325";89325;19;7;Kalimantan Selatan, 07-06-1973;50;+62 (182) 535 4048;Pegawai Swasta;Belum menikah;UD Kusumo Nasyidah Tbk;laki-laki;SMA;Contract;5;6700000;2023-01-04;57666667;15;38;4;275;1;10000000;0;0;0;21;0;0;0;0;13;0;1;3;0;0;0;1;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;14416667
dr. Cinthia Maheswara;8,75034E+15;"Gang KH Amin Jasuta No. 8
Palopo, SU 14887";14887;7;12;Sumatera Selatan, 29-11-1974;49;+62 (13) 701-3548;Pegawai Swasta;Cerai hidup;UD Saptono Andriani;laki-laki;D3;Full-time;3;17500000;2023-09-20;61000000;3;84;5;194;2;9000000;26;0;26;17;0;0;1;0;0;0;0;14;1;0;1;2;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko tinggi;30500000
Winda Suwarno;2,69337E+15;"Gg. Moch. Ramdan No. 414
Samarinda, Sulawesi Tenggara 95284";95284;17;7;Sumatera Barat, 22-07-1993;30;+62 (57) 700 7200;Buruh;Cerai mati;PD Saptono Suryatmi;laki-laki;D1;Retired;3;10500000;2023-01-31;60500000;1;29;2;261;1;3500000;0;0;0;0;0;0;0;15;0;14;0;0;0;0;0;0;0;0;0;1;0;0;0;0;DPK;Tertagih dengan resiko rendah;15125000
Respati Lailasari;9,38979E+15;"Gg. BKR No. 46
Pasuruan, MU 60924";60924;10;1;Lampung, 31-03-1968;55;+62 (0006) 603-4193;Pegawai Negeri;Menikah;CV Lestari Rahayu;laki-laki;S1;Full-time;3;24000000;2023-06-12;50166667;17;4;1;633;0;8000000;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;0
Ayu Halimah;1,72867E+15;"Jl. Pacuan Kuda No. 267
Sawahlunto, Kepulauan Bangka Belitung 82178";82178;2;18;Maluku, 14-10-1992;31;+62 (081) 665 1779;Buruh;Cerai hidup;Perum Mulyani Andriani Tbk;perempuan;D1;Contract;0;7500000;2023-08-25;56333333;5;108;7;316;1;12500000;24;0;12;0;0;0;7;5;26;0;23;11;1;0;0;0;0;0;0;0;1;0;1;0;Kurang lancar;Tertagih dengan resiko rendah;14083333
Puti Yulia Firmansyah, S.IP;8,03693E+15;"Gg. Laswi No. 27
Sukabumi, Kalimantan Timur 56454";56454;13;13;Kalimantan Selatan, 06-06-1972;51;+62 (396) 304 1620;Pegawai Negeri;Cerai hidup;UD Novitasari;laki-laki;D3;Retired;3;15500000;2023-08-05;57333333;15;46;3;665;1;8000000;0;0;0;0;0;0;12;30;0;0;0;4;0;0;0;0;0;0;0;1;0;0;0;0;DPK;Tertagih dengan resiko rendah;14333333
R. Hilda Rajasa;2,95338E+15;"Gang Erlangga No. 3
Tomohon, Sumatera Barat 89890";89890;10;14;Maluku Utara, 04-11-1976;47;+62 (027) 034 1442;Pegawai Swasta;Cerai hidup;Perum Permadi Lailasari;laki-laki;D3;Full-time;4;17500000;2023-02-07;68000000;6;133;7;259;2;10000000;29;0;0;10;0;20;23;0;18;5;28;0;1;0;0;0;0;1;2;0;1;0;1;0;Diragukan;Tertagih dengan resiko tinggi;34000000
Drs. Teguh Nugroho, S.H.;5,54361E+15;"Jl. S. Parman No. 496
Batam, KS 58048";58048;20;6;Nusa Tenggara Barat, 21-01-1960;63;+62 (16) 322-8345;Pengusaha;Cerai mati;CV Prayoga Thamrin;perempuan;D1;Full-time;3;21500000;2023-03-25;74500000;22;18;2;641;1;14500000;17;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;DPK;Tertagih dengan resiko rendah;18625000
