debtor_nik,debtor_name,debtor_gender,debtor_birth_place,debtor_age,debtor_education_level,debtor_address,debtor_latitude,debtor_longitude,debtor_zip,debtor_rt,debtor_rw,employment_status,debtor_working_day,debtor_working_time,tenor,best_time_to_bill
8.75034E+15,dr. Cinthia Maheswara,laki-laki,"Sumatera Selatan, 29-11-1974",49,S1,"Gununglarang, Majalengka, Jawa Barat, Indonesia",-6.936416475,108.2306577,14887,7,12,Full-time,Senin-Jumat,Siang-Malam,338,Pagi
2.69337E+15,Winda Suwarno,laki-laki,"Sumatera Barat, 22-07-1993",30,D3,"Banguntapan, Kwadungan Jurang, Temanggung, Jawa Tengah, Jawa, 56264, Indonesia",-7.314172681,110.0597238,95284,17,7,Full-time,Senin-Minggu,Pagi-Sore,125,Malam
9.38979E+15,Respati Lailasari,laki-laki,"Lampung, 31-03-1968",55,S1,"Ciparay, Lebak, Banten, Indonesia",-6.713653325,106.37405,60924,10,1,Employed,Senin-Jumat,Pagi-Siang,93,Sore
1.72867E+15,Ayu Halimah,perempuan,"Maluku, 14-10-1992",31,SMP,"Jawa Tengah, Jawa, Indonesia",-6.456372396,110.4620887,82178,2,18,Self-Employed,Senin-Jumat,Pagi-Sore,113,Malam
8.03693E+15,"Puti Yulia Firmansyah, S.IP",laki-laki,"Kalimantan Selatan, 06-06-1972",51,SMP,"Jono, Bojonegoro, Jawa Timur, 62171, Indonesia",-7.299379152,111.8947248,56454,13,13,Full-time,Senin-Minggu,Siang-Sore,198,Pagi
2.95338E+15,R. Hilda Rajasa,laki-laki,"Maluku Utara, 04-11-1976",47,D4,"Cilograng, Lebak, Banten, Indonesia",-6.99394164,106.3695399,89890,10,14,Full-time,Senin-Jumat,Pagi-Sore,152,Malam
5.54361E+15,"Drs. Teguh Nugroho, S.H.",perempuan,"Nusa Tenggara Barat, 21-01-1960",63,S2,"Banten, Jawa, Indonesia",-6.935981006,105.9394881,58048,20,6,Employed,Senin-Jumat,Sore-Malam,11,Pagi
6.98669E+15,"Hj. Kayla Yulianti, S.Pd",perempuan,"Kepulauan Bangka Belitung, 20-03-1999",24,SMA,"Neglasari, Banjar, Jawa Barat, 46311, Indonesia",-7.393455401,108.5037629,78127,17,8,Employed,Senin-Jumat,Pagi-Sore,149,Malam
9.91631E+15,Cager Tamba,perempuan,"Sulawesi Selatan, 18-12-1964",59,SMP,"Jawa Barat, Jawa, Indonesia",-7.199753261,106.3433122,53113,5,4,Self-Employed,Senin-Jumat,Siang-Malam,140,Pagi
3.04747E+15,Maria Natsir,perempuan,"Jawa Tengah, 04-06-1978",45,SMA,"Jawa Timur, Jawa, Indonesia",-6.41022463,112.2899067,10147,12,14,Employed,Senin-Jumat,Siang-Malam,5,Pagi
2.69163E+15,Purwanto Mangunsong,laki-laki,"Riau, 08-06-1990",33,SMA,"Krikilan, Klaten, Jawa Tengah, Jawa, Indonesia",-7.779144766,110.6387501,72086,5,9,Full-time,Senin-Jumat,Pagi-Siang,65,Malam
1.74334E+15,"Lamar Budiyanto, S.T.",laki-laki,"Jawa Tengah, 16-09-1991",32,SD,"Tanjungrejo, Ponorogo, Jawa Timur, Jawa, Indonesia",-7.910037605,111.3464039,26255,5,2,Part-time,Senin-Jumat,Sore-Malam,317,Siang
1.69797E+15,T. Satya Latupono,perempuan,"Sulawesi Utara, 12-04-1974",49,SMA,"Jawa Tengah, Jawa, Indonesia",-6.488095529,111.3160978,99793,9,12,Employed,Senin-Jumat,Malam-Pagi,59,Siang
6.63753E+15,Ami Maryati,laki-laki,"Banten, 10-04-1978",45,S1,"Ciomas, Bogor, Jawa Barat, Indonesia",-6.429719614,106.5152683,31034,6,15,Full-time,Senin-Jumat,Siang-Malam,11,Pagi
2.75452E+15,Aurora Lazuardi,laki-laki,"Kalimantan Selatan, 31-05-1992",31,D4,"Rancamulya, Jawa Barat, 41263, Indonesia",-6.418713343,107.6641941,31139,16,5,Self-Employed,Senin-Jumat,Pagi-Siang,14,Sore
2.4102E+15,Dewi Rahayu,laki-laki,"Sulawesi Tengah, 22-02-1986",37,S3,"Banaran, Sragen, Jawa Tengah, Jawa, 57254, Indonesia",-7.359049325,111.1237996,36653,11,19,Part-time,Senin-Jumat,Siang-Sore,180,Pagi
6.38181E+15,Zelaya Prasetyo,laki-laki,"Nusa Tenggara Timur, 20-06-1969",54,S1,"Pakuncen, Purbalingga, Jawa Tengah, Jawa, 53353, Indonesia",-7.295945045,109.3684552,12033,11,9,Full-time,Senin-Jumat,Siang-Sore,75,Pagi
5.8059E+15,"Dr. Silvia Hutasoit, S.Gz",perempuan,"DI Yogyakarta, 15-04-1982",41,S1,"Kabandungan, Sukabumi, Jawa Barat, Indonesia",-6.806070431,106.6296539,62741,7,5,Employed,Senin-Minggu,Siang-Sore,215,Malam
7.99738E+15,"Virman Habibi, S.I.Kom",perempuan,"Sumatera Utara, 27-01-1992",31,S1,"Sokoboyo, Wonogiri, Jawa Tengah, Jawa, 57694, Indonesia",-7.788628831,111.1889321,82591,7,10,Self-Employed,Senin-Jumat,Pagi-Malam,11,Sore
8.22875E+15,H. Ibrani Haryanto,perempuan,"Riau, 22-01-1989",34,SMA,"Gang Haji Iin, Wibawamulya, Kabupaten Bekasi, Jawa Barat, Indonesia",-6.425151851,107.1380869,17867,14,15,Employed,Senin-Jumat,Sore-Malam,309,Pagi
7.6017E+15,"Makuta Zulkarnain, S.Gz",laki-laki,"Kepulauan Riau, 05-07-1995",28,D3,"Jemasih, Brebes, Jawa Tengah, Jawa, Indonesia",-7.118913964,108.9005912,54615,7,20,Self-Employed,Senin-Jumat,Siang-Malam,300,Pagi
8.89624E+15,"Ira Nurdiyanti, S.Ked",perempuan,"Sulawesi Utara, 05-02-1960",63,SMP,"Jalan Senopati, Dukuhwaluh, Purwokerto, Banyumas, Jawa Tengah, Jawa, 53113, Indonesia",-7.417554042,109.2627906,62871,20,13,Employed,Senin-Jumat,Sore-Malam,303,Pagi
6.80899E+15,"R. Gangsa Sihotang, M.Farm",perempuan,"Kalimantan Selatan, 31-03-1989",34,SMA,"Bandengan, Panggung, Jepara, Jawa Tengah, Jawa, 59554, Indonesia",-6.671359305,110.624365,21858,16,1,Full-time,Senin-Jumat,Siang-Malam,104,Pagi
4.31576E+15,Lalita Dabukke,perempuan,"Sulawesi Utara, 10-08-1976",47,SMA,"Mekarjaya, Sukabumi, Jawa Barat, Indonesia",-7.29863417,106.8532867,33352,14,1,Employed,Senin-Jumat,Pagi-Sore,117,Malam
6.72601E+15,"Galiono Narpati, S.E.I",perempuan,"Papua Barat, 31-07-1974",49,SMP,"Pupus, Ponorogo, Jawa Timur, Indonesia",-7.781962469,111.6582058,87780,8,6,Full-time,Senin-Jumat,Siang-Sore,162,Pagi
9.41315E+15,Melinda Winarno,perempuan,"Lampung, 22-05-1960",63,S2,"Tanjungjaya, Ciamis, Jawa Barat, 45586, Indonesia",-7.170048271,108.4557588,66870,19,10,Employed,Senin-Minggu,Pagi-Sore,357,Malam
1.20416E+15,Dr. Agnes Wijaya,perempuan,"Nusa Tenggara Barat, 12-06-1995",28,SMA,"Taringgul Tengah, Jawa Barat, Indonesia",-6.579320609,107.5324888,64765,19,9,Self-Employed,Senin-Minggu,Siang-Sore,327,Pagi
1.54475E+15,Cindy Lestari,laki-laki,"Kepulauan Bangka Belitung, 16-05-1991",32,SMA,"Jawa Timur, Jawa, Indonesia",-6.570508464,112.2707579,50765,12,7,Self-Employed,Senin-Jumat,Siang-Malam,133,Pagi
9.7066E+15,Jayeng Pranowo,laki-laki,"Sumatera Utara, 04-02-2000",23,S1,"Jawa Tengah, Jawa, Indonesia",-6.657213341,109.4934575,34931,19,14,Self-Employed,Senin-Jumat,Pagi-Sore,168,Malam
1.19413E+15,"Victoria Siregar, S.Psi",perempuan,"Kalimantan Utara, 19-04-1969",54,SD,"Labuhan, Lamongan, Jawa Timur, Indonesia",-6.873343534,112.2016081,53413,2,3,Employed,Senin-Jumat,Pagi-Siang,207,Malam
3.12852E+15,Raihan Pudjiastuti,perempuan,"Sulawesi Barat, 12-02-1993",30,SMA,"Jalan Tol Pejagan-Pemalang, Kreman, Tegal, Jawa Tengah, Jawa, Indonesia",-6.941369652,109.3113684,14474,13,3,Self-Employed,Senin-Jumat,Pagi-Malam,110,Siang
5.68794E+15,Jarwa Yuniar,laki-laki,"Gorontalo, 16-06-1977",46,SMA,"Jawa Tengah, Jawa, Indonesia",-7.89386801,108.8633048,51262,20,10,Full-time,Senin-Minggu,Pagi-Malam,222,Sore
9.91373E+15,Kuncara Saputra,laki-laki,"Sulawesi Tengah, 27-08-1977",46,SMA,"Danasari, Pemalang, Jawa Tengah, Jawa, 52312, Indonesia",-6.83777519,109.3953944,32640,8,7,Employed,Senin-Jumat,Pagi-Siang,222,Malam
6.65439E+15,"Hj. Titin Halimah, M.Farm",perempuan,"Maluku Utara, 08-05-1992",31,SMA,"Banten, Jawa, Indonesia",-6.963360071,106.0755044,71653,6,18,Full-time,Senin-Jumat,Siang-Sore,238,Malam
9.78201E+15,"Bahuraksa Uwais, S.E.I",laki-laki,"Bali, 15-02-1972",51,SMA,Address not found,-7.992776149,109.0742899,52278,18,19,Self-Employed,Senin-Jumat,Pagi-Malam,23,Sore
6.76134E+15,Rahmi Anggraini,laki-laki,"Sulawesi Selatan, 07-12-1998",25,SD,"Jawa Barat, Jawa, Indonesia",-7.814020502,107.4569608,50475,6,2,Full-time,Senin-Jumat,Sore-Malam,48,Siang
5.49506E+15,drg. Vanesa Rahimah,perempuan,"Jawa Timur, 12-09-1973",50,S1,"Cimanggung, Sumedang, Jawa Barat, 45364, Indonesia",-6.961488891,107.8470779,90211,1,4,Self-Employed,Senin-Jumat,Sore-Malam,56,Pagi
2.28963E+15,"Hj. Ellis Winarno, S.Gz",perempuan,"Kepulauan Riau, 24-01-1986",37,SD,"Banten, Jawa, Indonesia",-7.063011736,106.2490436,98175,9,2,Self-Employed,Senin-Jumat,Pagi-Sore,323,Malam
3.43049E+15,"Baktiono Pudjiastuti, S.Pd",perempuan,"Jawa Timur, 17-02-1972",51,SMA,"Gatak, Pandanretno, Magelang, Jawa Tengah, Jawa, 56413, Indonesia",-7.570189261,110.3300543,31213,17,14,Full-time,Senin-Jumat,Pagi-Malam,171,Sore
5.83921E+15,Jais Manullang,laki-laki,"Sumatera Barat, 04-01-1998",25,S2,"Mundu, Papasan, Jepara, Jawa Tengah, Jawa, 59453, Indonesia",-6.539324222,110.8024614,71244,13,11,Full-time,Senin-Jumat,Pagi-Sore,198,Malam
4.35614E+15,Zulfa Mangunsong,perempuan,"DI Yogyakarta, 19-02-1982",41,SD,"Kebon Gede, Pemalang, Jawa Tengah, Jawa, Indonesia",-7.01575488,109.4005527,36128,17,14,Full-time,Senin-Jumat,Pagi-Sore,133,Malam
8.59755E+15,"Keisha Saefullah, S.Kom",laki-laki,"Lampung, 07-06-1961",62,S1,"Jawa Tengah, Jawa, Indonesia",-6.432891283,109.2627977,12200,17,6,Part-time,Senin-Jumat,Malam-Pagi,31,Siang
5.92868E+15,Ulya Saptono,perempuan,"Jawa Timur, 05-02-1987",36,D4,"Jawa Tengah, Jawa, Indonesia",-6.612564748,109.5385829,91511,19,8,Employed,Senin-Jumat,Sore-Malam,122,Pagi
6.67265E+15,"Tantri Dongoran, M.Kom.",perempuan,"DKI Jakarta, 21-07-1965",58,S1,"Sirnasari, Sumedang, Jawa Barat, Indonesia",-6.943747795,108.1159413,45280,18,7,Part-time,Senin-Jumat,Siang-Sore,238,Malam
2.4143E+15,Ani Novitasari,laki-laki,"Bali, 03-09-1962",61,SMA,"Ledok, Blora, Jawa Tengah, Jawa, Indonesia",-6.885474133,111.2418997,48144,4,19,Self-Employed,Senin-Jumat,Pagi-Sore,309,Malam
1.5626E+15,Parman Prasetyo,laki-laki,"Jambi, 27-12-1981",42,S2,Address not found,-7.89786239,105.9209727,23094,20,1,Part-time,Senin-Jumat,Sore-Malam,305,Pagi
9.20605E+15,Ana Rajata,laki-laki,"Bengkulu, 24-10-1968",55,S2,"Dusun Hambaro, Jawa Barat, Indonesia",-6.36481351,107.7277446,57435,10,1,Self-Employed,Senin-Jumat,Malam-Pagi,355,Sore
4.58464E+15,"Jono Pradana, S.Ked",perempuan,"Papua, 17-08-1972",51,SD,"Banjarsari, Jombang, Jawa Timur, Jawa, 61461, Indonesia",-7.557170287,112.1573894,3413,18,8,Self-Employed,Senin-Jumat,Malam-Pagi,63,Pagi
9.46077E+15,Olivia Wahyudin,laki-laki,"Banten, 24-05-1980",43,S1,"Padawaras, Tasikmalaya, Jawa Barat, Indonesia",-7.697752528,108.0504581,12322,17,3,Self-Employed,Senin-Jumat,Pagi-Malam,355,Siang
8.71004E+15,"KH. Damu Pranowo, S.Gz",laki-laki,"Sulawesi Tengah, 10-03-1966",57,SMA,"Situ Ilir, Pamijahan, Bogor, Jawa Barat, Jawa, 16630, Indonesia",-6.634363698,106.6612989,50509,7,16,Employed,Sabtu-Minggu,Pagi-Malam,193,Sore
3.49562E+15,"Kunthara Yuliarti, M.Pd",perempuan,"Sumatera Barat, 24-08-1975",48,S2,"Jawa Barat, Jawa, Indonesia",-7.616745736,106.9901917,24132,12,19,Employed,Senin-Minggu,Pagi-Malam,22,Sore
9.01734E+15,Dipa Marpaung,perempuan,"Maluku, 09-11-1981",42,SMA,"Grawan, Rembang, Jawa Tengah, Jawa, Indonesia",-6.800127851,111.2858645,73564,7,1,Self-Employed,Senin-Jumat,Pagi-Siang,298,Sore
8.75195E+15,Kezia Habibi,laki-laki,"Lampung, 25-03-1980",43,S2,Address not found,-7.845004539,107.296772,68842,7,6,Employed,Senin-Jumat,Malam-Pagi,61,Siang
3.0271E+15,Wadi Pertiwi,perempuan,"Gorontalo, 08-08-2000",23,SMA,"Jawa Barat, Jawa, Indonesia",-7.875803899,108.4813719,65091,8,1,Full-time,Senin-Jumat,Pagi-Sore,228,Malam
9.27299E+15,Silvia Permata,laki-laki,"Kepulauan Bangka Belitung, 01-08-1981",42,SMA,"Neglasari, Sukabumi, Jawa Barat, Indonesia",-6.904323951,106.7378194,92247,16,14,Part-time,Senin-Jumat,Sore-Malam,104,Siang
1.2535E+15,Daniswara Maryati,perempuan,"Lampung, 20-07-1976",47,SMA,"Boyolali, Jawa Tengah, Jawa, 57312, Indonesia",-7.521142047,110.6092124,57102,2,7,Full-time,Senin-Jumat,Siang-Sore,12,Pagi
3.30963E+15,"Jagapati Usamah, S.H.",perempuan,"Aceh, 07-09-1980",43,S1,"Sukosari, Lamongan, Jawa Timur, Indonesia",-7.273328879,112.350242,90184,5,4,Employed,Senin-Minggu,Pagi-Sore,214,Malam
2.94152E+15,Nadine Narpati,laki-laki,"Jawa Timur, 28-10-1982",41,SMA,"Mertajaya, Tasikmalaya, Jawa Barat, 46473, Indonesia",-7.54643589,108.1070287,87421,14,4,Self-Employed,Senin-Jumat,Pagi-Sore,307,Malam
8.39835E+15,Indra Hidayat,laki-laki,"Riau, 30-10-1966",57,SMA,"Magetan, Jawa Timur, 63313, Indonesia",-7.642541755,111.3188725,72433,11,17,Self-Employed,Senin-Jumat,Siang-Malam,310,Pagi
9.37664E+15,Laila Damanik,perempuan,"Jambi, 12-12-1964",59,SMA,"Kedungbunder, Kedungjati, Grobogan, Jawa Tengah, Jawa, Indonesia",-7.155519671,110.6216347,46321,14,20,Full-time,Senin-Jumat,Sore-Malam,55,Siang
6.36045E+15,Belinda Mayasari,laki-laki,"Sulawesi Utara, 08-06-1975",48,SMA,"Pener, Tegal, Jawa Tengah, Jawa, 52419, Indonesia",-7.018181227,109.1520726,42692,13,3,Full-time,Senin-Jumat,Pagi-Malam,161,Sore
4.19909E+15,"R.M. Tomi Widiastuti, M.Kom.",perempuan,"Lampung, 12-04-1976",47,S1,"Gandamekar, Garut, Jawa Barat, 44152, Indonesia",-7.057155579,107.8734492,79556,17,18,Employed,Senin-Jumat,Siang-Sore,348,Pagi
5.22789E+15,"Emong Tarihoran, S.Kom",laki-laki,"Nusa Tenggara Barat, 06-12-1994",29,S1,"Tegalbuleud, Sukabumi, Jawa Barat, Jawa, Indonesia",-7.420226932,106.7747672,41087,12,20,Employed,Senin-Minggu,Pagi-Sore,45,Malam
2.36462E+15,Sari Santoso,laki-laki,"Lampung, 06-11-1961",62,S1,"Kutosari, Pekalongan, Jawa Tengah, Jawa, 51181, Indonesia",-7.015735004,109.6463785,29094,19,17,Full-time,Senin-Jumat,Malam-Pagi,298,Siang
1.94004E+15,Laksana Anggriawan,perempuan,"Sumatera Selatan, 07-08-1983",40,SMA,"Sendangsari, Pajangan, Bantul, Daerah Istimewa Yogyakarta, Jawa, 55184, Indonesia",-7.855765934,110.2997563,13706,16,16,Full-time,Senin-Jumat,Pagi-Sore,281,Malam
7.8216E+15,Kusuma Sihombing,laki-laki,"Sulawesi Barat, 19-12-1995",28,SMA,"Glandang, Kedungsuren, Kendal, Jawa Tengah, Jawa, 51371, Indonesia",-7.003450361,110.2367658,55738,3,7,Employed,Senin-Jumat,Pagi-Sore,355,Malam
1.35043E+15,Hardana Hidayat,perempuan,"Sulawesi Utara, 12-04-1974",49,S1,"Babadan, Jawa Timur, Indonesia",-7.513591653,111.557056,95788,5,5,Employed,Senin-Jumat,Siang-Sore,116,Malam
6.26569E+15,"Dr. Daru Wahyudin, S.E.I",laki-laki,"Maluku, 13-02-1975",48,SMA,"Jalan Magelang, Semen, Sucen, Magelang, Jawa Tengah, Jawa, 56483, Indonesia",-7.633399305,110.3193129,45649,6,10,Part-time,Senin-Jumat,Siang-Sore,176,Pagi
7.34529E+15,"Ana Gunarto, S.Gz",laki-laki,"Kepulauan Riau, 10-04-1973",50,S1,"Kertamukti, Sumedang, Jawa Barat, Indonesia",-6.739492836,107.8699948,5098,4,4,Self-Employed,Senin-Minggu,Sore-Malam,263,Siang
3.94578E+15,"H. Yoga Gunawan, S.Kom",perempuan,"Banten, 27-07-1993",30,D4,"Kradenanrejo, Lamongan, Jawa Timur, Indonesia",-7.137337754,112.1873682,66971,6,4,Employed,Senin-Minggu,Siang-Malam,195,Pagi
5.61485E+15,"Puti Sakura Pudjiastuti, S.T.",laki-laki,"Maluku Utara, 12-10-1978",45,D4,"Mranak, Penawangan, Semarang, Jawa Tengah, Jawa, 50553, Indonesia",-7.153031556,110.4977602,57187,18,1,Employed,Senin-Jumat,Malam-Pagi,42,Pagi
5.15428E+15,Hendra Safitri,perempuan,"Sumatera Selatan, 28-05-1968",55,S1,"Sukolilo, Pati, Jawa Tengah, Jawa, Indonesia",-6.946003871,110.9300269,93727,2,3,Self-Employed,Senin-Jumat,Pagi-Sore,355,Malam
9.26044E+15,Tgk. Cinta Hutapea,laki-laki,"Maluku, 08-11-1969",54,SMA,"Wonosalam, Jatirejo, Jombang, Jawa Timur, Jawa, Indonesia",-7.677882155,112.3937164,94692,1,5,Full-time,Senin-Jumat,Pagi-Sore,10,Malam
5.94725E+15,Bahuraksa Uyainah,perempuan,"DKI Jakarta, 16-08-1965",58,SMA,"Montong, Tuban, Jawa Timur, 62372, Indonesia",-7.021278456,111.9159878,8041,2,1,Self-Employed,Senin-Jumat,Pagi-Sore,30,Malam
8.3889E+15,Jelita Purwanti,perempuan,"Papua, 30-06-1960",63,SD,"Cipeundeuy, Sumedang, Jawa Barat, Indonesia",-6.936596654,108.1828712,93903,6,4,Self-Employed,Senin-Jumat,Pagi-Malam,201,Sore
4.31346E+15,Yono Kuswoyo,laki-laki,"Sumatera Utara, 28-04-1996",27,SMA,"Pulongrambe, Grobogan, Jawa Tengah, Jawa, 58111, Indonesia",-7.089548263,110.9675891,51371,1,18,Full-time,Senin-Jumat,Sore-Malam,217,Pagi
2.63521E+15,Lalita Suryono,laki-laki,"Kalimantan Selatan, 13-01-2000",23,S3,"Jawa Tengah, Jawa, Indonesia",-6.66229748,110.1060216,58617,6,11,Employed,Senin-Minggu,Pagi-Sore,251,Malam
1.71148E+15,Ridwan Suwarno,laki-laki,"Sumatera Barat, 12-04-1965",58,S2,"Jatiwangi, Jawa Barat, Indonesia",-6.306149014,107.5556542,15173,1,12,Employed,Senin-Jumat,Pagi-Sore,27,Malam
8.22649E+15,Yani Wasita,laki-laki,"Sulawesi Barat, 18-01-1990",33,S2,"Mekarsari, Sukabumi, Jawa Barat, Indonesia",-6.810943748,106.7774296,39049,19,19,Employed,Senin-Jumat,Siang-Malam,136,Pagi
4.45899E+15,Cawisadi Maheswara,laki-laki,"Jawa Barat, 19-06-1968",55,SMP,"Jawa Timur, Jawa, Indonesia",-6.677341849,112.480804,38676,14,6,Employed,Senin-Jumat,Pagi-Sore,67,Malam
2.57116E+15,"Enteng Budiman, S.Psi",perempuan,"Riau, 02-05-1968",55,S3,"Sampung, Ponorogo, Jawa Timur, Indonesia",-7.816642666,111.3556962,92796,7,4,Full-time,Senin-Jumat,Pagi-Sore,65,Malam
1.30885E+15,Laras Ramadan,perempuan,"Sulawesi Barat, 06-12-1978",45,D3,"Tulungrejo, Blitar, Jawa Timur, 66187, Indonesia",-7.968107878,112.3339406,88784,7,20,Self-Employed,Senin-Jumat,Pagi-Malam,18,Sore
7.73548E+15,Darsirah Januar,laki-laki,"Kalimantan Selatan, 08-02-1990",33,S3,"Pakembangan, Jawa Barat, 45573, Indonesia",-7.011924518,108.5227074,90732,15,18,Employed,Senin-Jumat,Pagi-Sore,341,Malam
1.57526E+15,"Raisa Yolanda, S.I.Kom",laki-laki,"Kalimantan Utara, 23-07-2000",23,D3,"Jawa Barat, Jawa, Indonesia",-6.437410009,108.7564299,35189,14,11,Full-time,Senin-Jumat,Malam-Pagi,121,Pagi
2.66548E+15,Banara Tamba,perempuan,"Gorontalo, 09-12-1978",45,S1,"Jawa Barat, Jawa, Indonesia",-7.855758895,108.3005027,20153,12,15,Employed,Senin-Jumat,Pagi-Sore,50,Malam
5.85054E+15,Tania Natsir,perempuan,"Riau, 23-08-1996",27,SMA,"Bojonegoro, Jawa Timur, 62171, Indonesia",-7.29937108,111.8511514,28548,20,10,Employed,Senin-Jumat,Pagi-Sore,123,Malam
4.40783E+15,Fathonah Wahyudin,perempuan,"Jambi, 28-07-1967",56,S3,"Karangtumaritis, Kabupaten Indramayu, Jawa Barat, Indonesia",-6.459171367,107.8911497,17249,6,10,Part-time,Senin-Jumat,Siang-Sore,194,Pagi
6.94142E+15,Dalima Suryono,laki-laki,"Lampung, 09-03-1960",63,SMA,"Candi, Lebak, Banten, Indonesia",-6.472437514,106.4111341,19691,12,10,Employed,Senin-Jumat,Malam-Pagi,178,Pagi
9.06384E+15,"Dr. Jane Firmansyah, M.Kom.",laki-laki,"Sumatera Barat, 07-07-1967",56,SMA,"tempel, Galoran, Banjarnegara, Jawa Tengah, Jawa, Indonesia",-7.251878827,109.7223652,73630,1,11,Self-Employed,Senin-Jumat,Siang-Sore,6,Pagi
8.95244E+15,Cut Queen Prayoga,perempuan,"Maluku, 22-08-1990",33,S1,Address not found,-7.854793554,106.5296049,88959,17,15,Full-time,Senin-Jumat,Pagi-Sore,279,Malam
4.91587E+15,Cinta Palastri,perempuan,"Maluku, 20-05-1994",29,D4,"Sutopati, Magelang, Jawa Tengah, Jawa, 56374, Indonesia",-7.45783189,110.0688228,29984,20,10,Employed,Senin-Jumat,Malam-Pagi,189,Pagi
8.71311E+15,Hj. Rahayu Andriani,laki-laki,"Maluku, 12-12-1989",34,SMA,"Kedongdong, Jawa Barat, 45166, Indonesia",-6.641706953,108.3695745,98297,18,8,Self-Employed,Senin-Minggu,Sore-Malam,270,Pagi
9.74962E+15,Praba Laksita,laki-laki,"Sulawesi Utara, 17-08-1999",24,SMA,"Bangunreja, Cilacap, Jawa Tengah, Jawa, 53263, Indonesia",-7.496636033,108.7622015,54281,15,5,Self-Employed,Senin-Jumat,Siang-Sore,54,Malam
4.452E+15,"R. Purwa Halim, S.Ked",laki-laki,"Jambi, 18-11-1991",32,D4,"Jawa Barat, 41373, Indonesia",-6.370621976,107.4439431,70533,15,7,Full-time,Senin-Jumat,Pagi-Sore,18,Malam
7.52699E+15,drg. Vanesa Pradana,perempuan,"Aceh, 21-04-1968",55,S2,"Ngasem, Nganjuk, Jawa Timur, Indonesia",-7.531077317,112.1144065,32227,16,16,Employed,Senin-Jumat,Siang-Sore,76,Pagi
1.98261E+15,"Drs. Winda Salahudin, S.Pt",perempuan,"Sulawesi Selatan, 24-03-1970",53,SMP,"Jawa Barat, Jawa, Indonesia",-7.701050737,107.3256515,3911,17,20,Self-Employed,Sabtu-Minggu,Pagi-Siang,135,Sore
7.90145E+15,"Hadi Handayani, S.Kom",laki-laki,"Maluku Utara, 03-08-1973",50,S2,"Citujah, Lebak, Banten, Indonesia",-6.623558196,106.3480577,857,10,17,Part-time,Senin-Jumat,Pagi-Siang,47,Malam
6.07537E+15,"Drs. Virman Anggriawan, S.T.",perempuan,"Papua, 24-10-1984",39,S2,"Cibogo, Sumedang, Jawa Barat, Indonesia",-6.912439055,108.0940197,91611,14,18,Self-Employed,Senin-Jumat,Pagi-Sore,120,Malam
5.21647E+15,Mala Pratiwi,perempuan,"Sulawesi Tenggara, 05-11-1985",38,SMA,Address not found,-7.752636378,106.2671894,92802,17,17,Employed,Senin-Jumat,Siang-Malam,246,Pagi
5.35639E+15,"Bakijan Megantara, M.TI.",perempuan,"Bali, 11-11-1964",59,S1,"Jawa Tengah, Jawa, Indonesia",-7.937614963,109.787062,26661,17,9,Employed,Senin-Minggu,Malam-Pagi,265,Siang
5.34386E+15,"Drs. Queen Haryanto, S.Kom",laki-laki,"Sumatera Barat, 15-04-2000",23,D3,"Jawa Tengah, Jawa, Indonesia",-6.530136744,110.3492834,67912,2,7,Employed,Senin-Jumat,Pagi-Sore,277,Malam
4.61898E+15,Rina Suryatmi,laki-laki,"Papua, 11-04-1987",36,SMA,"Tegal, Kemang, Bogor, Jawa Barat, 16330, Indonesia",-6.479517329,106.7162091,80635,1,7,Self-Employed,Senin-Jumat,Pagi-Sore,19,Malam
7.83889E+15,Irsad Najmudin,perempuan,"Maluku, 06-02-1980",43,D3,"Jawa Barat, Jawa, Indonesia",-7.299547991,106.1772233,41741,3,13,Self-Employed,Senin-Jumat,Pagi-Sore,132,Malam
4.7267E+15,Mahesa Kuswandari,laki-laki,"Sumatera Barat, 07-03-1989",34,S1,"Cilacap, Kelurahan Sidanegara Kecamatan Cilacap, Cilacap, Jawa Tengah, Jawa, 53222, Indonesia",-7.771454253,109.1435383,48491,10,2,Full-time,Senin-Jumat,Siang-Malam,356,Pagi
2.49234E+15,"Aurora Mardhiyah, S.Ked",laki-laki,"Jambi, 16-05-1978",45,SD,"Banten, Jawa, Indonesia",-7.179845994,106.2002511,71496,18,11,Part-time,Senin-Jumat,Malam-Pagi,322,Sore
2.50993E+15,"Tasnim Januar, S.IP",laki-laki,"Gorontalo, 02-06-1966",57,S2,"Krajan Randusari, Salamsari, Kendal, Jawa Tengah, Jawa, 51381, Indonesia",-7.126885379,110.2801691,90708,11,15,Self-Employed,Senin-Jumat,Pagi-Sore,272,Malam
6.56892E+15,"Dr. Cemeti Megantara, S.E.I",perempuan,"Gorontalo, 18-04-1979",44,SMA,"Rancakasumba, Bandung, Jawa Barat, 40382, Indonesia",-7.029542295,107.7344362,58282,13,3,Self-Employed,Senin-Jumat,Pagi-Sore,254,Malam
6.22168E+15,Mutia Lestari,laki-laki,"Kalimantan Timur, 21-07-1990",33,S2,"Tambakboyo, Tuban, Jawa Timur, Indonesia",-6.862522518,111.8124615,69488,5,6,Full-time,Senin-Jumat,Pagi-Sore,224,Malam
