collector_nik,collector_name,collector_birth_place,collector_age,collector_gender,collector_education_level,collector_address,collector_latitude,collector_longitude,collector_zip,collector_rt,collector_rw,collector_workday,collector_worktime
7713143599583277,Joshua Bartlett,"Sumatera Utara, 25-05-1971",52,laki-laki,S1,"Sinarlaut, Cianjur, Jawa Barat, Jawa, Indonesia",-7.412999102,106.8580654,74396,7,2,Senin-Jumat,Pagi-Siang
2025593431520569,Cassandra Lynn,"Jawa Barat, 22-09-1984",39,perempuan,D3,"Jalan Raya Cepu, Ngradin, Padangan, Bojonegoro, Jawa Timur, 62162, Indonesia",-7.171244415,111.6519773,53514,15,11,Senin-Jumat,Pagi-Siang
9828937413390285,Kelly Young,"Sulawesi Tenggara, 19-07-1970",53,laki-laki,SMA,"Jadi, Rembang, Jawa Tengah, Jawa, Indonesia",-6.783681167,111.2687252,52183,5,5,Senin-Minggu,Sore-Malam
8437917630437373,Ruth Farmer,"Sulawesi Selatan, 22-11-1969",54,perempuan,SMA,"Cinyawang, Cilacap, Jawa Tengah, Jawa, Indonesia",-7.582216679,108.7708749,68278,17,19,Senin-Jumat,Pagi-Sore
5.56312E+15,Cory Ochoa,"Kalimantan Utara, 21-12-1974",49,laki-laki,S1,"Banten, Jawa, Indonesia",-7.349107591,106.0542801,21121,9,6,Senin-Minggu,Pagi-Siang
3902073737114428,James Rhodes,"Kalimantan Tengah, 03-10-1982",41,perempuan,SMA,"Wonoharjo, Wonogiri, Jawa Tengah, Jawa, Indonesia",-7.905363479,110.9322378,3904,10,2,Senin-Jumat,Pagi-Siang
8892894834857541,Shannon Fowler,"Papua, 04-01-1961",62,perempuan,S1,"Jawa Tengah, Jawa, Indonesia",-6.392351937,110.6344514,26879,12,12,Senin-Jumat,Siang-Malam
6160554282560634,Lori Griffith,"Papua Barat, 14-12-1980",43,perempuan,D4,"Langensari, Pandeglang, Banten, Indonesia",-6.436575737,105.969939,836,12,5,Senin-Jumat,Siang-Malam
5566655805028495,Samuel Cook,"Sulawesi Tenggara, 01-07-1964",59,perempuan,S1,"Cilame, Bandung Barat, Jawa Barat, Jawa, 40511, Indonesia",-6.850668504,107.5275169,48263,16,11,Senin-Jumat,Pagi-Siang
4766499943172584,Robert Martinez,"Papua, 23-01-1984",39,perempuan,S1,"Lebak, Banten, Indonesia",-6.803432914,106.2899484,92730,7,16,Senin-Jumat,Pagi-Sore
3320640380032994,Tina Wright,"Banten, 11-11-1964",59,laki-laki,S1,"Jawa Barat, Jawa, Indonesia",-7.512336029,107.2678255,44180,18,8,Senin-Minggu,Pagi-Siang
1727338384958178,Nathan Anthony,"Jawa Timur, 23-02-1974",49,laki-laki,S1,Address not found,-7.950992095,106.2545217,41107,16,6,Senin-Jumat,Pagi-Sore
7569580185407013,Troy Lloyd,"DI Yogyakarta, 03-10-1970",53,perempuan,S1,"Sukamulya, Cianjur, Jawa Barat, 43274, Indonesia",-7.319011215,107.2947737,27309,4,17,Senin-Jumat,Pagi-Siang
5638739325056533,Shannon Davis,"Sulawesi Tengah, 17-09-1992",31,perempuan,S1,"Kasiman, Bojonegoro, Jawa Timur, Indonesia",-7.09705294,111.6290554,60657,9,17,Senin-Jumat,Sore-Malam
4836723432350847,Trevor Tran,"Aceh, 06-08-1986",37,perempuan,S1,"Jalan Situcileunca, Kampung Cibuluh, Bandung, Jawa Barat, Jawa, 40378, Indonesia",-7.195306885,107.5449158,24485,18,15,Senin-Jumat,Pagi-Siang
2979464548842023,Veronica Washington,"Kalimantan Timur, 27-02-1982",41,laki-laki,SMA,"Soko, Tuban, Jawa Timur, 62372, Indonesia",-7.083451989,111.9606796,30920,8,4,Senin-Jumat,Siang-Malam
6323602382591779,William Harmon,"Papua, 14-12-1971",52,perempuan,SMA,"Girimukti, Sukabumi, Jawa Barat, Indonesia",-7.119535853,106.5223398,42801,13,16,Senin-Jumat,Pagi-Siang
4222058146794105,Susan Martinez,"Kepulauan Bangka Belitung, 23-04-1987",36,perempuan,S1,"Jawa Barat, Jawa, Indonesia",-7.921732774,108.0089749,85262,5,6,Senin-Jumat,Pagi-Sore
2980126999217606,Kevin Shaw,"Sulawesi Utara, 12-01-1996",27,laki-laki,S1,"Jawa Tengah, Jawa, Indonesia",-6.335370277,110.9921627,90215,3,13,Senin-Jumat,Sore-Malam
4551870821572837,Donna Hoover,"Kalimantan Selatan, 31-05-1999",24,perempuan,S2,"Rabak, Bogor, Jawa Barat, Indonesia",-6.477468187,106.6452254,48051,10,15,Senin-Minggu,Pagi-Siang
2473431546615002,Steven Johnson,"Sulawesi Barat, 27-01-1992",31,laki-laki,S1,"Jawa Barat, Jawa, Indonesia",-7.505552639,106.5919187,50499,2,14,Senin-Jumat,Siang-Malam
7393522874738887,Lisa Gonzalez,"Kalimantan Timur, 29-05-1989",34,laki-laki,S2,"Sukabumi, Jawa Barat, Jawa, Indonesia",-6.789492977,106.5157867,61786,13,17,Senin-Minggu,Siang-Malam
5.89982E+15,Kimberly Ray,"DI Yogyakarta, 21-01-1978",45,perempuan,SMA,"Kesenet, Banjarnegara, Jawa Tengah, Jawa, 53412, Indonesia",-7.349099446,109.7061999,42488,4,5,Senin-Jumat,Siang-Malam
2856313020786311,Anthony Jordan,"Kalimantan Utara, 19-09-1983",40,perempuan,SMA,"Kaligondang, Purworejo, Jawa Tengah, Indonesia",-7.603974171,109.8397368,28566,17,12,Senin-Jumat,Sore-Malam
1988943205569632,Deborah Alexander,"Sulawesi Selatan, 26-01-1964",59,laki-laki,S1,"Garut, Jawa Barat, 44165, Indonesia",-7.435706553,107.5459848,86542,4,4,Senin-Jumat,Pagi-Siang
3125709378888848,Lisa Yates,"Bengkulu, 17-02-1991",32,perempuan,S1,"Paniis, Lebak, Banten, Indonesia",-6.302049396,106.1796365,87180,19,8,Senin-Jumat,Sore-Malam
5571196799341718,Briana Hawkins,"Gorontalo, 08-07-1992",31,laki-laki,SMA,"Jawa Tengah, Jawa, Indonesia",-6.742371994,109.6274187,97668,13,8,Senin-Jumat,Sore-Malam
7297923767651252,Nicholas Bradley Jr.,"Sulawesi Utara, 29-05-1965",58,laki-laki,S2,"Jawa Barat, Jawa, Indonesia",-7.523942197,106.71221,76095,7,12,Senin-Minggu,Pagi-Siang
5876564401159299,Christina Perkins,"Maluku Utara, 24-07-1994",29,laki-laki,SMA,"Sluke, Rembang, Jawa Tengah, Jawa, Indonesia",-6.608078453,111.4236286,17333,3,6,Senin-Jumat,Siang-Malam
8817898851419537,Tiffany Hines,"Bengkulu, 30-11-2000",23,perempuan,SMA,"Ngiyono, Blora, Jawa Tengah, Jawa, Indonesia",-6.889644496,111.3027521,11220,17,20,Senin-Jumat,Sore-Malam
5070998344818815,Melissa Steele,"Sumatera Barat, 25-04-1990",33,perempuan,S1,"Jawa Tengah, Jawa, Indonesia",-6.743847213,110.0889324,17847,18,3,Senin-Minggu,Sore-Malam
3231701743669595,Joseph Gonzales,"Bali, 19-08-1964",59,perempuan,S1,"Gombang, Ponorogo, Jawa Timur, Indonesia",-7.991829639,111.3988988,34992,4,14,Senin-Jumat,Sore-Malam
1716170085755042,Gerald Cameron,"DI Yogyakarta, 04-01-1973",50,perempuan,S2,"Cisampih, Jawa Barat, 41271, Indonesia",-6.572888181,107.6901776,55597,12,6,Senin-Jumat,Pagi-Sore
8310425576564302,Jacob Barry,"Kalimantan Selatan, 17-04-1988",35,laki-laki,S1,"Jawa Barat, Jawa, Indonesia",-6.615096896,108.7302339,15178,13,18,Senin-Jumat,Pagi-Sore
1211362083164733,Donna Miller DVM,"Maluku, 09-04-1987",36,perempuan,S3,"Pasanggrahan, Sumedang, Jawa Barat, 45365, Indonesia",-6.883563405,107.8898827,68804,7,16,Senin-Jumat,Siang-Malam
6.1004E+15,David Martin,"Maluku Utara, 03-05-1997",26,perempuan,S3,"Marga Jaya, Lebak, Banten, Indonesia",-6.429226212,106.2384983,49712,6,2,Senin-Jumat,Siang-Malam
5899093966434597,Carla Moreno,"Riau, 28-05-1964",59,perempuan,S1,"Boulevard BIJB Kertajati, Babakan, Majalengka, Jawa Barat, Indonesia",-6.674909604,108.1866447,83480,7,9,Senin-Jumat,Pagi-Sore
4109203431694832,Stephanie Medina,"Sumatera Barat, 22-09-1975",48,perempuan,SMA,Address not found,-7.674657554,106.5490143,54441,15,17,Senin-Jumat,Pagi-Sore
4073979015755548,Carolyn Allison,"Kalimantan Timur, 18-09-2000",23,laki-laki,S1,"Leuwikaret, Klapanunggal, Bogor, Jawa Barat, Jawa, 16810, Indonesia",-6.526914086,106.9581744,10002,13,1,Senin-Jumat,Pagi-Sore
1945967282551191,Bryce Morris,"Papua, 21-07-1969",54,laki-laki,S1,"Wandankemiri, Grobogan, Jawa Tengah, Jawa, Indonesia",-6.963976469,110.7848096,59885,7,13,Senin-Jumat,Pagi-Siang
4802093728120325,Thomas Mendez,"Kalimantan Barat, 13-10-1974",49,perempuan,D4,"Cintaasih, Kp. Palasari, Jawa Barat, Indonesia",-6.48499988,107.2324341,14812,9,9,Senin-Jumat,Siang-Malam
6253352353378602,Samantha Morgan,"Nusa Tenggara Barat, 11-02-1983",40,laki-laki,SMA,"Banten, Jawa, Indonesia",-7.002753552,106.0136932,68058,13,6,Senin-Minggu,Pagi-Siang
8724719468247754,Hector Thomas,"Jawa Tengah, 29-01-1968",55,laki-laki,S1,"Banten, Jawa, Indonesia",-7.086577248,106.3261026,89599,10,14,Senin-Jumat,Pagi-Sore
6952660116035317,Noah Mills,"DI Yogyakarta, 20-08-1998",25,laki-laki,S1,"Tamanrejo, Tamansari, Kendal, Jawa Tengah, Jawa, Indonesia",-7.138133525,109.9958744,53794,1,9,Senin-Jumat,Pagi-Sore
5572570700957974,Lisa Armstrong,"Papua, 26-03-1989",34,laki-laki,S1,"Mulyasari, Banjar, Jawa Barat, 46333, Indonesia",-7.365445386,108.5921285,27369,15,10,Senin-Jumat,Pagi-Sore
1986821693971214,Kimberly Wells,"Kalimantan Barat, 01-05-1973",50,laki-laki,SMA,"Candi, Lebak, Banten, Indonesia",-6.462602149,106.402966,53513,16,10,Senin-Jumat,Pagi-Siang
6388259456932309,Christine Burton,"Lampung, 25-01-1972",51,perempuan,S2,"Cigugur Girang, Bandung Barat, Jawa Barat, 40559, Indonesia",-6.832146742,107.5906505,13367,11,3,Senin-Jumat,Pagi-Sore
6501732112585811,Michael Steele,"DI Yogyakarta, 25-08-1981",42,laki-laki,S1,"Jawa Tengah, Jawa, Indonesia",-6.456173067,110.5940172,61207,10,7,Senin-Jumat,Pagi-Siang
6069788535348896,Jose Valencia,"Sulawesi Tengah, 25-10-1991",32,laki-laki,S1,"Tanggul, Demak, Jawa Tengah, Jawa, Indonesia",-6.821286634,110.7105359,30433,5,4,Senin-Jumat,Siang-Malam
4004458403298485,Joshua Lane,"Papua, 19-06-1980",43,laki-laki,S1,"Karangwuni, Sukoharjo, Jawa Tengah, Jawa, 57551, Indonesia",-7.622293249,110.848239,32646,3,9,Senin-Jumat,Siang-Malam
7268306672528513,Diane Davis,"Sulawesi Tengah, 23-03-1961",62,perempuan,SMA,"Banten, Jawa, Indonesia",-7.089943561,106.1730038,85200,20,13,Senin-Jumat,Sore-Malam
3349647458822872,Adam White,"Maluku Utara, 13-04-1992",31,laki-laki,S1,"Jawa Timur, Jawa, Indonesia",-6.428472691,112.0309329,97218,15,12,Senin-Jumat,Pagi-Sore
2595772244650628,Karen Andrade,"Kalimantan Barat, 01-07-1962",61,perempuan,S3,"Jawa Barat, Jawa, Indonesia",-7.611804234,107.4744029,80641,4,12,Senin-Jumat,Pagi-Sore
5587069543984402,Patricia Willis,"Kepulauan Bangka Belitung, 25-09-1976",47,perempuan,S1,"Jawa Tengah, Jawa, Indonesia",-6.429971457,111.7137098,91666,3,2,Senin-Minggu,Siang-Malam
2065525599552878,Stephanie Smith,"Kalimantan Utara, 14-05-1970",53,laki-laki,S1,"Kasreman, Jawa Timur, Jawa, Indonesia",-7.403489239,111.5123261,66261,4,3,Senin-Jumat,Pagi-Siang
3364502238682876,Emily Mccormick,"Papua Barat, 03-08-1991",32,laki-laki,S1,"Pesangahan, Cilacap, Jawa Tengah, Jawa, Indonesia",-7.267454963,108.8255454,57868,15,20,Senin-Jumat,Siang-Malam
2368793296651924,Jennifer Miller,"Kalimantan Selatan, 08-07-1964",59,laki-laki,S1,"Jawa Tengah, Jawa, Indonesia",-6.58669722,110.5778724,79933,14,15,Senin-Jumat,Siang-Malam
7.98187E+15,Brian Ballard,"Kalimantan Utara, 20-10-1967",56,perempuan,S1,"Mirit, Kebumen, Jawa Tengah, Jawa, Indonesia",-7.854078489,109.7667915,36891,7,8,Senin-Jumat,Sore-Malam
3.52592E+15,Mario Sellers,"Sulawesi Barat, 09-04-1979",44,perempuan,S1,"Karanganyar, Kudus, Jawa Tengah, Jawa, Indonesia",-6.62699417,110.8805448,88958,1,18,Senin-Jumat,Pagi-Siang
2869069040867224,Jennifer Harris,"Maluku Utara, 27-08-1994",29,laki-laki,S1,"Jawa Timur, Jawa, Indonesia",-6.700734158,112.0708456,56028,16,20,Senin-Minggu,Pagi-Sore
8.00855E+15,Bryan Calderon,"Jawa Tengah, 20-09-1983",40,perempuan,SMA,"Cicurug, Sukabumi, Jawa Barat, Indonesia",-6.785312168,106.7783715,1393,7,15,Senin-Jumat,Siang-Malam
6985205097328953,Mark Smith,"Gorontalo, 26-12-1970",53,laki-laki,S1,"Jawa Tengah, Jawa, Indonesia",-6.292238488,110.1230543,82133,12,9,Senin-Jumat,Siang-Malam
9911381114364799,Maria Davis,"Bengkulu, 23-09-1965",58,perempuan,S1,"Kasiman, Bojonegoro, Jawa Timur, 62162, Indonesia",-7.147594216,111.6230387,61959,14,9,Senin-Jumat,Siang-Malam
3756449512498943,John Rosario,"Papua Barat, 10-12-1966",57,laki-laki,S2,"kagungan, Wonosobo, Jawa Tengah, Jawa, Indonesia",-7.506232515,109.844278,76636,16,18,Senin-Minggu,Sore-Malam
4214712981868623,James Walker,"Sumatera Utara, 26-01-1969",54,perempuan,S1,"Wringinharjo, Cilacap, Jawa Tengah, Jawa, Indonesia",-7.472439539,108.8225793,84573,6,3,Senin-Jumat,Pagi-Siang
5742248919574299,Jill Mcguire,"Kalimantan Selatan, 03-04-1995",28,laki-laki,S2,"Sitiaji, Bojonegoro, Jawa Timur, 62185, Indonesia",-7.256752582,111.9705031,2809,15,6,Senin-Jumat,Sore-Malam
1305989843479597,Tracy Hernandez,"Maluku, 15-04-1977",46,laki-laki,S2,"Gebang, Jawa Barat, Indonesia",-6.765662349,108.7524707,58170,11,16,Senin-Jumat,Sore-Malam
3298041645261288,Linda Hodges,"Sumatera Utara, 20-01-1963",60,perempuan,D3,"Sukadana, Jawa Barat, 41253, Indonesia",-6.425637766,107.8400925,20121,7,16,Senin-Jumat,Pagi-Sore
1951370096358854,Brandi Mclaughlin,"DKI Jakarta, 01-06-1970",53,laki-laki,S1,"Jawa Barat, Jawa, Indonesia",-7.536996944,106.9473709,7949,2,3,Senin-Jumat,Sore-Malam
1689934379883631,Brandon Smith,"Kepulauan Bangka Belitung, 19-04-1982",41,laki-laki,S1,"15, Klampok, Banjarnegara, Jawa Tengah, Jawa, 53382, Indonesia",-7.453264199,109.4682917,97806,3,16,Senin-Jumat,Sore-Malam
9.88651E+15,Madison Pruitt,"DKI Jakarta, 28-10-1998",25,laki-laki,S1,"Pejok, Bojonegoro, Jawa Timur, Indonesia",-7.349232695,112.0185423,59488,10,7,Senin-Jumat,Siang-Malam
7441235318693959,Timothy White,"Kepulauan Riau, 27-09-1997",26,laki-laki,S1,"Susukan, Cianjur, Jawa Barat, Jawa, Indonesia",-6.980845384,107.1210981,59009,15,4,Senin-Jumat,Siang-Malam
6430274468092554,Julie Crawford,"Kalimantan Tengah, 27-11-1963",60,perempuan,S1,"*, Sedayu, Purworejo, Jawa Tengah, Jawa, Indonesia",-7.653633724,110.1191158,11721,18,5,Senin-Jumat,Siang-Malam
4.2018E+15,Patricia Sims,"Kepulauan Riau, 28-02-1980",43,perempuan,S1,"Jawa Timur, Jawa, Indonesia",-6.301804803,112.2804918,98807,20,4,Senin-Jumat,Pagi-Siang
1150974828593912,Barbara Fisher,"Sulawesi Barat, 30-01-1962",61,perempuan,SMA,"Kalapagenep, Tasikmalaya, Jawa Barat, Indonesia",-7.813844824,108.2778071,94205,1,11,Senin-Jumat,Pagi-Siang
4.72555E+15,Robin Mccullough,"Bali, 02-10-1978",45,laki-laki,S1,"Malangrejo, Purworejo, Jawa Tengah, Jawa, 54171, Indonesia",-7.76593642,109.9661213,24721,16,2,Senin-Jumat,Siang-Malam
8081008374136389,Tammy Cross,"Sumatera Utara, 03-07-1983",40,laki-laki,S1,"Jawa Tengah, Jawa, Indonesia",-6.4040178,111.6257003,47061,13,6,Senin-Jumat,Pagi-Sore
2003139873430724,Angela White PhD,"Kalimantan Barat, 08-09-1968",55,perempuan,D4,"Sumedang, Jawa Barat, 45365, Indonesia",-6.885038929,107.8648067,94158,1,2,Senin-Jumat,Sore-Malam
1968855846686247,Elizabeth Rodriguez,"Maluku, 28-08-1999",24,perempuan,S1,"Godan Barat, Godan, Grobogan, Jawa Tengah, Jawa, Indonesia",-7.04381469,111.0037301,99727,9,11,Senin-Jumat,Pagi-Sore
8028021589897997,Mark Phillips,"Sulawesi Selatan, 26-04-1993",30,perempuan,S1,"Suradadi, Tegal, Jawa Tengah, Jawa, Indonesia",-6.796207273,109.2913291,83191,18,11,Senin-Minggu,Pagi-Siang
3553669290012126,Yolanda Finley,"Sulawesi Selatan, 26-10-1994",29,perempuan,SMA,"Pait, Kabupaten Malang, Jawa Timur, Indonesia",-7.809446939,112.3991278,93093,6,4,Senin-Minggu,Pagi-Sore
4450150861279897,Natalie Perez,"Nusa Tenggara Timur, 11-06-1971",52,laki-laki,S3,"Mandalasari, Bandung, Jawa Barat, 40396, Indonesia",-7.046689336,107.8380966,35222,2,15,Senin-Jumat,Pagi-Siang
1213323767642566,Amy Frye,"Jawa Barat, 21-07-1997",26,laki-laki,D4,"Karanganom, Batang, Jawa Tengah, Jawa, 51215, Indonesia",-6.954308949,109.7594293,49287,16,19,Senin-Minggu,Pagi-Siang
1582529107839548,Brittney Smith,"Riau, 03-11-2000",23,laki-laki,S1,"Jawa Barat, Jawa, Indonesia",-7.455489646,106.4679002,33968,10,13,Senin-Jumat,Siang-Malam
7.95812E+15,Matthew Clark,"Riau, 23-01-1965",58,laki-laki,S1,"Jawa Tengah, Jawa, Indonesia",-6.297363293,110.2993751,26376,18,19,Senin-Jumat,Pagi-Sore
9981163073026509,Stephen Aguilar,"Gorontalo, 02-01-1987",36,perempuan,S1,"Kebonjati, Sumedang, Jawa Barat, 45321, Indonesia",-6.819673738,107.9332665,1190,19,13,Senin-Jumat,Pagi-Siang
2488347372079144,Michelle Martin,"Papua Barat, 03-05-1984",39,laki-laki,SMA,"Tengger, Bandungharjo, Jepara, Jawa Tengah, Jawa, 59454, Indonesia",-6.45184742,110.8703039,14516,14,10,Senin-Jumat,Pagi-Siang
8439902015405787,Anna Lin,"Maluku, 04-10-1975",48,laki-laki,S1,"Jawa Tengah, Jawa, Indonesia",-6.562063833,111.4270299,73373,11,15,Senin-Minggu,Sore-Malam
4053978273915833,Eric Murray,"Papua, 30-12-1961",62,perempuan,S1,"Pamanukan, Jawa Barat, Indonesia",-6.293396298,107.8416033,95966,7,18,Senin-Minggu,Pagi-Sore
6431231583423733,Eric Hooper,"Sumatera Utara, 18-09-1964",59,perempuan,S2,"Tirtomulyo, Sidomulyo, Bambang lipuro, Bantul, Daerah Istimewa Yogyakarta, 55772, Indonesia",-7.956874062,110.29108,6654,13,15,Senin-Minggu,Pagi-Siang
3509819272050065,Elizabeth Willis,"Banten, 15-10-1982",41,perempuan,S1,"Sumedang, Jawa Barat, Indonesia",-6.721326465,107.8676656,42870,16,13,Senin-Jumat,Pagi-Sore
2530577453180649,Eric Smith,"Sulawesi Utara, 23-03-1960",63,perempuan,SMA,"Jawa Barat, Jawa, Indonesia",-7.943699913,108.6496018,7572,7,10,Senin-Jumat,Pagi-Siang
4917911576972314,Joshua Mckenzie,"Kalimantan Timur, 05-03-1997",26,perempuan,S1,"Jawa Tengah, Jawa, Indonesia",-6.319081014,109.75567,49526,5,3,Senin-Jumat,Sore-Malam
4468710065038043,Jessica Figueroa,"Maluku Utara, 03-06-1987",36,perempuan,S1,"Ngaglik, Purworejo, Jawa Tengah, Jawa, Indonesia",-7.598328747,109.9983177,50520,12,15,Senin-Jumat,Pagi-Sore
1857239798007489,Jeremy Reyes,"Maluku Utara, 11-06-1999",24,perempuan,S1,"Jawa Tengah, Jawa, Indonesia",-6.536847369,111.6525487,74381,18,6,Senin-Jumat,Pagi-Sore
1813308937115371,Amy Levine,"Kalimantan Barat, 23-02-1962",61,laki-laki,S2,"Gumelem Wetan, Banjarnegara, Jawa Tengah, Indonesia",-7.503920221,109.4185699,75761,15,8,Senin-Jumat,Pagi-Sore
3553431588930639,Nicholas Li,"Jawa Timur, 02-04-1968",55,perempuan,SMA,"Jawa Tengah, Jawa, Indonesia",-6.529057339,111.3724402,28237,16,19,Senin-Jumat,Siang-Malam
6552121646002882,Alicia Young,"Gorontalo, 09-04-1973",50,perempuan,SMA,"Jalan Poros Desa, Salakan, Semarang, Jawa Tengah, Jawa, Indonesia",-7.323418685,110.588472,40886,16,15,Senin-Jumat,Pagi-Siang
2629583753824999,Brian Jarvis,"Lampung, 30-08-1999",24,perempuan,S1,"Suradadi, Tegal, Jawa Tengah, Jawa, Indonesia",-6.831214107,109.2553825,37891,2,16,Senin-Jumat,Pagi-Siang
3023172853374483,Shawn Gonzalez,"Riau, 25-05-1990",33,perempuan,S2,"Jawa Barat, Jawa, Indonesia",-7.721564856,107.6531857,55739,15,15,Senin-Jumat,Pagi-Sore
9385809293160337,Dawn Hamilton,"Sulawesi Utara, 23-10-1990",33,perempuan,S1,"Jawa Tengah, Jawa, Indonesia",-6.324455554,109.2070903,52583,5,3,Senin-Jumat,Pagi-Siang
4.19595E+15,Diane Bray,"Maluku, 30-01-1994",29,perempuan,S1,"Jawa Barat, Jawa, Indonesia",-6.439630276,108.5555614,79712,1,9,Senin-Minggu,Sore-Malam
9556154016852033,Dylan Taylor,"Jawa Barat, 01-07-2000",23,perempuan,S1,"Murukan, Jombang, Jawa Timur, Jawa, 61482, Indonesia",-7.552326064,112.3620277,69013,7,15,Senin-Jumat,Siang-Malam
3198671917676864,Kara Reynolds,"Kepulauan Bangka Belitung, 20-08-1993",30,perempuan,S2,"Bangunjaya, Bogor, Jawa Barat, Indonesia",-6.448801879,106.5344713,70919,18,18,Senin-Jumat,Sore-Malam
3355457991328182,Sandra Duran,"Riau, 22-11-1989",34,perempuan,S1,"Jawa Barat, Jawa, Indonesia",-7.485802749,106.4277081,64271,17,5,Senin-Jumat,Pagi-Sore
2042639341212954,Fernando Black,"Kepulauan Bangka Belitung, 06-10-1989",34,perempuan,S2,"Jawa Tengah, Jawa, Indonesia",-6.85875551,109.8106771,13197,13,3,Senin-Minggu,Sore-Malam
1609894503771748,Randy White,"DKI Jakarta, 09-05-1966",57,perempuan,S1,"Klaseman, Kepatihan, Kendal, Jawa Tengah, Jawa, 51372, Indonesia",-6.958857613,110.2621915,26121,10,11,Senin-Minggu,Pagi-Sore
3.86158E+15,Natalie Decker,"Jawa Tengah, 12-12-1987",36,perempuan,S1,"Banten, Jawa, Indonesia",-6.980337264,105.9994314,94138,9,19,Senin-Minggu,Pagi-Siang
9946429760219552,Robert Robbins,"Kalimantan Timur, 26-04-1973",50,perempuan,SMA,"Sidamulih, Ciamis, Jawa Barat, Indonesia",-7.4727897,108.4534083,90086,5,19,Senin-Jumat,Pagi-Siang
2560637747511295,Angela Stewart,"Sulawesi Selatan, 13-02-1992",31,laki-laki,SMA,"Cimarias, Sumedang, Jawa Barat, 45365, Indonesia",-6.92093582,107.862725,94813,19,16,Senin-Jumat,Pagi-Sore
2659385754289301,Bradley Sheppard,"Sumatera Utara, 15-02-1999",24,perempuan,S1,"Plumbon, Kebumen, Jawa Tengah, Indonesia",-7.590923576,109.7272717,53808,9,2,Senin-Jumat,Siang-Malam
1827512325309508,Andrew Gray,"DI Yogyakarta, 07-05-1979",44,perempuan,SMA,"Jawa Tengah, Jawa, Indonesia",-6.354494938,109.4092472,91594,5,17,Senin-Jumat,Siang-Malam
7633154770014741,Alicia Thomas,"Sulawesi Tengah, 11-03-1966",57,perempuan,S1,Address not found,-7.842406062,106.0913925,15831,9,16,Senin-Jumat,Sore-Malam
3321352796270911,Kathy Miller,"Kalimantan Selatan, 03-02-1991",32,perempuan,S1,"Warangan, Wonosobo, Jawa Tengah, Jawa, 56373, Indonesia",-7.459542892,110.033674,55110,7,9,Senin-Jumat,Pagi-Siang
8638157420437264,Caitlin Hoffman,"Nusa Tenggara Timur, 16-12-1977",46,laki-laki,S1,"Sukamahi, Cianjur, Jawa Barat, Indonesia",-6.688219765,107.1333266,6019,13,11,Senin-Jumat,Siang-Malam
4012619941145439,Whitney Williams,"Kalimantan Barat, 24-11-1960",63,perempuan,S1,"Jawa Barat, Jawa, Indonesia",-6.464803489,108.784492,26265,5,16,Senin-Jumat,Siang-Malam
7586195440482493,Gary Martinez,"Maluku Utara, 22-04-1975",48,perempuan,S1,"Krajan, Banyumas, Jawa Tengah, Jawa, 53164, Indonesia",-7.336434559,109.0912005,23505,8,2,Senin-Jumat,Siang-Malam
7.84423E+15,Colleen Oconnell,"Papua, 27-01-1971",52,laki-laki,S1,"Komp. Purn. Kopassus Kedayutama, Sukatani, Kelurahan Sukatani, Kecamatan Tapos, Bogor, Jawa Barat, Jawa, 16454, Indonesia",-6.401508405,106.8917805,76437,11,11,Senin-Jumat,Pagi-Sore
4426373707221308,Michael Adams,"Papua Barat, 19-12-1986",37,laki-laki,SMA,"Jawa Timur, Jawa, Indonesia",-6.628013416,112.1324632,43271,14,10,Senin-Jumat,Pagi-Sore
6294589005586622,Courtney Benson DVM,"Gorontalo, 23-07-1983",40,perempuan,S1,"Kertaharja, Pangandaran, Jawa Barat, Indonesia",-7.774305165,108.3272026,94470,12,7,Senin-Jumat,Pagi-Sore
7.05954E+15,Heather Dorsey,"Kalimantan Utara, 20-01-1995",28,perempuan,D3,"Tangkil, Sukabumi, Jawa Barat, Indonesia",-6.786418375,106.73835,55611,13,18,Senin-Jumat,Pagi-Siang
8883623707161602,Olivia Sanchez MD,"Riau, 27-08-1973",50,laki-laki,S1,"Kutamandiri, Sumedang, Jawa Barat, 45363, Indonesia",-6.917892333,107.7808348,90281,16,15,Senin-Minggu,Pagi-Sore
9610423952442762,Miguel Adkins,"Banten, 05-01-1969",54,laki-laki,SMA,"Sukamukti, Tasikmalaya, Jawa Barat, Indonesia",-7.238958093,108.0630688,75253,12,14,Senin-Jumat,Sore-Malam
5243002746384058,Adam Watson,"Sumatera Utara, 31-07-1975",48,laki-laki,S1,"Parungpanjang, Lebak, Banten, Indonesia",-6.693322953,105.9670268,49126,18,13,Senin-Minggu,Sore-Malam
9799222317851568,Joshua Moore,"Riau, 05-03-1983",40,laki-laki,SMA,Address not found,-7.924882428,107.192236,31682,18,11,Senin-Minggu,Pagi-Sore
8344025755302506,Heather Hanna,"Kalimantan Utara, 23-03-1985",38,perempuan,S1,"Jalan Alternatif Karangmojo, Gari, Wonosari, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta, Jawa, 55861, Indonesia",-7.917176536,110.5950264,44068,15,4,Senin-Jumat,Pagi-Siang
7859455853776902,Kim Ferguson,"Kepulauan Bangka Belitung, 07-09-1995",28,laki-laki,S2,"Jawa Barat, Indonesia",-7.118476866,108.673437,95729,10,14,Senin-Jumat,Pagi-Sore
