debtor_nik,debtor_name,debtor_gender,debtor_birth_place,debtor_age,debtor_address,debtor_zip,debtor_rt,debtor_rw,debtor_marital_status,debtor_occupation,debtor_company,debtor_number,collection_day_type,best_collection_time,loan_amount,debtor_education_level,credit_score,aging,previous_collection_status,previous_payment_status,amount_of_late_days,tenure,best_collection_method,debtor_latitude,debtor_longitude
2997806210437057,Yoga Kusmawati,perempuan,"Papua, 23-04-1997",26,"Jl. Jakarta No. 79
Tomohon, SU 08729",8729,9,18,Cerai hidup,Pegawai Negeri,Perum Haryanti Tbk,-8518,Akhir pekan,"pagi, sore, malam",112554324.96002696,D-3,726,Diragukan,Berhasil,Tepat waktu,13,26,WhatsApp,-8.044033,108.726971
5064562509078584,Najib Lestari,laki-laki,"Jawa Timur, 11-05-2000",23,"Jl. Rajawali Timur No. 352
Samarinda, Sulawesi Selatan 60072",60072,5,20,Cerai hidup,Pegawai Swasta,PT Budiyanto Prastuti,+62 (88) 419 3270,Akhir pekan,"pagi, sore, malam",53277960.12918779,S-3,680,Diragukan,Gagal,Terlambat,5,19,Telepon,-7.33721,109.131855
9972933125778219,Dt. Jamil Tarihoran,laki-laki,"Bengkulu, 24-07-1988",35,"Gang Indragiri No. 2
Tangerang Selatan, SU 96758",96758,4,13,Menikah,Profesional,PT Maulana Tbk,+62 (0622) 531 4107,Hari kerja,"pagi, malam",91986810.83,SMA,549,Kurang Lancar,Berhasil,Terlambat,0,28,Telepon,-7.350282,111.663728
9552729303331248,"Daruna Winarno, M.TI.",laki-laki,"Maluku, 18-09-1972",51,"Jalan Ahmad Dahlan No. 4
Depok, Kalimantan Utara 02074",2074,17,13,Belum menikah,Pengusaha,CV Budiman Rahayu (Persero) Tbk,+62 (035) 466 8668,Akhir pekan,"pagi, sore, malam",122516925.4898864,SD,633,Kurang Lancar,Berhasil,Tepat waktu,1,27,WhatsApp,-8.018007,112.669583
2838059154927429,Puti Iriana Pradana,perempuan,"Bali, 27-01-1981",42,"Jalan Ciumbuleuit No. 42
Balikpapan, JB 86569",86569,16,20,Cerai hidup,Pengusaha,Perum Namaga,-3524,Akhir pekan,"pagi, sore, malam",96958901.65756772,S-1,661,Lancar,Berhasil,Terlambat,0,20,Telepon,-8.026719,112.214617
7088107621596918,Drs. Kezia Pratiwi,laki-laki,"Jawa Barat, 10-02-1995",28,"Jalan Ahmad Dahlan No. 9
Kota Administrasi Jakarta Selatan, BE 57039",57039,6,15,Menikah,Pegawai Swasta,CV Nasyidah,-5315,Hari kerja,"pagi, malam",16159770.43,SD,522,Diragukan,Gagal,Terlambat,9,3,Field,-6.493132,107.312078
9856442981822894,Cici Mahendra,perempuan,"Bengkulu, 01-01-1964",59,"Jalan Ciwastra No. 5
Gorontalo, Maluku 31485",31485,17,19,Cerai hidup,Pegawai Negeri,UD Purwanti,+62 (35) 708 0335,Hari kerja,malam,83286380.99,SMA,471,Macet,Berhasil,Tepat waktu,2,17,WhatsApp,-6.250485,113.444722
9210077542691376,Ulva Dabukke,laki-laki,"Jambi, 05-07-1972",51,"Gg. Jayawijaya No. 166
Manado, Bali 44850",44850,14,15,Cerai hidup,Pengusaha,PT Nasyidah Hidayat,+62 (863) 557 0887,Akhir pekan,"pagi, sore, malam",29898373.43166191,SD,501,Dalam Perhatian Khusus,Gagal,Terlambat,0,10,Telepon,-6.522294,112.950544
6413717379245003,Satya Mulyani,perempuan,"Sulawesi Selatan, 30-04-1974",49,"Jalan H.J Maemunah No. 732
Pekalongan, Sulawesi Selatan 57012",57012,4,11,Cerai hidup,Pegawai Negeri,CV Aryani (Persero) Tbk,+62 (045) 440-8324,Hari kerja,malam,181346252.7756861,D-4,585,Macet,Gagal,Terlambat,9,45,Field,-6.945208,113.940939
3308596532344599,"Darijan Santoso, M.TI.",laki-laki,"Jawa Barat, 28-02-1984",39,"Jalan Dr. Djunjunan No. 8
Bitung, KS 73824",73824,18,3,Cerai mati,Profesional,CV Uwais Namaga (Persero) Tbk,-2052,Akhir pekan,"pagi, sore, malam",128286160.24325144,D-4,721,Kurang Lancar,Berhasil,Terlambat,16,29,Field,-7.718798,112.802337
3569498778316919,Umi Mustofa,perempuan,"Maluku, 25-02-1993",30,"Gg. Setiabudhi No. 293
Solok, ST 42149",42149,20,16,Cerai hidup,Buruh,PD Wastuti,+62 (60) 723-5688,Hari kerja,malam,114624578.81410256,S-1,514,Lancar,Berhasil,Tepat waktu,0,28,WhatsApp,-7.395133,106.994591
5301577949295458,Sutan Bagus Kusumo,perempuan,"Kalimantan Utara, 17-12-1979",44,"Jalan Yos Sudarso No. 493
Palangkaraya, Bengkulu 26938",26938,5,13,Cerai hidup,Pegawai Swasta,CV Rajata Laksita Tbk,+62 (339) 661-6698,Hari kerja,"pagi, malam",56492811.54587677,S-3,706,Diragukan,Gagal,Terlambat,9,13,Field,-7.391316,108.712337
8188948409919548,Ayu Waskita,perempuan,"Kalimantan Timur, 17-08-1962",61,"Jalan M.T Haryono No. 6
Parepare, BB 63719",63719,4,1,Belum menikah,Pegawai Swasta,PT Manullang Adriansyah (Persero) Tbk,+62 (013) 303-4515,Hari kerja,"pagi, malam",36607348.68654002,D-3,452,Lancar,Gagal,Terlambat,0,15,Telepon,-6.130824,113.37271
5014573626595264,R. Adikara Hastuti,laki-laki,"Jawa Timur, 30-11-1967",56,"Jalan Jend. A. Yani No. 70
Salatiga, ST 74381",74381,5,20,Belum menikah,Pegawai Negeri,Perum Sinaga Winarno Tbk,+62 (142) 018-1125,Hari kerja,malam,46471317.1,D-3,508,Kurang Lancar,Gagal,Terlambat,8,16,Field,-6.454213,109.177226
4385067988401040,Fitriani Andriani,laki-laki,"DKI Jakarta, 06-12-1985",38,"Jl. Laswi No. 96
Ambon, NB 67771",67771,20,1,Cerai mati,Pegawai Swasta,PT Pranowo Saragih Tbk,+62 (091) 051-2017,Hari kerja,"pagi, malam",111730841.11543176,S-1,632,Lancar,Gagal,Terlambat,0,30,Telepon,-6.958852,106.332694
7476417958836697,Eka Puspita,laki-laki,"Nusa Tenggara Barat, 19-10-1993",30,"Gg. Pasir Koja No. 44
Tegal, Kepulauan Riau 40202",40202,18,2,Cerai mati,Pengusaha,Perum Wijaya,-5429,Akhir pekan,"pagi, sore, malam",48299409.54777548,D-3,651,Dalam Perhatian Khusus,Berhasil,Terlambat,0,15,Telepon,-7.989177,112.796337
3025408102433495,Citra Mulyani,perempuan,"Banten, 17-10-1968",55,"Jalan Merdeka No. 58
Serang, SU 70995",70995,2,13,Cerai hidup,Buruh,CV Sitompul Tbk,+62 (075) 445-9915,Akhir pekan,"pagi, malam",86654576.67,SD,564,Kurang Lancar,Gagal,Terlambat,5,24,Telepon,-6.009048,106.679057
9299973956068048,dr. Candra Zulkarnain,laki-laki,"Papua Barat, 11-01-1995",28,"Jalan Gegerkalong Hilir No. 7
Bekasi, JT 16297",16297,7,4,Belum menikah,Pengusaha,UD Mandala Dongoran Tbk,+62 (987) 588-3711,Hari kerja,"pagi, malam",14691141.445639445,S-3,617,Diragukan,Berhasil,Tepat waktu,0,8,WhatsApp,-7.540993,111.202223
3724599895163929,"Nadine Hakim, M.M.",laki-laki,"DI Yogyakarta, 21-05-1968",55,"Gg. Yos Sudarso No. 82
Tangerang Selatan, Papua Barat 25779",25779,4,4,Cerai hidup,Pegawai Swasta,CV Rajasa (Persero) Tbk,+62 (0440) 669-0924,Akhir pekan,"pagi, sore, malam",82548475.95965539,SMP,427,Kurang Lancar,Gagal,Terlambat,2,21,Telepon,-6.884256,110.812771
9737208259676412,Nyana Farida,perempuan,"Kepulauan Bangka Belitung, 31-01-1998",25,"Gg. Gardujati No. 686
Payakumbuh, Kalimantan Timur 53420",53420,14,15,Cerai hidup,Profesional,Perum Zulaika Gunawan,-1937,Hari kerja,"pagi, malam",40251052.66470321,SMA,520,Dalam Perhatian Khusus,Berhasil,Terlambat,0,16,Telepon,-6.927719,107.353094
4542572635799681,"Hj. Hani Prasasta, S.Farm",laki-laki,"Kalimantan Selatan, 15-01-1982",41,"Gang BKR No. 32
Cirebon, Kalimantan Barat 65017",65017,17,5,Belum menikah,Pegawai Negeri,CV Mahendra (Persero) Tbk,-7791,Hari kerja,malam,98932318.63436988,SMP,399,Macet,Gagal,Terlambat,0,27,Telepon,-8.064486,109.647498
2333329503200140,Siska Agustina,perempuan,"Kalimantan Timur, 22-02-1972",51,"Jl. Dr. Djunjunan No. 6
Kupang, SU 62373",62373,7,16,Cerai hidup,Pengusaha,UD Puspasari Hardiansyah Tbk,+62 (29) 143 0367,Hari kerja,"pagi, malam",45369885.35859957,SD,781,Dalam Perhatian Khusus,Berhasil,Terlambat,0,15,Telepon,-6.497684,106.910437
3533193549343292,Cinthia Ramadan,laki-laki,"Kalimantan Utara, 23-08-1975",48,"Gg. Cikutra Barat No. 20
Sabang, Papua 28172",28172,7,16,Cerai mati,Buruh,UD Mayasari Tbk,+62 (0871) 706 8772,Hari kerja,malam,86449861.75884283,S-2,642,Lancar,Berhasil,Terlambat,0,25,Telepon,-7.327563,111.241063
7449010538055668,Ilsa Simbolon,laki-laki,"Kalimantan Tengah, 23-11-1993",30,"Jl. H.J Maemunah No. 7
Jambi, KB 72904",72904,16,5,Cerai hidup,Pegawai Swasta,CV Simbolon Hutasoit,+62 (645) 771-9197,Akhir pekan,"pagi, sore, malam",13488701.038162798,SD,775,Kurang Lancar,Gagal,Terlambat,0,3,Telepon,-7.19663,110.114945
8041571935342238,Amelia Winarno,laki-laki,"Sumatera Barat, 27-12-1986",37,"Jalan Erlangga No. 23
Banjarbaru, Jawa Timur 52559",52559,4,14,Menikah,Pengusaha,PD Maulana Prakasa Tbk,+62 (030) 716 7849,Akhir pekan,"pagi, sore, malam",47402534.97659358,SMP,639,Kurang Lancar,Gagal,Terlambat,16,10,Field,-7.105168,110.16755
2568723124238472,Farah Melani,laki-laki,"Sulawesi Tenggara, 17-08-1994",29,"Gg. Kiaracondong No. 54
Mojokerto, Bali 83490",83490,13,15,Cerai hidup,Pegawai Swasta,UD Winarno Tbk,+62 (286) 435-9141,Hari libur nasional/cuti bersama,"pagi, sore, malam",74080402.20880277,D-4,726,Diragukan,Berhasil,Tepat waktu,11,19,WhatsApp,-6.217186,112.245287
5522686759765555,"R. Ida Narpati, M.Kom.",perempuan,"Banten, 10-12-1967",56,"Jalan Siliwangi No. 029
Subulussalam, Nusa Tenggara Timur 07060",7060,17,17,Cerai mati,Profesional,CV Halim Gunarto,+62 (962) 425 0696,Hari kerja,"pagi, malam",65630172.99125901,S-1,440,Macet,Gagal,Terlambat,16,22,Field,-7.217436,108.264328
6634651677640447,Harimurti Napitupulu,perempuan,"Gorontalo, 20-08-1999",24,"Jalan Jayawijaya No. 34
Bogor, SR 65697",65697,19,17,Cerai mati,Profesional,CV Adriansyah Anggriawan (Persero) Tbk,+62 (024) 935 9361,Hari kerja,"pagi, malam",108738196.41551712,SMP,700,Dalam Perhatian Khusus,Berhasil,Tepat waktu,0,21,WhatsApp,-7.769698,108.084186
5181257962668155,"R.A. Salsabila Widiastuti, S.Pd",perempuan,"DI Yogyakarta, 23-11-1974",49,"Gang Soekarno Hatta No. 74
Ternate, Papua 44438",44438,11,2,Belum menikah,Profesional,PD Anggraini Widiastuti Tbk,+62 (0476) 028-7586,Hari kerja,"pagi, malam",65165339.9,SD,547,Dalam Perhatian Khusus,Berhasil,Tepat waktu,0,15,WhatsApp,-6.004037,113.652103
9772706831385356,"Tgk. Bala Mulyani, S.Sos",perempuan,"Kepulauan Riau, 06-12-1967",56,"Gang Raya Ujungberung No. 26
Padang, KB 13340",13340,10,19,Menikah,Pengusaha,UD Andriani,+62 (082) 357-9427,Hari kerja,"pagi, malam",104307327.24170493,SMA,509,Lancar,Berhasil,Tepat waktu,0,29,WhatsApp,-7.84624,106.322211
3640822579049666,Fitria Budiyanto,perempuan,"Maluku Utara, 17-01-1976",47,"Jalan Lembong No. 61
Cilegon, Kalimantan Tengah 76565",76565,17,8,Menikah,Pegawai Swasta,PT Winarno,-9902,Hari kerja,"pagi, malam",84460076.22285621,D-4,631,Dalam Perhatian Khusus,Berhasil,Tepat waktu,0,20,WhatsApp,-6.943999,112.917157
4118186211949172,Kayla Simanjuntak,laki-laki,"DKI Jakarta, 29-03-1968",55,"Jl. M.H Thamrin No. 7
Kota Administrasi Jakarta Timur, JT 56312",56312,19,11,Cerai hidup,Buruh,Perum Firmansyah Nababan (Persero) Tbk,-6157,Hari kerja,malam,73921297.11441906,SMP,630,Lancar,Berhasil,Tepat waktu,0,17,WhatsApp,-7.3174,106.889691
2397571053971778,"Dr. Aurora Sinaga, S.Pt",laki-laki,"Sulawesi Barat, 14-07-1965",58,"Gang Dipenogoro No. 573
Sabang, SN 59159",59159,14,3,Cerai mati,Pegawai Negeri,PD Sitompul,-9253,Hari kerja,malam,68697035.44094925,SMA,617,Macet,Berhasil,Tepat waktu,12,17,Telepon,-6.611078,107.151017
4802301472676984,"Rini Wibisono, S.Sos",perempuan,"DI Yogyakarta, 22-01-1968",55,"Jl. Ronggowarsito No. 61
Magelang, Gorontalo 35118",35118,20,4,Cerai hidup,Pegawai Negeri,Perum Megantara,-1075,Akhir pekan,"pagi, sore, malam",56842767.59249967,S-1,619,Diragukan,Gagal,Terlambat,19,13,Field,-6.311036,113.318008
4255602922903689,"Diah Haryanto, M.TI.",laki-laki,"Riau, 13-11-1992",31,"Jalan Ahmad Yani No. 020
Madiun, KI 25389",25389,5,6,Cerai hidup,Buruh,PD Wibowo Latupono Tbk,+62 (538) 325 4256,Akhir pekan,"pagi, malam",61612068.52552517,SMP,307,Dalam Perhatian Khusus,Berhasil,Tepat waktu,0,12,WhatsApp,-6.455935,113.275956
6184886575255396,"dr. Usyi Dabukke, S.E.I",laki-laki,"Nusa Tenggara Timur, 07-08-1999",24,"Gang Kebonjati No. 897
Bima, Kalimantan Timur 60747",60747,2,14,Belum menikah,Buruh,PT Agustina (Persero) Tbk,+62 (090) 932-6099,Hari libur nasional/cuti bersama,"pagi, malam",36777514.75709278,SD,425,Lancar,Berhasil,Terlambat,0,11,Telepon,-7.285679,110.62883
6219456155853194,"Gantar Siregar, S.Kom",laki-laki,"Sulawesi Tengah, 02-07-1987",36,"Jalan Tubagus Ismail No. 67
Banjarmasin, Jawa Tengah 94841",94841,14,12,Belum menikah,Profesional,Perum Wijayanti Halim,-4633,Akhir pekan,"pagi, sore, malam",87025007.88102466,S-2,715,Lancar,Berhasil,Terlambat,0,24,Telepon,-7.937235,109.683505
6104610924397835,Garan Thamrin,laki-laki,"Kalimantan Selatan, 07-06-1973",50,"Gg. Kiaracondong No. 602
Tangerang, JB 89325",89325,19,7,Belum menikah,Pengusaha,UD Kusumo Nasyidah Tbk,+62 (182) 535 4048,Hari kerja,"pagi, malam",147448354.01839453,SMP,561,Dalam Perhatian Khusus,Berhasil,Terlambat,4,35,Telepon,-7.495326,106.368151
8750340398636012,dr. Cinthia Maheswara,laki-laki,"Sumatera Selatan, 29-11-1974",49,"Gang KH Amin Jasuta No. 8
Palopo, SU 14887",14887,7,12,Cerai hidup,Pengusaha,UD Saptono Andriani,+62 (13) 701-3548,Hari kerja,"pagi, malam",110056888.98551635,SMA,608,Lancar,Berhasil,Tepat waktu,0,22,WhatsApp,-6.860992,112.213438
2693365888752491,Winda Suwarno,laki-laki,"Sumatera Barat, 22-07-1993",30,"Gg. Moch. Ramdan No. 414
Samarinda, Sulawesi Tenggara 95284",95284,17,7,Cerai mati,Pengusaha,PD Saptono Suryatmi,+62 (57) 700 7200,Hari kerja,"pagi, malam",124476235.47572704,S-1,722,Kurang Lancar,Berhasil,Tepat waktu,7,28,WhatsApp,-6.942752,108.407839
9389788482073642,Respati Lailasari,laki-laki,"Lampung, 31-03-1968",55,"Gg. BKR No. 46
Pasuruan, MU 60924",60924,10,1,Menikah,Pengusaha,CV Lestari Rahayu,+62 (0006) 603-4193,Hari kerja,"pagi, malam",79636399.76508802,S-3,673,Dalam Perhatian Khusus,Berhasil,Terlambat,0,13,Telepon,-7.544835,106.867895
1728667041067723,Ayu Halimah,perempuan,"Maluku, 14-10-1992",31,"Jl. Pacuan Kuda No. 267
Sawahlunto, Kepulauan Bangka Belitung 82178",82178,2,18,Cerai hidup,Pegawai Swasta,Perum Mulyani Andriani Tbk,+62 (081) 665 1779,Hari kerja,"pagi, malam",1797336.6073975563,D-4,489,Diragukan,Gagal,Terlambat,16,3,Field,-7.161693,108.797574
8036929407579055,"Puti Yulia Firmansyah, S.IP",laki-laki,"Kalimantan Selatan, 06-06-1972",51,"Gg. Laswi No. 27
Sukabumi, Kalimantan Timur 56454",56454,13,13,Cerai hidup,Pengusaha,UD Novitasari,+62 (396) 304 1620,Akhir pekan,"pagi, sore, malam",73282039.23491979,D-4,592,Diragukan,Gagal,Terlambat,17,16,Field,-6.686004,110.025061
2953380606645250,R. Hilda Rajasa,laki-laki,"Maluku Utara, 04-11-1976",47,"Gang Erlangga No. 3
Tomohon, Sumatera Barat 89890",89890,10,14,Cerai hidup,Buruh,Perum Permadi Lailasari,+62 (027) 034 1442,Hari kerja,malam,65322931.297574185,SD,645,Dalam Perhatian Khusus,Berhasil,Tepat waktu,0,17,WhatsApp,-7.132901,109.547986
5543611346272065,"Drs. Teguh Nugroho, S.H.",perempuan,"Nusa Tenggara Barat, 21-01-1960",63,"Jl. S. Parman No. 496
Batam, KS 58048",58048,20,6,Cerai mati,Pegawai Negeri,CV Prayoga Thamrin,+62 (16) 322-8345,Hari kerja,malam,3753597.4129060656,D-4,528,Lancar,Berhasil,Terlambat,0,4,Telepon,-6.786524,106.062981
6986685384311379,"Hj. Kayla Yulianti, S.Pd",perempuan,"Kepulauan Bangka Belitung, 20-03-1999",24,"Jl. S. Parman No. 22
Bengkulu, ST 78127",78127,17,8,Cerai mati,Pegawai Negeri,PT Namaga Astuti (Persero) Tbk,+62 (029) 584-3434,Akhir pekan,"pagi, sore, malam",111655476.2969301,D-4,779,Dalam Perhatian Khusus,Berhasil,Tepat waktu,0,26,WhatsApp,-6.954025,112.321027
9916310001574401,Cager Tamba,perempuan,"Sulawesi Selatan, 18-12-1964",59,"Jl. Siliwangi No. 91
Metro, SU 53113",53113,5,4,Cerai mati,Buruh,PD Manullang Pradipta,-7146,Akhir pekan,"pagi, malam",105122790.87437712,S-2,685,Lancar,Berhasil,Tepat waktu,0,28,WhatsApp,-6.67691,107.227631
3047466811618701,Maria Natsir,perempuan,"Jawa Tengah, 04-06-1978",45,"Gang Stasiun Wonokromo No. 61
Mojokerto, Papua Barat 10147",10147,12,14,Menikah,Pegawai Negeri,UD Namaga Kuswoyo,+62 (0511) 967 9590,Hari kerja,malam,75204359.16664612,D-4,615,Lancar,Berhasil,Terlambat,0,23,Telepon,-7.741211,109.461756
2691632775008711,Purwanto Mangunsong,laki-laki,"Riau, 08-06-1990",33,"Gang Rajawali Barat No. 046
Jambi, PB 72086",72086,5,9,Belum menikah,Pengusaha,CV Nashiruddin,-674,Akhir pekan,"pagi, sore, malam",49153922.398749545,D-3,634,Diragukan,Berhasil,Terlambat,1,15,Telepon,-6.578371,112.580987
1743344053930644,"Lamar Budiyanto, S.T.",laki-laki,"Jawa Tengah, 16-09-1991",32,"Gang Jamika No. 99
Meulaboh, Kalimantan Selatan 26255",26255,5,2,Cerai hidup,Pengusaha,Perum Riyanti Firgantoro Tbk,+62 (971) 915 4020,Hari kerja,"pagi, malam",124347586.94122404,SD,646,Lancar,Berhasil,Terlambat,0,31,Telepon,-8.067402,107.977881
1697974383654830,T. Satya Latupono,perempuan,"Sulawesi Utara, 12-04-1974",49,"Jl. Peta No. 558
Bengkulu, LA 99793",99793,9,12,Belum menikah,Pegawai Swasta,UD Prakasa Halim,+62 (42) 557-2512,Hari kerja,"pagi, malam",75424578.18028636,SD,396,Kurang Lancar,Gagal,Terlambat,16,19,Field,-7.371231,106.839741
6637533793986493,Ami Maryati,laki-laki,"Banten, 10-04-1978",45,"Jalan Jend. Sudirman No. 929
Cilegon, SU 31034",31034,6,15,Belum menikah,Profesional,PD Kuswandari Sudiati,+62 (063) 601-1766,Hari kerja,"pagi, malam",55469937.651759215,SD,502,Macet,Berhasil,Tepat waktu,19,18,Field,-7.756741,108.578729
2754524869792534,Aurora Lazuardi,laki-laki,"Kalimantan Selatan, 31-05-1992",31,"Jalan Surapati No. 4
Sawahlunto, Bengkulu 31139",31139,16,5,Cerai mati,Pegawai Swasta,PD Fujiati,+62 (006) 679 4478,Akhir pekan,"pagi, sore, malam",13220071.121663757,S-1,510,Lancar,Berhasil,Terlambat,0,3,Telepon,-7.117724,112.081789
2410200428307190,Dewi Rahayu,laki-laki,"Sulawesi Tengah, 22-02-1986",37,"Jl. Moch. Toha No. 25
Cimahi, DKI Jakarta 36653",36653,11,19,Belum menikah,Pengusaha,PD Hassanah Nasyidah Tbk,+62 (0118) 833-1072,Hari kerja,"pagi, malam",81734044.52478534,SMA,637,Kurang Lancar,Gagal,Terlambat,5,23,Telepon,-7.834127,113.332247
6381813995177581,Zelaya Prasetyo,laki-laki,"Nusa Tenggara Timur, 20-06-1969",54,"Jl. Astana Anyar No. 9
Malang, Sulawesi Tengah 12033",12033,11,9,Menikah,Pegawai Swasta,Perum Agustina Salahudin,+62 (612) 901 3660,Hari kerja,"pagi, malam",1000000,S-3,710,Diragukan,Berhasil,Terlambat,2,3,Telepon,-6.415664,110.467507
5805899534000170,"Dr. Silvia Hutasoit, S.Gz",perempuan,"DI Yogyakarta, 15-04-1982",41,"Gang W.R. Supratman No. 454
Medan, KB 62741",62741,7,5,Menikah,Pegawai Negeri,PT Narpati Tbk,+62 (841) 861 2898,Hari kerja,malam,103435669.3,SD,458,Diragukan,Gagal,Terlambat,12,28,Field,-6.835034,110.829589
7997375169549916,"Virman Habibi, S.I.Kom",perempuan,"Sumatera Utara, 27-01-1992",31,"Gang Rajiman No. 8
Yogyakarta, DI Yogyakarta 82591",82591,7,10,Cerai hidup,Pegawai Swasta,UD Uyainah (Persero) Tbk,-1906,Hari kerja,"pagi, malam",54546336.47,S-1,681,Diragukan,Gagal,Terlambat,2,17,Telepon,-7.36844,113.174762
8228746151393572,H. Ibrani Haryanto,perempuan,"Riau, 22-01-1989",34,"Gg. Kiaracondong No. 9
Sawahlunto, ST 17867",17867,14,15,Cerai mati,Buruh,Perum Januar Prasasta (Persero) Tbk,+62 (005) 886-2059,Hari kerja,malam,58782005.98732615,SMP,762,Macet,Gagal,Terlambat,16,20,Field,-7.197946,109.573244
7601699139578140,"Makuta Zulkarnain, S.Gz",laki-laki,"Kepulauan Riau, 05-07-1995",28,"Gg. Suryakencana No. 11
Sibolga, MU 54615",54615,7,20,Cerai hidup,Profesional,Perum Fujiati Haryanto (Persero) Tbk,-9426,Hari kerja,"pagi, malam",10961206.995978763,D-4,579,Dalam Perhatian Khusus,Berhasil,Tepat waktu,5,3,WhatsApp,-7.08372,108.421845
8896237757232000,"Ira Nurdiyanti, S.Ked",perempuan,"Sulawesi Utara, 05-02-1960",63,"Jalan Ahmad Dahlan No. 126
Ternate, LA 62871",62871,20,13,Menikah,Pegawai Swasta,Perum Suwarno,+62 (494) 030-3815,Hari kerja,"pagi, malam",90158096.77919815,S-1,543,Kurang Lancar,Berhasil,Terlambat,9,20,Telepon,-6.797365,111.222025
6808988848903857,"R. Gangsa Sihotang, M.Farm",perempuan,"Kalimantan Selatan, 31-03-1989",34,"Jalan Astana Anyar No. 88
Tebingtinggi, Sumatera Barat 21858",21858,16,1,Cerai hidup,Pegawai Negeri,PT Prabowo Hutasoit (Persero) Tbk,+62 (0014) 936-0528,Akhir pekan,"pagi, sore, malam",4844137.146298811,SMA,573,Diragukan,Gagal,Terlambat,14,3,Field,-6.305889,111.337233
4315761915279718,Lalita Dabukke,perempuan,"Sulawesi Utara, 10-08-1976",47,"Jalan Tebet Barat Dalam No. 40
Bekasi, SU 33352",33352,14,1,Belum menikah,Pegawai Swasta,PD Pratiwi,-9138,Hari kerja,"pagi, malam",87732963.5,S-3,620,Macet,Berhasil,Terlambat,2,23,Telepon,-7.99986,113.918432
6726008333972100,"Galiono Narpati, S.E.I",perempuan,"Papua Barat, 31-07-1974",49,"Jl. M.H Thamrin No. 785
Tual, PB 87780",87780,8,6,Menikah,Pegawai Swasta,CV Yuniar (Persero) Tbk,-4263,Hari kerja,"pagi, malam",60958595.35905074,SMA,472,Diragukan,Gagal,Terlambat,4,21,Telepon,-7.914873,111.361674
9413150634841485,Melinda Winarno,perempuan,"Lampung, 22-05-1960",63,"Jl. Dipenogoro No. 96
Solok, LA 66870",66870,19,10,Cerai hidup,Buruh,UD Hartati,+62 (0607) 709-0891,Hari kerja,malam,7689970.264185473,SMP,761,Lancar,Berhasil,Tepat waktu,0,3,WhatsApp,-8.081055,111.261534
1204155705717185,Dr. Agnes Wijaya,perempuan,"Nusa Tenggara Barat, 12-06-1995",28,"Gg. Ciumbuleuit No. 2
Sungai Penuh, SR 64765",64765,19,9,Menikah,Pegawai Swasta,Perum Wahyudin (Persero) Tbk,+62 (45) 985-1519,Hari kerja,"pagi, malam",128548137.4,SD,552,Diragukan,Gagal,Terlambat,11,38,Field,-6.316915,109.797024
1544745215533861,Cindy Lestari,laki-laki,"Kepulauan Bangka Belitung, 16-05-1991",32,"Jl. Rawamangun No. 3
Subulussalam, Sumatera Selatan 50765",50765,12,7,Belum menikah,Buruh,CV Maulana Simanjuntak,-5961,Hari kerja,malam,100353971.31341246,SMP,492,Macet,Berhasil,Tepat waktu,10,25,Telepon,-6.854982,106.435091
9706601180624226,Jayeng Pranowo,laki-laki,"Sumatera Utara, 04-02-2000",23,"Gg. Jamika No. 9
Bontang, KU 34931",34931,19,14,Belum menikah,Buruh,CV Mandala Tbk,+62 (97) 114-6994,Hari kerja,malam,84202214.00054598,S-2,571,Diragukan,Gagal,Terlambat,9,19,Field,-7.647861,108.681057
1194133947611826,"Victoria Siregar, S.Psi",perempuan,"Kalimantan Utara, 19-04-1969",54,"Jl. Jakarta No. 2
Probolinggo, PA 53413",53413,2,3,Menikah,Buruh,PT Marpaung,-2500,Akhir pekan,"pagi, malam",116283045.36998644,S-2,698,Diragukan,Gagal,Terlambat,15,23,Field,-6.768956,108.331486
3128523832069157,Raihan Pudjiastuti,perempuan,"Sulawesi Barat, 12-02-1993",30,"Gg. Joyoboyo No. 747
Pangkalpinang, Gorontalo 14474",14474,13,3,Cerai mati,Pengusaha,CV Kuswandari Natsir Tbk,+62 (102) 383 8068,Hari libur nasional/cuti bersama,"pagi, sore, malam",60292887.70164383,SMP,500,Dalam Perhatian Khusus,Berhasil,Tepat waktu,0,9,WhatsApp,-6.017221,107.379247
5687938642805387,Jarwa Yuniar,laki-laki,"Gorontalo, 16-06-1977",46,"Gang W.R. Supratman No. 002
Pekalongan, SU 51262",51262,20,10,Belum menikah,Buruh,PD Simanjuntak Aryani Tbk,+62 (295) 350 8710,Akhir pekan,"pagi, malam",108961920.00121818,S-1,452,Kurang Lancar,Gagal,Terlambat,23,22,Field,-6.185775,106.486441
9913725466039147,Kuncara Saputra,laki-laki,"Sulawesi Tengah, 27-08-1977",46,"Gang Rajawali Timur No. 30
Mojokerto, Kalimantan Selatan 32640",32640,8,7,Cerai mati,Profesional,CV Agustina (Persero) Tbk,-11136,Hari libur nasional/cuti bersama,"pagi, sore, malam",127589351.11285272,SMA,649,Macet,Berhasil,Tepat waktu,5,25,WhatsApp,-7.548957,105.950741
