debtor_name,debtor_gender,debtor_age,debtor_marital_status,number_of_number_of_dependents,debtor_education_level,employment_year,monthly_income,monthly_expenses,asset_value,down_payment_percentage,paid_down_payment,loan_amount,interest_rate,tenor,monthly_payment,loan_income_expenses_ratio,total_capital,clasify_total_capital,ses,default_risk,loan_purpose,default_score,default_potential,recommendation
"Asirwanda Wastuti, M.Farm",laki-laki,37,Sudah menikah,3,SD,3,5500000,2800000,250000000.0,0.2,70000000,280000000,4,72,4380651,162.25,126400000.0,Lemah,Sangat Rendah,Sangat Beresiko,kredit usaha,2550,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 280000000 dengan cicilan per bulan sebesar 4380651 dan bunga pertahun sebesar 4%."
Puspa Anggriawan,perempuan,30,Cerai Mati,3,SMA,3,4500000,1000000,110000000.0,0.2,16000000,64000000,6,48,1503042,42.94,110000000.0,Lemah,Menengah,Beresiko,kredit kendaraan bermotor,1400,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 64000000 dengan cicilan per bulan sebesar 1503042 dan bunga pertahun sebesar 6%."
R. Yani Waskita,laki-laki,42,Sudah menikah,1,S2,7,60000000,28100000,240000000.0,0.2,400000000,1600000000,5,300,9353441,29.32,1133800000.0,Sangat Kuat,Sangat Tinggi,Netral,kredit usaha,800,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 1600000000 dengan cicilan per bulan sebesar 9353441 dan bunga pertahun sebesar 5%."
Daniswara Dabukke,laki-laki,38,Sudah menikah,5,S1,2,13000000,5300000,610000000.0,0.2,600000,2400000,8,72,42080,0.55,311400000.0,Kuat,Sangat Tinggi,Sangat Baik,kredit usaha,100,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2400000 dengan cicilan per bulan sebesar 42080 dan bunga pertahun sebesar 8%."
"dr. Rina Lazuardi, S.Ked",laki-laki,35,Cerai Mati,0,D3,6,10500000,4000000,400000000.0,0.2,600000,2400000,8,72,42080,0.65,250000000.0,Kuat,Tinggi,Sangat Baik,kredit usaha,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2400000 dengan cicilan per bulan sebesar 42080 dan bunga pertahun sebesar 8%."
Tgk. Warji Simanjuntak,laki-laki,57,Belum menikah,0,D3,4,6500000,1400000,100000000.0,0.3,150000000,350000000,6,120,3885718,76.19,153200000.0,Cukup,Menengah,Sangat Beresiko,kredit properti,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan cicilan per bulan sebesar 3885718 dan bunga pertahun sebesar 6%."
"Puti Sarah Prabowo, S.H.",perempuan,32,Belum menikah,0,S1,4,14000000,7800000,460000000.0,0.3,150000000,350000000,10,120,4625276,74.6,292400000.0,Kuat,Tinggi,Sangat Beresiko,kredit properti,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan cicilan per bulan sebesar 4625276 dan bunga pertahun sebesar 10%."
"Tgk. Gaman Narpati, S.T.",perempuan,48,Sudah menikah,1,S1,5,23000000,11400000,390000000.0,0.25,125000000,375000000,8,72,6574965,56.68,459200000.0,Sangat Kuat,Tinggi,Beresiko,kredit kendaraan bermotor,1250,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 375000000 dengan cicilan per bulan sebesar 6574965 dan bunga pertahun sebesar 8%."
"Balapati Tamba, S.Pd",laki-laki,56,Sudah menikah,3,S1,8,37500000,16100000,260000000.0,0.15,450000,2550000,10,72,47241,0.22,740800000.0,Sangat Kuat,Tinggi,Sangat Baik,kredit usaha,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2550000 dengan cicilan per bulan sebesar 47241 dan bunga pertahun sebesar 10%."
"Parman Widiastuti, S.T.",laki-laki,39,Belum menikah,0,S1,6,19500000,8400000,450000000.0,0.25,125000000,375000000,10,120,4955653,44.65,418200000.0,Sangat Kuat,Tinggi,Beresiko,kredit properti,1150,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 375000000 dengan cicilan per bulan sebesar 4955653 dan bunga pertahun sebesar 10%."
Alika Maryati,perempuan,34,Sudah menikah,2,D4,5,18000000,4300000,440000000.0,0.3,150000000,350000000,6,120,3885718,28.36,429400000.0,Sangat Kuat,Tinggi,Netral,kredit properti,800,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan cicilan per bulan sebesar 3885718 dan bunga pertahun sebesar 6%."
Dr. Salsabila Pertiwi,laki-laki,44,Sudah menikah,5,S3,3,19500000,9600000,150000000.0,0.35,175000000,325000000,9,120,4116963,41.59,370800000.0,Sangat Kuat,Menengah,Beresiko,kredit properti,1400,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 325000000 dengan cicilan per bulan sebesar 4116963 dan bunga pertahun sebesar 9%."
R.A. Olivia Andriani,laki-laki,32,Belum menikah,0,SMA,5,8000000,4300000,120000000.0,0.2,70000000,280000000,6,72,4640409,125.42,157400000.0,Cukup,Sangat Rendah,Sangat Beresiko,kredit usaha,2550,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 280000000 dengan cicilan per bulan sebesar 4640409 dan bunga pertahun sebesar 6%."
dr. Elvina Padmasari,perempuan,21,Sudah menikah,3,D3,0,13500000,6200000,420000000.0,0.25,125000000,375000000,9,120,4750342,65.07,291600000.0,Kuat,Tinggi,Sangat Beresiko,kredit properti,1750,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 375000000 dengan cicilan per bulan sebesar 4750342 dan bunga pertahun sebesar 9%."
Victoria Yulianti,laki-laki,30,Sudah menikah,4,SMA,4,10000000,5800000,260000000.0,0.15,450000,2550000,10,72,47241,1.12,200400000.0,Cukup,Sangat Rendah,Sangat Baik,kredit usaha,750,Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2550000 dengan cicilan per bulan sebesar 47241 dan bunga pertahun sebesar 10%."
Dartono Puspita,laki-laki,18,Cerai Hidup,0,SMA,0,3500000,1200000,110000000.0,0.2,70000000,280000000,7,72,4773722,207.55,80600000.0,Sangat Lemah,Sangat Rendah,Sangat Beresiko,kredit usaha,2800,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 280000000 dengan cicilan per bulan sebesar 4773722 dan bunga pertahun sebesar 7%."
Paulin Lestari,perempuan,51,Cerai Hidup,1,S1,5,19500000,7500000,460000000.0,0.25,125000000,375000000,12,120,5380161,44.83,429000000.0,Sangat Kuat,Tinggi,Beresiko,kredit properti,1150,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 375000000 dengan cicilan per bulan sebesar 5380161 dan bunga pertahun sebesar 12%."
Hartaka Budiman,laki-laki,33,Sudah menikah,3,S1,8,25500000,7500000,560000000.0,0.15,450000,2550000,3,72,38744,0.22,586000000.0,Sangat Kuat,Sangat Tinggi,Sangat Baik,kredit usaha,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2550000 dengan cicilan per bulan sebesar 38744 dan bunga pertahun sebesar 3%."
Endra Purwanti,laki-laki,52,Belum menikah,0,D4,7,29000000,13500000,460000000.0,0.3,240000000,560000000,8,120,6794345,43.83,587000000.0,Sangat Kuat,Tinggi,Beresiko,kredit properti,1150,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 560000000 dengan cicilan per bulan sebesar 6794345 dan bunga pertahun sebesar 8%."
"Argono Kusumo, S.Psi",laki-laki,31,Sudah menikah,3,SMA,6,13500000,7600000,260000000.0,0.15,450000,2550000,9,72,45965,0.78,264800000.0,Kuat,Sangat Rendah,Sangat Baik,kredit usaha,750,Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2550000 dengan cicilan per bulan sebesar 45965 dan bunga pertahun sebesar 9%."
Muhammad Firgantoro,laki-laki,39,Sudah menikah,2,S1,5,19000000,4200000,80000000.0,0.2,600000,2400000,5,72,38652,0.26,418600000.0,Sangat Kuat,Menengah,Sangat Baik,kredit usaha,250,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2400000 dengan cicilan per bulan sebesar 38652 dan bunga pertahun sebesar 5%."
"T. Martana Adriansyah, M.Pd",perempuan,32,Belum menikah,0,S1,7,16000000,5100000,680000000.0,0.3,150000000,350000000,10,120,4625276,42.43,397800000.0,Sangat Kuat,Sangat Tinggi,Beresiko,kredit properti,1150,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan cicilan per bulan sebesar 4625276 dan bunga pertahun sebesar 10%."
Setya Megantara,perempuan,38,Belum menikah,0,S1,6,37000000,10100000,380000000.0,0.2,100000000,400000000,5,72,6441973,23.95,810800000.0,Sangat Kuat,Tinggi,Netral,kredit kendaraan bermotor,800,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 400000000 dengan cicilan per bulan sebesar 6441973 dan bunga pertahun sebesar 5%."
"Caket Putra, M.M.",laki-laki,24,Sudah menikah,1,S1,0,17000000,7900000,520000000.0,0.2,60000000,240000000,10,48,6087020,66.89,365200000.0,Sangat Kuat,Sangat Tinggi,Beresiko,kredit kendaraan bermotor,1200,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 240000000 dengan cicilan per bulan sebesar 6087020 dan bunga pertahun sebesar 10%."
Dewi Prasasta,perempuan,46,Sudah menikah,2,S2,3,13000000,5000000,450000000.0,0.2,600000,2400000,5,72,38652,0.48,300000000.0,Kuat,Tinggi,Sangat Baik,kredit usaha,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2400000 dengan cicilan per bulan sebesar 38652 dan bunga pertahun sebesar 5%."
Kamaria Situmorang,laki-laki,48,Belum menikah,0,SD,4,10000000,2400000,220000000.0,0.2,60000000,240000000,9,48,5972410,78.58,237200000.0,Cukup,Tinggi,Sangat Beresiko,kredit kendaraan bermotor,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 240000000 dengan cicilan per bulan sebesar 5972410 dan bunga pertahun sebesar 9%."
Juli Wahyuni,laki-laki,26,Belum menikah,0,S3,0,18500000,10800000,850000000.0,0.25,125000000,375000000,9,120,4750342,61.69,399400000.0,Sangat Kuat,Sangat Tinggi,Beresiko,kredit properti,1200,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 375000000 dengan cicilan per bulan sebesar 4750342 dan bunga pertahun sebesar 9%."
Farah Mahendra,laki-laki,18,Sudah menikah,5,SMA,0,3500000,1900000,80000000.0,0.2,16000000,64000000,11,48,1654113,103.38,69200000.0,Sangat Lemah,Sangat Rendah,Sangat Beresiko,kredit kendaraan bermotor,2800,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 64000000 dengan cicilan per bulan sebesar 1654113 dan bunga pertahun sebesar 11%."
Tgk. Kamaria Natsir,perempuan,51,Sudah menikah,5,S1,7,38500000,14800000,420000000.0,0.2,100000000,400000000,9,72,7210215,30.42,795400000.0,Sangat Kuat,Tinggi,Netral,kredit kendaraan bermotor,900,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 400000000 dengan cicilan per bulan sebesar 7210215 dan bunga pertahun sebesar 9%."
Nadia Prasetya,perempuan,28,Belum menikah,0,SMA,6,11000000,4500000,230000000.0,0.3,150000000,350000000,6,120,3885718,59.78,239000000.0,Cukup,Tinggi,Beresiko,kredit properti,1250,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan cicilan per bulan sebesar 3885718 dan bunga pertahun sebesar 6%."
R. Viktor Andriani,laki-laki,38,Sudah menikah,3,S3,5,30000000,9100000,330000000.0,0.2,100000000,400000000,10,72,7410335,35.46,648800000.0,Sangat Kuat,Menengah,Netral,kredit kendaraan bermotor,1150,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 400000000 dengan cicilan per bulan sebesar 7410335 dan bunga pertahun sebesar 10%."
Paiman Saragih,perempuan,56,Cerai Mati,3,SMA,8,4500000,2600000,160000000.0,0.3,150000000,350000000,9,120,4433652,233.35,100800000.0,Lemah,Sangat Rendah,Sangat Beresiko,kredit properti,2550,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan cicilan per bulan sebesar 4433652 dan bunga pertahun sebesar 9%."
"Puti Puti Tampubolon, S.Ked",laki-laki,29,Belum menikah,0,SMA,6,6000000,1300000,280000000.0,0.2,16000000,64000000,7,48,1532560,32.61,162400000.0,Cukup,Tinggi,Baik,kredit kendaraan bermotor,350,Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 64000000 dengan cicilan per bulan sebesar 1532560 dan bunga pertahun sebesar 7%."
Tiara Namaga,laki-laki,31,Sudah menikah,1,S1,1,5500000,2300000,270000000.0,0.3,150000000,350000000,9,120,4433652,138.55,132400000.0,Lemah,Menengah,Sangat Beresiko,kredit properti,2150,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan cicilan per bulan sebesar 4433652 dan bunga pertahun sebesar 9%."
dr. Kasim Pratiwi,laki-laki,42,Belum menikah,0,S2,6,51000000,12800000,320000000.0,0.25,500000000,1500000000,6,240,10746466,28.13,1108400000.0,Sangat Kuat,Sangat Tinggi,Netral,kredit properti,800,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 1500000000 dengan cicilan per bulan sebesar 10746466 dan bunga pertahun sebesar 6%."
"Samsul Rahimah, S.IP",perempuan,29,Cerai Hidup,3,SMA,6,13000000,5500000,130000000.0,0.2,60000000,240000000,9,48,5972410,79.63,265000000.0,Kuat,Menengah,Sangat Beresiko,kredit kendaraan bermotor,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 240000000 dengan cicilan per bulan sebesar 5972410 dan bunga pertahun sebesar 9%."
"Drs. Aisyah Rahmawati, M.M.",perempuan,36,Sudah menikah,2,SMA,6,4500000,2300000,270000000.0,0.15,52500000,297500000,7,72,5072079,230.55,113400000.0,Lemah,Sangat Rendah,Sangat Beresiko,kredit usaha,2550,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 297500000 dengan cicilan per bulan sebesar 5072079 dan bunga pertahun sebesar 7%."
Pangeran Dabukke,perempuan,27,Belum menikah,0,S1,3,5000000,1900000,140000000.0,0.15,52500000,297500000,4,72,4654442,150.14,114200000.0,Lemah,Menengah,Sangat Beresiko,kredit usaha,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 297500000 dengan cicilan per bulan sebesar 4654442 dan bunga pertahun sebesar 4%."
"Cut Elisa Nugroho, S.Pt",laki-laki,39,Sudah menikah,5,S1,6,36500000,16200000,110000000.0,0.15,450000,2550000,3,72,38744,0.19,698600000.0,Sangat Kuat,Tinggi,Sangat Baik,kredit usaha,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2550000 dengan cicilan per bulan sebesar 38744 dan bunga pertahun sebesar 3%."
Rahmi Yulianti,laki-laki,47,Sudah menikah,1,S1,3,9000000,5300000,440000000.0,0.2,16000000,64000000,8,48,1562427,42.23,199400000.0,Cukup,Tinggi,Baik,kredit kendaraan bermotor,350,Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 64000000 dengan cicilan per bulan sebesar 1562427 dan bunga pertahun sebesar 8%."
Zahra Maheswara,laki-laki,27,Sudah menikah,5,S3,0,19000000,7700000,960000000.0,0.15,450000,2550000,5,72,41068,0.36,459600000.0,Sangat Kuat,Sangat Tinggi,Sangat Baik,kredit usaha,250,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 2550000 dengan cicilan per bulan sebesar 41068 dan bunga pertahun sebesar 5%."
Hj. Nova Andriani,perempuan,49,Sudah menikah,5,D4,5,21500000,12500000,680000000.0,0.3,240000000,560000000,9,120,7093843,78.82,439000000.0,Sangat Kuat,Sangat Tinggi,Sangat Beresiko,kredit properti,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 560000000 dengan cicilan per bulan sebesar 7093843 dan bunga pertahun sebesar 9%."
Ajeng Wibowo,perempuan,51,Sudah menikah,1,SMA,7,7000000,2500000,260000000.0,0.2,16000000,64000000,6,48,1503042,33.4,171000000.0,Cukup,Tinggi,Baik,kredit kendaraan bermotor,350,Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 64000000 dengan cicilan per bulan sebesar 1503042 dan bunga pertahun sebesar 6%."
Ade Utami,laki-laki,42,Belum menikah,0,D4,8,15000000,8000000,190000000.0,0.25,125000000,375000000,7,120,4354068,62.2,291000000.0,Kuat,Menengah,Sangat Beresiko,kredit properti,1750,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 375000000 dengan cicilan per bulan sebesar 4354068 dan bunga pertahun sebesar 7%."
"Drs. Bakiono Hutagalung, M.TI.",perempuan,32,Sudah menikah,3,D4,5,15500000,7900000,370000000.0,0.25,125000000,375000000,10,120,4955653,65.21,319200000.0,Kuat,Tinggi,Sangat Beresiko,kredit properti,1500,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 375000000 dengan cicilan per bulan sebesar 4955653 dan bunga pertahun sebesar 10%."
Ella Wibowo,laki-laki,36,Sudah menikah,3,SMA,5,9500000,4900000,180000000.0,0.3,150000000,350000000,12,120,5021483,109.16,192200000.0,Cukup,Sangat Rendah,Sangat Beresiko,kredit properti,2550,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan cicilan per bulan sebesar 5021483 dan bunga pertahun sebesar 12%."
"R.A. Aurora Nainggolan, S.Pt",perempuan,20,Sudah menikah,1,SMA,0,3500000,2100000,190000000.0,0.3,150000000,350000000,10,120,4625276,330.38,77800000.0,Sangat Lemah,Sangat Rendah,Sangat Beresiko,kredit properti,2800,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan cicilan per bulan sebesar 4625276 dan bunga pertahun sebesar 10%."
Zulfa Yuliarti,laki-laki,40,Sudah menikah,1,S3,8,34500000,19800000,320000000.0,0.25,200000000,600000000,10,120,7929044,53.94,630400000.0,Sangat Kuat,Menengah,Beresiko,kredit properti,1500,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 600000000 dengan cicilan per bulan sebesar 7929044 dan bunga pertahun sebesar 10%."
"drg. Indah Oktaviani, S.Pd",perempuan,50,Belum menikah,0,S1,5,13500000,6700000,530000000.0,0.3,150000000,350000000,12,120,5021483,73.85,301600000.0,Kuat,Sangat Tinggi,Sangat Beresiko,kredit properti,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan cicilan per bulan sebesar 5021483 dan bunga pertahun sebesar 12%."
"H. Kenzie Latupono, S.Psi",perempuan,38,Belum menikah,0,SMA,3,3500000,1800000,290000000.0,0.3,150000000,350000000,10,120,4625276,272.08,94400000.0,Sangat Lemah,Sangat Rendah,Sangat Beresiko,kredit properti,2550,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan cicilan per bulan sebesar 4625276 dan bunga pertahun sebesar 10%."
