debtor_name,debtor_gender,debtor_age,debtor_marital_status,number_of_number_of_dependents,debtor_education_level,employment_year,monthly_income,monthly_expenses,asset_value,down_payment_percentage,paid_down_payment,loan_amount,interest_rate,tenor,monthly_payment,loan_income_expenses_ratio,total_capital,clasify_total_capital,ses,default_risk,loan_purpose,default_score,default_potential,recommendation
Galak Wahyuni,laki-laki,26,Sudah menikah,2,SMA,6,12000000,6900000,160000000.0,0.2,60000000,240000000,10,48,6087020.02,119.35,227200000.0,Cukup,Sangat Rendah,Sangat Beresiko,kredit kendaraan bermotor,2550,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 300000000 dengan bunga sebesar 10% dengan cicilan selama 48 bulan"
"Patricia Hidayat, S.Farm",perempuan,47,Sudah menikah,4,SMA,5,6500000,3300000,110000000.0,0.35,175000000,325000000,12,120,4662805.82,145.71,132400000.0,Lemah,Sangat Rendah,Sangat Beresiko,kredit properti,2550,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 12% dengan cicilan selama 120 bulan"
Vero Winarno,laki-laki,23,Sudah menikah,3,S1,0,13000000,5300000,600000000.0,0.2,60000000,240000000,10,48,6087020.02,79.05,308400000.0,Kuat,Sangat Tinggi,Beresiko,kredit kendaraan bermotor,1500,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 300000000 dengan bunga sebesar 10% dengan cicilan selama 48 bulan"
"Dirja Suwarno, M.TI.",perempuan,22,Sudah menikah,3,D3,0,14000000,3400000,170000000.0,0.2,60000000,240000000,5,48,5527030.46,52.14,312200000.0,Kuat,Menengah,Beresiko,kredit kendaraan bermotor,1750,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 300000000 dengan bunga sebesar 5% dengan cicilan selama 48 bulan"
Luis Nasyiah,laki-laki,42,Sudah menikah,1,SMA,8,13000000,7200000,260000000.0,0.3,150000000,350000000,12,120,5021483.19,86.58,259600000.0,Kuat,Sangat Rendah,Sangat Beresiko,kredit properti,2550,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 12% dengan cicilan selama 120 bulan"
Clara Winarsih,perempuan,21,Belum menikah,0,SMA,1,5500000,1200000,150000000.0,0.25,125000000,375000000,9,120,4750341.52,110.47,133600000.0,Lemah,Menengah,Sangat Beresiko,kredit properti,2150,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 9% dengan cicilan selama 120 bulan"
"Drs. Edi Usamah, M.Farm",laki-laki,11,Sudah menikah,3,SD,0,4000000,1000000,120000000.0,0.35,175000000,325000000,8,120,3943146.82,131.44,96000000.0,Sangat Lemah,Menengah,Sangat Beresiko,kredit properti,2300,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 8% dengan cicilan selama 120 bulan"
"Satya Irawan, S.Pt",laki-laki,37,Belum menikah,0,D4,2,12500000,7200000,430000000.0,0.2,600000,2400000,5,72,38651.84,0.73,258600000.0,Kuat,Tinggi,Sangat Baik,kredit usaha,100,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 5% dengan cicilan selama 72 bulan"
Widya Riyanti,perempuan,34,Sudah menikah,2,S1,5,17000000,9500000,230000000.0,0.2,60000000,240000000,6,48,5636406.97,75.15,322000000.0,Kuat,Menengah,Sangat Beresiko,kredit kendaraan bermotor,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 300000000 dengan bunga sebesar 6% dengan cicilan selama 48 bulan"
Umay Kuswandari,laki-laki,29,Cerai Mati,0,S1,5,7000000,1900000,440000000.0,0.2,16000000,64000000,5,48,1473874.79,28.9,194200000.0,Cukup,Tinggi,Sangat Baik,kredit kendaraan bermotor,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 80000000 dengan bunga sebesar 5% dengan cicilan selama 48 bulan"
dr. Wardi Hasanah,perempuan,29,Sudah menikah,3,D4,5,20500000,10700000,110000000.0,0.2,600000,2400000,6,72,39774.93,0.41,379600000.0,Sangat Kuat,Tinggi,Sangat Baik,kredit usaha,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 6% dengan cicilan selama 72 bulan"
Tgk. Yosef Anggraini,perempuan,15,Sudah menikah,4,SMP,0,4000000,1600000,100000000.0,0.3,150000000,350000000,8,120,4246465.8,176.94,86800000.0,Sangat Lemah,Menengah,Sangat Beresiko,kredit properti,2300,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 8% dengan cicilan selama 120 bulan"
Vero Maryadi,perempuan,31,Sudah menikah,3,D3,6,5500000,3300000,390000000.0,0.15,52500000,297500000,5,72,4791217.47,217.78,137400000.0,Lemah,Tinggi,Sangat Beresiko,kredit usaha,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 5% dengan cicilan selama 72 bulan"
Yessi Yolanda,laki-laki,40,Cerai Hidup,0,S1,9,22000000,11500000,260000000.0,0.2,600000,2400000,3,72,36464.82,0.35,425000000.0,Sangat Kuat,Menengah,Sangat Baik,kredit usaha,250,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 3% dengan cicilan selama 72 bulan"
Sidiq Siregar,perempuan,35,Belum menikah,0,SMP,8,5500000,3200000,90000000.0,0.3,150000000,350000000,9,120,4433652.08,192.77,110600000.0,Lemah,Sangat Rendah,Sangat Beresiko,kredit properti,2550,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 9% dengan cicilan selama 120 bulan"
Yono Wibisono,perempuan,32,Sudah menikah,1,S1,4,7000000,3300000,450000000.0,0.2,70000000,280000000,6,72,4640408.61,125.42,177400000.0,Cukup,Tinggi,Sangat Beresiko,kredit usaha,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 6% dengan cicilan selama 72 bulan"
Rosman Habibi,perempuan,24,Belum menikah,0,D4,0,17000000,4200000,490000000.0,0.3,150000000,350000000,12,120,5021483.19,39.23,406600000.0,Sangat Kuat,Tinggi,Netral,kredit properti,1150,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 12% dengan cicilan selama 120 bulan"
"Ir. Amalia Mulyani, M.Kom.",perempuan,47,Sudah menikah,1,SMP,4,5500000,1700000,110000000.0,0.3,150000000,350000000,8,120,4246465.8,111.75,126600000.0,Lemah,Menengah,Sangat Beresiko,kredit properti,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 8% dengan cicilan selama 120 bulan"
Jane Purnawati,perempuan,30,Sudah menikah,2,S2,3,18500000,8100000,540000000.0,0.2,600000,2400000,8,72,42079.78,0.4,403800000.0,Sangat Kuat,Sangat Tinggi,Sangat Baik,kredit usaha,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 8% dengan cicilan selama 72 bulan"
Betania Hidayat,laki-laki,39,Belum menikah,0,S1,4,21500000,8300000,150000000.0,0.2,600000,2400000,9,72,43261.29,0.33,435400000.0,Sangat Kuat,Menengah,Sangat Baik,kredit usaha,250,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 9% dengan cicilan selama 72 bulan"
R. Tantri Laksita,perempuan,28,Sudah menikah,2,D3,3,6500000,1300000,120000000.0,0.2,16000000,64000000,12,48,1685365.47,32.41,155400000.0,Cukup,Menengah,Netral,kredit kendaraan bermotor,1150,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 80000000 dengan bunga sebesar 12% dengan cicilan selama 48 bulan"
"H. Rahmat Pangestu, S.H.",laki-laki,24,Sudah menikah,4,S1,0,8000000,2400000,680000000.0,0.25,125000000,375000000,8,120,4549784.79,81.25,231200000.0,Cukup,Sangat Tinggi,Sangat Beresiko,kredit properti,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 8% dengan cicilan selama 120 bulan"
"Carla Yuniar, S.T.",laki-laki,50,Belum menikah,0,D4,5,10500000,5300000,600000000.0,0.15,450000,2550000,7,72,43474.97,0.84,253400000.0,Kuat,Sangat Tinggi,Sangat Baik,kredit usaha,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 7% dengan cicilan selama 72 bulan"
Mila Prasetyo,perempuan,39,Sudah menikah,3,SMA,5,6500000,3500000,80000000.0,0.25,125000000,375000000,9,120,4750341.52,158.34,127000000.0,Lemah,Sangat Rendah,Sangat Beresiko,kredit properti,2550,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 9% dengan cicilan selama 120 bulan"
"Dalimin Haryanti, M.Pd",perempuan,31,Sudah menikah,5,SMA,2,5000000,2200000,240000000.0,0.3,150000000,350000000,10,120,4625275.79,165.19,119600000.0,Lemah,Tinggi,Sangat Beresiko,kredit properti,1900,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 10% dengan cicilan selama 120 bulan"
Drs. Gangsar Habibi,perempuan,21,Cerai Mati,0,SMA,1,4500000,1500000,240000000.0,0.2,70000000,280000000,10,72,5187234.58,172.91,115000000.0,Lemah,Tinggi,Sangat Beresiko,kredit usaha,1900,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 10% dengan cicilan selama 72 bulan"
Marwata Adriansyah,laki-laki,49,Sudah menikah,2,SMA,5,6500000,1700000,80000000.0,0.25,125000000,375000000,11,120,5165625.42,107.62,148600000.0,Lemah,Rendah,Sangat Beresiko,kredit properti,2300,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 11% dengan cicilan selama 120 bulan"
Nrima Marbun,laki-laki,45,Belum menikah,0,D4,2,14500000,4400000,310000000.0,0.3,150000000,350000000,12,120,5021483.19,49.72,328200000.0,Kuat,Tinggi,Beresiko,kredit properti,1250,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 12% dengan cicilan selama 120 bulan"
Cakrabirawa Latupono,laki-laki,36,Sudah menikah,2,S2,9,38000000,12600000,550000000.0,0.15,450000,2550000,9,72,45965.12,0.18,824800000.0,Sangat Kuat,Sangat Tinggi,Sangat Baik,kredit usaha,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 9% dengan cicilan selama 72 bulan"
dr. Darsirah Iswahyudi,laki-laki,17,Sudah menikah,4,SMA,0,3500000,2100000,120000000.0,0.25,125000000,375000000,8,120,4549784.79,324.98,70800000.0,Sangat Lemah,Sangat Rendah,Sangat Beresiko,kredit properti,2800,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 8% dengan cicilan selama 120 bulan"
"Dt. Kariman Pudjiastuti, M.Kom.",perempuan,30,Sudah menikah,5,SMA,6,8500000,3500000,140000000.0,0.3,150000000,350000000,11,120,4821250.4,96.43,182000000.0,Cukup,Menengah,Sangat Beresiko,kredit properti,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 11% dengan cicilan selama 120 bulan"
"Dt. Omar Purwanti, S.E.",perempuan,49,Cerai Hidup,2,S1,4,13000000,3700000,190000000.0,0.3,150000000,350000000,12,120,5021483.19,53.99,290600000.0,Kuat,Menengah,Beresiko,kredit properti,1500,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 12% dengan cicilan selama 120 bulan"
Lintang Nurdiyanti,laki-laki,50,Sudah menikah,2,D4,8,35500000,18300000,150000000.0,0.2,100000000,400000000,8,72,7013296.24,40.77,655400000.0,Sangat Kuat,Tinggi,Beresiko,kredit kendaraan bermotor,1150,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 8% dengan cicilan selama 72 bulan"
"Mursinin Hartati, S.Pd",perempuan,38,Sudah menikah,2,S1,3,15500000,6000000,170000000.0,0.2,60000000,240000000,10,48,6087020.02,64.07,320000000.0,Kuat,Menengah,Sangat Beresiko,kredit kendaraan bermotor,1750,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 300000000 dengan bunga sebesar 10% dengan cicilan selama 48 bulan"
Kawaca Sirait,perempuan,47,Belum menikah,0,SMA,5,5000000,1200000,80000000.0,0.3,150000000,350000000,7,120,4063796.77,106.94,118600000.0,Lemah,Rendah,Sangat Beresiko,kredit properti,2300,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 7% dengan cicilan selama 120 bulan"
Wirda Hutagalung,perempuan,30,Sudah menikah,5,SMA,7,8000000,1600000,120000000.0,0.25,87500000,262500000,7,72,4475364.2,69.93,191800000.0,Cukup,Menengah,Sangat Beresiko,kredit usaha,1750,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 7% dengan cicilan selama 72 bulan"
"Salimah Mustofa, S.I.Kom",perempuan,25,Sudah menikah,1,S1,1,9000000,2400000,410000000.0,0.2,16000000,64000000,9,48,1592642.71,24.13,229200000.0,Cukup,Tinggi,Sangat Baik,kredit kendaraan bermotor,100,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 80000000 dengan bunga sebesar 9% dengan cicilan selama 48 bulan"
Dr. Rafi Hidayanto,laki-laki,29,Cerai Mati,3,D4,5,24500000,6900000,380000000.0,0.2,600000,2400000,8,72,42079.78,0.24,548200000.0,Sangat Kuat,Tinggi,Sangat Baik,kredit usaha,0,Sangat Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 8% dengan cicilan selama 72 bulan"
Ir. Natalia Pratama,perempuan,39,Sudah menikah,2,SMA,3,6000000,3100000,290000000.0,0.3,150000000,350000000,11,120,4821250.4,166.25,138800000.0,Lemah,Sangat Rendah,Sangat Beresiko,kredit properti,2550,Suspicious,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 11% dengan cicilan selama 120 bulan"
"Syahrini Megantara, M.Pd",perempuan,38,Sudah menikah,2,S1,6,32000000,10900000,630000000.0,0.3,240000000,560000000,8,120,6794345.28,32.2,706200000.0,Sangat Kuat,Sangat Tinggi,Netral,kredit properti,900,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 800000000 dengan bunga sebesar 8% dengan cicilan selama 120 bulan"
"Drs. Kusuma Nasyiah, S.Psi",perempuan,19,Sudah menikah,5,SMA,0,5500000,1900000,240000000.0,0.15,52500000,297500000,3,72,4520118.56,125.56,133200000.0,Lemah,Tinggi,Sangat Beresiko,kredit usaha,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 3% dengan cicilan selama 72 bulan"
Cut Ratna Zulkarnain,perempuan,26,Sudah menikah,4,S1,2,8500000,2300000,460000000.0,0.3,150000000,350000000,12,120,5021483.19,80.99,224400000.0,Cukup,Tinggi,Sangat Beresiko,kredit properti,1900,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 12% dengan cicilan selama 120 bulan"
Erik Rajata,perempuan,35,Belum menikah,0,SMA,9,9500000,4200000,250000000.0,0.2,70000000,280000000,8,72,4909307.37,92.63,211600000.0,Cukup,Tinggi,Sangat Beresiko,kredit usaha,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 350000000 dengan bunga sebesar 8% dengan cicilan selama 72 bulan"
"H. Lamar Mangunsong, M.Kom.",perempuan,30,Sudah menikah,1,S2,1,19000000,3900000,600000000.0,0.25,125000000,375000000,11,120,5165625.42,34.21,470200000.0,Sangat Kuat,Sangat Tinggi,Netral,kredit properti,1000,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 11% dengan cicilan selama 120 bulan"
Darmana Novitasari,laki-laki,37,Sudah menikah,1,SMA,6,11500000,5400000,100000000.0,0.2,60000000,240000000,5,48,5527030.46,90.61,227200000.0,Cukup,Menengah,Sangat Beresiko,kredit kendaraan bermotor,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 300000000 dengan bunga sebesar 5% dengan cicilan selama 48 bulan"
"Dr. Lili Utama, S.Pt",perempuan,37,Sudah menikah,1,S2,2,11000000,4700000,130000000.0,0.3,150000000,350000000,10,120,4625275.79,73.42,222600000.0,Cukup,Menengah,Sangat Beresiko,kredit properti,2150,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 10% dengan cicilan selama 120 bulan"
"R. Dono Prasasta, M.Kom.",perempuan,51,Cerai Hidup,3,S1,3,7000000,2500000,600000000.0,0.3,150000000,350000000,10,120,4625275.79,102.78,201000000.0,Cukup,Sangat Tinggi,Sangat Beresiko,kredit properti,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 10% dengan cicilan selama 120 bulan"
dr. Kamila Mulyani,perempuan,45,Belum menikah,0,SMA,6,13500000,8000000,80000000.0,0.2,600000,2400000,8,72,42079.78,0.77,242000000.0,Cukup,Sangat Rendah,Sangat Baik,kredit usaha,750,Baik,"Berdasarkan analisis kami untuk tujuan peminjaman kredit usaha, kami merekomendasikan jumlah maksimal pinjaman 3000000 dengan bunga sebesar 8% dengan cicilan selama 72 bulan"
Melinda Rajata,perempuan,32,Sudah menikah,3,D4,7,21500000,10400000,570000000.0,0.3,240000000,560000000,12,120,8034373.11,72.38,455200000.0,Sangat Kuat,Sangat Tinggi,Sangat Beresiko,kredit properti,1800,Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 800000000 dengan bunga sebesar 12% dengan cicilan selama 120 bulan"
"Adhiarja Lailasari, S.I.Kom",perempuan,27,Cerai Mati,1,D4,3,15500000,4000000,500000000.0,0.3,150000000,350000000,8,120,4246465.8,36.93,377000000.0,Sangat Kuat,Sangat Tinggi,Netral,kredit properti,900,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 8% dengan cicilan selama 120 bulan"
"Cut Hani Nainggolan, S.E.I",laki-laki,39,Sudah menikah,1,SMA,9,5000000,1200000,180000000.0,0.3,150000000,350000000,6,120,3885717.57,102.26,132600000.0,Lemah,Menengah,Sangat Beresiko,kredit properti,2050,Sangat Buruk,"Berdasarkan analisis kami untuk tujuan peminjaman kredit properti, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 6% dengan cicilan selama 120 bulan"
Rahmat Natsir,perempuan,31,Sudah menikah,4,S2,4,27500000,11400000,620000000.0,0.2,100000000,400000000,9,72,7210214.87,44.78,589200000.0,Sangat Kuat,Sangat Tinggi,Beresiko,kredit kendaraan bermotor,1150,Netral,"Berdasarkan analisis kami untuk tujuan peminjaman kredit kendaraan bermotor, kami merekomendasikan jumlah maksimal pinjaman 500000000 dengan bunga sebesar 9% dengan cicilan selama 72 bulan"
