debtor_nik,debtor_name,debtor_gender,debtor_birth_place,debtor_age,debtor_address,debtor_zip,debtor_rt,debtor_rw,debtor_marital_status,num_of_dependents,debtor_education_level,debtor_occupation,debtor_company,debtor_number,monthly_income,monthly_expense,loan_type,debtor_tenor,loan_amount,payment_history_jan,payment_history_feb,payment_history_mar,payment_history_apr,payment_history_may,payment_history_jun,payment_history_jul,payment_history_aug,payment_history_sep,payment_history_oct,payment_history_nov,payment_history_dec,debtor_aging,transaction_frequency,remaining_loan,billing_frequency,billing_type,debtor_response,consumerism_level,debtor_mode,collector_type,collector_reputation,collector_fee,transportation_type,distance,travel_frequency,transportation_cost,remedial_score,remedial_label
5803095020482133,Soleh Mustofa,perempuan,"Aceh, 03-05-1980",39,"Gang Lembong No. 968
Balikpapan, GO 25444",25444,15,13,Menikah,3,S1,Pegawai Swasta,UD Halim Nuraini (Persero) Tbk,+62 (015) 858 1155,4827409,3379186,Kartu Kredit,17,24931435,0,0,0,1,2,3,2,2,2,1,2,3,DPK,9,11897428,3,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,7718959,Motor,230,2,275169,444,No Remedial
7406189333273434,"Yessi Thamrin, S.E.",laki-laki,"Papua Barat, 17-06-1996",39,"Jl. Moch. Ramdan No. 69
Dumai, JA 13288",13288,6,11,Belum Menikah,0,D3,Pegawai Negeri,CV Nashiruddin Manullang (Persero) Tbk,+62 (411) 086 3714,4751920,1900768,Pinjaman Bisnis,20,57213760,1,1,0,0,0,0,0,0,0,0,1,2,DPK,10,28702240,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Cukup,8503037,Motor,219,2,248369,833,Remedial
8316214771877804,Mustofa Palastri,laki-laki,"Kalimantan Utara, 05-03-1970",34,"Gg. Cihampelas No. 52
Langsa, NT 54833",54833,11,7,Menikah,3,S1,Pegawai Negeri,UD Pratiwi Pradipta,+62 (80) 325 8840,5051949,3536364,Pinjaman Pribadi,17,25894417,0,0,0,0,0,1,0,0,0,1,2,3,DPK,9,12254152,1,Surat,Positif,Rendah,Membayar utang,Komunikasi,Baik,7233999,Mobil,237,2,320365,777,Remedial
5037049423786824,"Hilda Widiastuti, S.Pt",perempuan,"Kepulauan Bangka Belitung, 17-11-1992",30,"Gg. Indragiri No. 133
Kota Administrasi Jakarta Barat, Papua Barat 97413",97413,13,12,Menikah,3,S1,Pegawai Swasta,CV Melani Purnawati,+62-13-479-0986,5124983,3587488,Kartu Kredit,17,26468269,0,0,1,1,1,0,0,1,1,1,1,0,Lancar,12,0,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,7009435,Mobil,178,2,291496,388,No Remedial
7984818919556660,Ibrahim Firmansyah,laki-laki,"Jawa Timur, 08-06-1994",36,"Jalan Jayawijaya No. 16
Prabumulih, Maluku Utara 75263",75263,17,7,Menikah,3,S1,Pegawai Negeri,Perum Padmasari Saputra,+62-29-670-2515,6679617,4675732,Pinjaman Bisnis,15,30158805,0,1,1,0,0,1,2,2,3,4,4,5,Diragukan,7,16131610,1,Wakil,Positif,Rendah,Membayar utang,Penagihan utang,Baik,8349379,Mobil,178,2,275875,555,No Remedial
6350331674136334,Sabrina Zulaika,perempuan,"Gorontalo, 19-09-1966",50,"Gang R.E Martadinata No. 8
Pariaman, Papua 91291",91291,6,17,Menikah,3,S1,Pegawai Negeri,CV Purnawati,+62 (02) 785-1261,5722120,4005484,Pinjaman Pribadi,21,36230502,1,0,0,0,0,1,1,2,2,3,3,4,Kurang Lancar,8,22497414,3,Wakil,Positif,Rendah,Membayar utang,Penagihan utang,Cukup,8386055,Mobil,248,2,314904,611,No Remedial
5742679577866396,Salimah Lestari,laki-laki,"Sulawesi Tengah, 22-08-1990",47,"Gg. Jend. Sudirman No. 8
Sawahlunto, Sumatera Utara 87368",87368,13,7,Cerai Hidup,3,S1,Pegawai Negeri,UD Puspita,+62 (27) 356-1092,5645148,3951604,Pinjaman Pribadi,20,34041080,0,0,0,0,0,0,0,0,0,1,0,1,DPK,11,15412096,1,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Baik,7594506,Mobil,175,2,297198,833,Remedial
5489854389589191,Salsabila Nababan,perempuan,"Aceh, 22-07-1996",33,"Jalan Bangka Raya No. 5
Palopo, Jawa Timur 64970",64970,7,13,Menikah,3,S1,Pegawai Swasta,PD Nasyiah Novitasari Tbk,+62 (0725) 134-7237,4054595,2838216,Pinjaman Pribadi,18,22004838,0,0,0,1,0,1,1,1,1,0,1,2,DPK,10,9841048,1,Surat,Positif,Rendah,Membayar utang,Komunikasi,Baik,8109792,Mobil,204,2,261152,833,Remedial
3327429592998011,Yuni Sihombing,laki-laki,"Sumatera Barat, 21-10-1976",51,"Jalan Ciumbuleuit No. 31
Tegal, Kalimantan Utara 73252",73252,12,18,Belum Menikah,0,S1,Pegawai Swasta,PD Saputra,+62 (44) 160-2078,3815740,1526296,Pinjaman Pribadi,18,41417082,0,1,0,0,1,2,3,4,4,5,4,4,Kurang Lancar,8,23101530,2,Wakil,Positif,Rendah,Membayar utang,Penagihan utang,Buruk,7125895,Mobil,220,2,270954,833,Remedial
4485143554733245,Eka Marbun,perempuan,"Kepulauan Riau, 16-11-1969",30,"Jl. Pacuan Kuda No. 05
Pariaman, BT 41144",41144,10,3,Cerai Hidup,3,D3,Pegawai Negeri,PD Latupono Hutapea (Persero) Tbk,+62-328-087-1267,5326510,3728557,Pinjaman Pribadi,20,32119660,1,0,1,2,3,3,2,3,4,4,5,4,Kurang Lancar,8,19336036,2,Wakil,Positif,Rendah,Membayar utang,Penagihan utang,Buruk,7203578,Mobil,185,2,297405,666,No Remedial
7077899665233254,Jagaraga Hardiansyah,perempuan,"Bengkulu, 14-07-1981",46,"Jalan Kapten Muslihat No. 447
Kotamobagu, SU 82534",82534,17,17,Menikah,3,S1,Pegawai Swasta,CV Pangestu Hidayanto,+62 (0569) 202 5656,5306364,3714455,Kartu Kredit,18,29017080,0,0,1,0,0,1,2,1,1,2,2,2,DPK,10,13097990,3,Surat,Positif,Rendah,Membayar utang,Komunikasi,Cukup,6729330,Mobil,215,2,329139,500,No Remedial
8393538880600376,Danuja Tampubolon,laki-laki,"Sulawesi Selatan, 17-09-1983",40,"Gg. Rajawali Barat No. 0
Yogyakarta, SU 09295",9295,14,10,Belum Menikah,0,D3,Pegawai Swasta,PT Dongoran Mansur (Persero) Tbk,+62-0499-091-4588,4701083,1880433,Pinjaman Pribadi,19,53861656,0,1,0,0,0,1,0,1,0,0,1,1,DPK,11,22834506,3,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Baik,8521747,Mobil,212,2,272213,888,Remedial
2297421563335561,Zulaikha Wahyudin,laki-laki,"Jawa Tengah, 22-04-1965",34,"Jalan R.E Martadinata No. 2
Kota Administrasi Jakarta Pusat, JA 55404",55404,11,1,Belum Menikah,0,D3,Pegawai Swasta,PT Kusmawati Rahmawati Tbk,+62-050-894-2334,4826887,1930755,Pinjaman Pribadi,19,55303015,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,12,0,2,Telepon,Positif,Sedang,Membayar utang,Komunikasi,Baik,7617340,Mobil,186,2,282718,666,No Remedial
3486642267039591,Kenes Lestari,laki-laki,"Maluku, 03-09-1979",41,"Jalan Jend. Sudirman No. 71
Tangerang Selatan, JB 83545",83545,14,18,Menikah,3,D3,Pegawai Swasta,PT Marpaung Tbk,+62-533-838-9370,3497437,2448206,Pinjaman Bisnis,21,22107540,1,1,1,1,1,0,1,0,0,0,0,1,DPK,11,10565999,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Baik,8078343,Mobil,195,2,264395,666,No Remedial
9796438067686348,Tgk. Lasmanto Maulana,perempuan,"Sumatera Barat, 13-03-1960",41,"Gang Kapten Muslihat No. 531
Makassar, PB 45959",45959,1,3,Belum Menikah,0,S1,Pegawai Swasta,PT Mandasari Tbk,+62 (0088) 620-7201,4291115,1716446,Pinjaman Pribadi,20,51752140,0,1,2,1,1,1,0,0,0,1,0,1,DPK,11,23430781,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,7978950,Mobil,205,2,381052,944,Remedial
2799300546741350,Lintang Mandasari,laki-laki,"Kalimantan Timur, 28-11-1998",44,"Gang Jend. Sudirman No. 30
Tual, Sulawesi Tengah 59893",59893,3,2,Menikah,3,D3,Pegawai Negeri,Perum Aryani Puspita Tbk,+62-0373-968-5726,5136384,3595469,Pinjaman Bisnis,18,27829242,1,2,3,2,2,2,1,2,1,0,1,1,DPK,11,10879177,1,Surat,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,7626213,Mobil,191,2,270233,722,Remedial
8147585582880759,Rini Siregar,perempuan,"Jawa Barat, 20-03-1999",36,"Jl. Indragiri No. 494
Batu, Riau 18086",18086,3,3,Belum Menikah,0,D3,Pegawai Swasta,UD Permata Tbk,+62 (042) 814-8476,4022196,1608878,Pinjaman Pribadi,18,43658010,1,2,3,2,2,1,1,1,1,0,0,0,Lancar,12,0,2,Telepon,Positif,Sedang,Membayar utang,Komunikasi,Cukup,7828750,Mobil,202,2,303233,666,No Remedial
2997806210437057,Yoga Kusmawati,perempuan,"Papua, 23-04-1997",37,"Jl. Jakarta No. 79
Tomohon, SU 08729",8729,9,18,Belum Menikah,0,S1,Pegawai Negeri,Perum Haryanti Tbk,+62-619-954-7007,5123775,2049510,Pinjaman Pribadi,18,55614852,0,1,2,3,3,4,3,4,5,6,6,6,Diragukan,6,37169262,2,Hukum,Positif,Rendah,Membayar utang,Penagihan hukum,Cukup,7463623,Mobil,183,2,312768,722,Remedial
5064562509078584,Najib Lestari,laki-laki,"Jawa Timur, 11-05-2000",40,"Jl. Rajawali Timur No. 352
Samarinda, Sulawesi Selatan 60072",60072,5,20,Menikah,3,S1,Pegawai Swasta,PT Budiyanto Prastuti,+62 (88) 419 3270,5346735,3742714,Pinjaman Pribadi,19,30629539,0,1,2,3,3,3,2,2,1,0,1,2,DPK,10,14589329,3,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,7562618,Mobil,218,2,296650,722,Remedial
9972933125778219,Dt. Jamil Tarihoran,laki-laki,"Bengkulu, 24-07-1988",43,"Gang Indragiri No. 2
Tangerang Selatan, SU 96758",96758,4,13,Cerai Hidup,3,D3,Pegawai Negeri,PT Maulana Tbk,+62 (0622) 531 4107,5225678,3657975,Pinjaman Pribadi,15,23633715,0,0,0,1,2,1,1,1,0,0,0,0,Lancar,12,0,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Baik,7401843,Mobil,208,2,305079,611,No Remedial
9552729303331248,"Daruna Winarno, M.TI.",laki-laki,"Maluku, 18-09-1972",60,"Jalan Ahmad Dahlan No. 4
Depok, Kalimantan Utara 02074",2074,17,13,Menikah,4,S3,Professional,CV Budiman Rahayu (Persero) Tbk,+62 (035) 466 8668,7705441,6164353,Pinjaman Bisnis,19,29378598,1,1,0,0,0,1,2,1,0,0,1,1,DPK,11,12426630,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,8227955,Motor,203,2,316431,611,No Remedial
2838059154927429,Puti Iriana Pradana,perempuan,"Bali, 27-01-1981",41,"Jalan Ciumbuleuit No. 42
Balikpapan, JB 86569",86569,16,20,Menikah,3,D3,Pegawai Negeri,Perum Namaga,+62-87-527-2972,5214925,3650448,Pinjaman Pribadi,21,33019119,0,0,0,1,0,0,1,2,3,4,4,5,Diragukan,7,22067780,1,Hukum,Positif,Rendah,Membayar utang,Penagihan hukum,Cukup,7231394,Motor,198,2,289959,666,No Remedial
7088107621596918,Drs. Kezia Pratiwi,laki-laki,"Jawa Barat, 10-02-1995",39,"Jalan Ahmad Dahlan No. 9
Kota Administrasi Jakarta Selatan, BE 57039",57039,6,15,Cerai Mati,0,S1,Pegawai Negeri,CV Nasyidah,+62-025-387-4965,5734933,2293973,Pinjaman Pribadi,18,62248518,1,0,1,0,0,0,0,0,0,0,1,2,DPK,10,27838918,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Baik,7450616,Mobil,176,2,286589,944,Remedial
9856442981822894,Cici Mahendra,perempuan,"Bengkulu, 01-01-1964",25,"Jalan Ciwastra No. 5
Gorontalo, Maluku 31485",31485,17,19,Menikah,3,SMA,Pegawai Swasta,UD Purwanti,+62 (35) 708 0335,4482002,3137401,Pinjaman Pribadi,18,24324444,0,1,1,1,1,1,2,2,1,1,2,2,DPK,10,10878434,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Cukup,8172101,Mobil,192,1,277632,777,Remedial
9210077542691376,Ulva Dabukke,laki-laki,"Jambi, 05-07-1972",21,"Gg. Jayawijaya No. 166
Manado, Bali 44850",44850,14,15,Menikah,3,SMA,Pegawai Swasta,PT Nasyidah Hidayat,+62 (863) 557 0887,3499862,2449903,Pinjaman Pribadi,19,20049465,0,0,1,1,0,0,0,0,0,0,0,1,DPK,11,8499916,1,Surat,Positif,Rendah,Membayar utang,Komunikasi,Baik,7449510,Mobil,230,2,325221,833,Remedial
6413717379245003,Satya Mulyani,perempuan,"Sulawesi Selatan, 30-04-1974",35,"Jalan H.J Maemunah No. 732
Pekalongan, Sulawesi Selatan 57012",57012,4,11,Menikah,3,S1,Pegawai Negeri,CV Aryani (Persero) Tbk,+62 (045) 440-8324,5319453,3723617,Pinjaman Bisnis,18,28821114,1,0,0,0,1,0,1,0,1,2,3,2,DPK,10,12862754,3,Surat,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,7122273,Mobil,216,2,279805,611,No Remedial
3308596532344599,"Darijan Santoso, M.TI.",laki-laki,"Jawa Barat, 28-02-1984",33,"Jalan Dr. Djunjunan No. 8
Bitung, KS 73824",73824,18,3,Menikah,3,S1,Pegawai Negeri,CV Uwais Namaga (Persero) Tbk,+62-496-505-1113,4476083,3133258,Pinjaman Pribadi,19,25641887,0,0,1,1,2,3,4,5,5,6,7,8,Macet,4,20270587,2,Paksa,Negatif,Rendah,Kabur,Penyitaan,Cukup,7839195,Mobil,236,2,275139,277,No Remedial
3569498778316919,Umi Mustofa,perempuan,"Maluku, 25-02-1993",39,"Gg. Setiabudhi No. 293
Solok, ST 42149",42149,20,16,Belum Menikah,0,D3,Pegawai Negeri,PD Wastuti,+62 (60) 723-5688,5241684,2096674,Pinjaman Pribadi,16,50573024,0,0,0,0,0,1,1,2,3,2,1,0,Lancar,12,0,2,Telepon,Positif,Sedang,Membayar utang,Komunikasi,Cukup,7814483,Mobil,203,2,334232,666,No Remedial
5301577949295458,Sutan Bagus Kusumo,perempuan,"Kalimantan Utara, 17-12-1979",48,"Jalan Yos Sudarso No. 493
Palangkaraya, Bengkulu 26938",26938,5,13,Menikah,3,S2,Professional,CV Rajata Laksita Tbk,+62 (339) 661-6698,5080879,3556615,Pinjaman Pribadi,19,29106556,1,1,0,0,0,1,2,1,1,0,0,0,Lancar,12,0,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,7289780,Mobil,210,2,278954,611,No Remedial
8188948409919548,Ayu Waskita,perempuan,"Kalimantan Timur, 17-08-1962",61,"Jalan M.T Haryono No. 6
Parepare, BB 63719",63719,4,1,Menikah,3,S3,Professional,PT Manullang Adriansyah (Persero) Tbk,+62 (013) 303-4515,6168558,4317991,Pinjaman Pribadi,23,42776918,1,0,0,0,0,0,1,2,1,1,0,1,DPK,11,22420681,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,7976719,Mobil,209,2,263265,777,Remedial
5014573626595264,R. Adikara Hastuti,laki-laki,"Jawa Timur, 30-11-1967",39,"Jalan Jend. A. Yani No. 70
Salatiga, ST 74381",74381,5,20,Menikah,3,S1,Pegawai Swasta,Perum Sinaga Winarno Tbk,+62 (142) 018-1125,3885091,2719564,Pinjaman Pribadi,16,18742144,0,0,1,1,1,1,2,3,4,3,3,4,Kurang Lancar,8,9417928,2,Wakil,Positif,Rendah,Membayar utang,Penagihan utang,Sangat Baik,7680246,Mobil,190,2,333738,666,No Remedial
4385067988401040,Fitriani Andriani,laki-laki,"DKI Jakarta, 06-12-1985",48,"Jl. Laswi No. 96
Ambon, NB 67771",67771,20,1,Menikah,3,S2,Professional,PT Pranowo Saragih Tbk,+62 (091) 051-2017,7295661,5106963,Pinjaman Pribadi,18,39594528,0,0,0,1,0,0,0,0,0,0,0,1,DPK,11,15518850,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Baik,7677565,Mobil,190,2,291090,777,Remedial
7476417958836697,Eka Puspita,laki-laki,"Nusa Tenggara Barat, 19-10-1993",32,"Gg. Pasir Koja No. 44
Tegal, Kepulauan Riau 40202",40202,18,2,Cerai Hidup,3,S1,Pegawai Negeri,Perum Wijaya,+62-852-034-4605,5423445,3796412,Pinjaman Pribadi,18,29433762,1,0,0,1,0,1,0,0,0,0,0,1,DPK,11,11536399,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Baik,7120553,Motor,204,2,371410,777,Remedial
3025408102433495,Citra Mulyani,perempuan,"Banten, 17-10-1968",40,"Jalan Merdeka No. 58
Serang, SU 70995",70995,2,13,Belum Menikah,0,S1,Pegawai Negeri,CV Sitompul Tbk,+62 (075) 445-9915,6052848,2421139,Pinjaman Pribadi,15,54749385,0,1,2,3,4,4,3,4,3,2,2,2,DPK,10,18432295,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Buruk,7213824,Motor,214,2,305280,944,Remedial
9299973956068048,dr. Candra Zulkarnain,laki-laki,"Papua Barat, 11-01-1995",37,"Jalan Gegerkalong Hilir No. 7
Bekasi, JT 16297",16297,7,4,Cerai Mati,0,D3,Pegawai Negeri,UD Mandala Dongoran Tbk,+62 (987) 588-3711,5244156,2097662,Kartu Kredit,17,54167491,0,0,0,0,0,0,0,1,2,2,2,2,DPK,10,22702551,3,Surat,Positif,Rendah,Membayar utang,Komunikasi,Baik,6647744,Mobil,188,2,369076,666,No Remedial
3724599895163929,"Nadine Hakim, M.M.",laki-laki,"DI Yogyakarta, 21-05-1968",36,"Gg. Yos Sudarso No. 82
Tangerang Selatan, Papua Barat 25779",25779,4,4,Belum Menikah,0,S1,Pegawai Negeri,CV Rajasa (Persero) Tbk,+62 (0440) 669-0924,5291367,2116547,Kartu Kredit,18,57870144,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,12,0,2,Telepon,Positif,Sedang,Membayar utang,Komunikasi,Sangat Baik,7637224,Mobil,219,2,344970,444,No Remedial
9737208259676412,Nyana Farida,perempuan,"Kepulauan Bangka Belitung, 31-01-1998",43,"Gg. Gardujati No. 686
Payakumbuh, Kalimantan Timur 53420",53420,14,15,Cerai Mati,0,S1,Pegawai Negeri,Perum Zulaika Gunawan,+62-222-235-1542,5742787,2297115,Kartu Kredit,18,62807184,0,0,0,1,1,0,0,0,0,0,0,1,DPK,11,24904792,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Sangat Buruk,6571328,Mobil,192,2,264392,722,Remedial
4542572635799681,"Hj. Hani Prasasta, S.Farm",laki-laki,"Kalimantan Selatan, 15-01-1982",35,"Gang BKR No. 32
Cirebon, Kalimantan Barat 65017",65017,17,5,Menikah,2,D3,Pegawai Negeri,CV Mahendra (Persero) Tbk,+62-72-873-6908,4960906,2976544,Pinjaman Pribadi,15,29915010,0,1,0,0,0,0,1,2,2,2,1,2,DPK,10,10071390,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,8106417,Motor,213,2,271145,833,Remedial
2333329503200140,Siska Agustina,perempuan,"Kalimantan Timur, 22-02-1972",39,"Jl. Dr. Djunjunan No. 6
Kupang, SU 62373",62373,7,16,Cerai Mati,0,S1,Pegawai Negeri,UD Puspasari Hardiansyah Tbk,+62 (29) 143 0367,5868075,2347230,Kartu Kredit,18,64177434,0,1,2,2,2,2,1,1,1,2,1,0,Lancar,12,0,2,Telepon,Positif,Sedang,Membayar utang,Komunikasi,Sangat Baik,6655417,Mobil,192,2,287056,444,No Remedial
3533193549343292,Cinthia Ramadan,laki-laki,"Kalimantan Utara, 23-08-1975",38,"Gg. Cikutra Barat No. 20
Sabang, Papua 28172",28172,7,16,Belum Menikah,0,D3,Pegawai Negeri,UD Mayasari Tbk,+62 (0871) 706 8772,5117417,2046967,Kartu Kredit,16,49749056,0,0,0,0,1,2,1,0,0,1,2,1,DPK,11,15974106,2,Surat,Positif,Rendah,Membayar utang,Komunikasi,Baik,7303759,Motor,201,2,293772,722,Remedial
7449010538055668,Ilsa Simbolon,laki-laki,"Kalimantan Tengah, 23-11-1993",46,"Jl. H.J Maemunah No. 7
Jambi, KB 72904",72904,16,5,Menikah,3,S2,Professional,CV Simbolon Hutasoit,+62 (645) 771-9197,6604951,4623466,Pinjaman Bisnis,18,35786016,0,0,1,1,1,1,2,2,2,1,0,0,Lancar,12,0,1,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,6947519,Mobil,201,2,315138,555,No Remedial
8041571935342238,Amelia Winarno,laki-laki,"Sumatera Barat, 27-12-1986",47,"Jalan Erlangga No. 23
Banjarbaru, Jawa Timur 52559",52559,4,14,Menikah,3,S2,Professional,PD Maulana Prakasa Tbk,+62 (030) 716 7849,6216388,4351472,Pinjaman Bisnis,18,33680754,0,0,1,2,2,1,2,2,1,0,1,0,Lancar,12,0,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,7596820,Mobil,215,2,253695,500,No Remedial
2568723124238472,Farah Melani,laki-laki,"Sulawesi Tenggara, 17-08-1994",43,"Gg. Kiaracondong No. 54
Mojokerto, Bali 83490",83490,13,15,Cerai Mati,0,D3,Pegawai Negeri,UD Winarno Tbk,+62 (286) 435-9141,4463365,1785346,Pinjaman Bisnis,23,61800448,1,2,2,3,3,4,5,4,3,3,3,3,DPK,9,37698277,1,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Baik,8264796,Mobil,185,2,303039,833,Remedial
5522686759765555,"R. Ida Narpati, M.Kom.",perempuan,"Banten, 10-12-1967",34,"Jalan Siliwangi No. 029
Subulussalam, Nusa Tenggara Timur 07060",7060,17,17,Belum Menikah,0,D3,Pegawai Negeri,CV Halim Gunarto,+62 (962) 425 0696,4415731,1766292,Pinjaman Bisnis,21,55824300,1,0,1,2,2,1,0,1,2,1,0,1,DPK,11,26680471,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Baik,6969518,Motor,191,2,354214,833,Remedial
6634651677640447,Harimurti Napitupulu,perempuan,"Gorontalo, 20-08-1999",27,"Jalan Jayawijaya No. 34
Bogor, SR 65697",65697,19,17,Menikah,3,SMA,Pegawai Swasta,CV Adriansyah Anggriawan (Persero) Tbk,+62 (024) 935 9361,4058104,2840673,Kartu Kredit,21,25889682,0,0,0,1,0,1,0,0,0,0,0,0,Lancar,12,0,3,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Baik,7669285,Motor,176,2,291162,333,No Remedial
5181257962668155,"R.A. Salsabila Widiastuti, S.Pd",perempuan,"DI Yogyakarta, 23-11-1974",41,"Gang Soekarno Hatta No. 74
Ternate, Papua 44438",44438,11,2,Menikah,3,S1,Pegawai Negeri,PD Anggraini Widiastuti Tbk,+62 (0476) 028-7586,5639615,3947730,Pinjaman Bisnis,18,30555774,0,0,0,0,0,0,0,1,2,3,4,5,Diragukan,7,18712579,2,Hukum,Positif,Rendah,Membayar utang,Penagihan hukum,Buruk,7445236,Mobil,203,2,363616,500,No Remedial
9772706831385356,"Tgk. Bala Mulyani, S.Sos",perempuan,"Kepulauan Riau, 06-12-1967",52,"Gang Raya Ujungberung No. 26
Padang, KB 13340",13340,10,19,Menikah,3,S2,Professional,UD Andriani,+62 (082) 357-9427,7239837,5067886,Pinjaman Pribadi,23,50205895,1,2,3,2,3,2,3,3,4,3,2,1,DPK,11,26314434,1,Surat,Positif,Rendah,Membayar utang,Komunikasi,Baik,7670648,Mobil,192,2,317491,833,Remedial
3640822579049666,Fitria Budiyanto,perempuan,"Maluku Utara, 17-01-1976",55,"Jalan Lembong No. 61
Cilegon, Kalimantan Tengah 76565",76565,17,8,Menikah,3,S3,Pengusaha,PT Winarno,+62-0668-191-9105,8039668,5627768,Pinjaman Bisnis,21,50819307,0,0,0,0,0,0,0,1,1,2,2,2,DPK,10,26700307,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Cukup,7150064,Mobil,209,2,344036,666,No Remedial
4118186211949172,Kayla Simanjuntak,laki-laki,"DKI Jakarta, 29-03-1968",38,"Jl. M.H Thamrin No. 7
Kota Administrasi Jakarta Timur, JT 56312",56312,19,11,Belum Menikah,0,D3,Pegawai Swasta,Perum Firmansyah Nababan (Persero) Tbk,+62-471-856-4892,3948137,1579255,Pinjaman Bisnis,19,45159295,0,0,0,0,0,1,0,0,1,2,1,0,Lancar,12,0,1,Telepon,Positif,Sedang,Membayar utang,Komunikasi,Cukup,7615288,Mobil,204,2,269599,611,No Remedial
2397571053971778,"Dr. Aurora Sinaga, S.Pt",laki-laki,"Sulawesi Barat, 14-07-1965",59,"Gang Dipenogoro No. 573
Sabang, SN 59159",59159,14,3,Belum Menikah,0,S3,Pengusaha,PD Sitompul,+62-099-207-9009,6939631,2775852,Pinjaman Pribadi,17,71139951,1,0,1,0,1,0,0,0,1,1,1,2,DPK,10,29502161,3,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,7486331,Mobil,184,2,296834,888,Remedial
4802301472676984,"Rini Wibisono, S.Sos",perempuan,"DI Yogyakarta, 22-01-1968",39,"Jl. Ronggowarsito No. 61
Magelang, Gorontalo 35118",35118,20,4,Cerai Hidup,3,S1,Pegawai Negeri,Perum Megantara,+62-067-232-0838,4352747,3046923,Pinjaman Bisnis,17,22273247,0,0,1,2,2,2,1,2,2,2,3,2,DPK,10,9215007,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,7109493,Motor,215,2,301357,666,No Remedial
4255602922903689,"Diah Haryanto, M.TI.",laki-laki,"Riau, 13-11-1992",50,"Jalan Ahmad Yani No. 020
Madiun, KI 25389",25389,5,6,Menikah,3,S1,Pegawai Swasta,PD Wibowo Latupono Tbk,+62 (538) 325 4256,4664727,3265309,Pinjaman Pribadi,13,18283850,0,1,0,0,0,0,1,2,1,2,1,0,Lancar,12,0,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Sangat Baik,6935172,Mobil,176,2,297653,611,No Remedial
6184886575255396,"dr. Usyi Dabukke, S.E.I",laki-laki,"Nusa Tenggara Timur, 07-08-1999",52,"Gang Kebonjati No. 897
Bima, Kalimantan Timur 60747",60747,2,14,Menikah,3,S2,Professional,PT Agustina (Persero) Tbk,+62 (090) 932-6099,6482593,4537815,Pinjaman Pribadi,18,35181918,0,0,0,1,0,1,2,3,4,5,6,6,Diragukan,6,23513250,3,Hukum,Positif,Rendah,Membayar utang,Penagihan hukum,Buruk,6835300,Motor,179,2,303609,500,No Remedial
6219456155853194,"Gantar Siregar, S.Kom",laki-laki,"Sulawesi Tengah, 02-07-1987",43,"Jalan Tubagus Ismail No. 67
Banjarmasin, Jawa Tengah 94841",94841,14,12,Menikah,3,D3,Pegawai Negeri,Perum Wijayanti Halim,+62-0745-368-3582,4977338,3484137,Pinjaman Pribadi,15,22510575,0,0,0,1,0,0,1,1,1,2,1,1,DPK,11,6085364,2,Telepon,Positif,Rendah,Membayar utang,Komunikasi,Buruk,8028692,Motor,194,2,317777,777,Remedial
