collector_name,collector_number,collector_address,collector_nik,collector_gender,collector_education_level,collector_location,action_code_history,collector_personality,collector_martial_status
Mark Hutchinson,+62 (058) 789 4548,"Gg. Cikutra Barat No. 762
Prabumulih, Sulawesi Utara 17369",6138985352558889,laki-laki,D3,Tangerang,OTHR,sedang,Menikah
Nicholas Dickerson,+62-0394-353-7036,"Jalan Kendalsari No. 941
Langsa, KT 48169",6535097615642502,laki-laki,D3,Depok,DISP,kalem,Belum menikah
Tonya Howard,+62 (047) 433-4516,"Gang Gardujati No. 9
Bengkulu, MU 03572",1512844024779120,laki-laki,S1,Balikpapan,FDBK,sedang,Menikah
Mackenzie Berg,+62 (678) 048-6898,"Jalan Veteran No. 687
Malang, JI 62636",9113175549189498,laki-laki,D3,Bogor,DISP,sedang,Belum menikah
Chase Brown,+62 (023) 986 1287,"Jl. Suryakencana No. 3
Padangpanjang, KU 36818",3901340417655950,laki-laki,D3,Depok,PTPR,kalem,Belum menikah
Jeffrey Rodriguez DVM,+62 (0669) 068-2958,"Gg. Soekarno Hatta No. 482
Langsa, AC 92285",8674044253963628,laki-laki,D3,Yogyakarta,PTPR,sedang,Menikah
Cindy Lewis,+62-73-830-4643,"Jalan Setiabudhi No. 143
Metro, SS 44903",7385836020313415,laki-laki,SMA,Palembang,ATPU,kalem,Belum menikah
Christopher Collins,(059) 200-3956,"Gg. Kapten Muslihat No. 26
Palu, Banten 67545",2308604903367854,laki-laki,D3,Bekasi,WRPH,sedang,Belum menikah
Amber Scott,+62-044-125-7048,"Gang Merdeka No. 9
Tebingtinggi, SU 44195",9026226950395133,laki-laki,D3,Tangerang,PTPR,sedang,Menikah
Timothy Wolf,(058) 257-8392,"Jalan Kiaracondong No. 2
Denpasar, SS 28628",4298830057991700,laki-laki,D3,Bekasi,HUPD,kalem,Menikah
Laura Brooks,087 655 4578,"Jalan Antapani Lama No. 8
Pematangsiantar, KB 54681",2091951824232941,laki-laki,D3,Tangerang,PTPR,sedang,Menikah
Marie Hawkins,085 248 7534,"Jl. Indragiri No. 73
Tanjungbalai, ST 67940",8489495114941687,laki-laki,SMA,Tangerang,OTHR,kalem,Menikah
Crystal Matthews,+62 (852) 873-5970,"Gang Wonoayu No. 1
Bau-Bau, Jawa Timur 42559",2008363390304713,laki-laki,D3,Yogyakarta,PTPR,sedang,Menikah
Joyce Burke,(0732) 652-2172,"Jl. Kapten Muslihat No. 5
Mojokerto, Sulawesi Tengah 23835",6397040822512965,laki-laki,D3,Malang,WRPH,sedang,Belum menikah
Robert Perkins,(0075) 304 6475,"Jl. Jamika No. 2
Magelang, Lampung 01325",4176266635092694,laki-laki,SMP,Palembang,ATPU,kalem,Belum menikah
William Chapman,+62 (322) 180-4277,"Jl. K.H. Wahid Hasyim No. 8
Palangkaraya, GO 02795",3561937828791420,laki-laki,D3,Bogor,WRPH,sedang,Belum menikah
Katrina Mendez,+62 (050) 392 5629,"Gang Antapani Lama No. 547
Tangerang, KS 88001",1533900096321526,laki-laki,SMA,Tangerang,OTHR,sedang,Menikah
Penny Wheeler,0858380142,"Gg. Jakarta No. 6
Tangerang Selatan, MA 94391",9549797536068480,laki-laki,S1,Batam,WRPH,sedang,Menikah
Karen Andrade,0827317236,"Jl. Moch. Toha No. 8
Prabumulih, ST 66674",7664452915791511,laki-laki,SMP,Tangerang,PTPR,kalem,Menikah
Rebecca Gutierrez,086 930 5534,"Jl. W.R. Supratman No. 9
Bitung, Kalimantan Barat 16900",1619125727475261,laki-laki,SMA,Palembang,OTHR,kalem,Belum menikah
Brandi Martinez,(048) 959-2782,"Gg. Setiabudhi No. 475
Kotamobagu, YO 59909",2302672329690418,laki-laki,D3,Malang,MUPD,sedang,Menikah
Ian Short,+62 (765) 005-7706,"Gang Sentot Alibasa No. 46
Tanjungpinang, KR 42384",8641536429665790,laki-laki,SMA,Makassar,PTPR,kalem,Belum menikah
Tyler Houston,+62-0788-675-3417,"Gg. Moch. Ramdan No. 523
Salatiga, Sumatera Utara 67630",4778878437291428,laki-laki,SMA,Semarang,WRPH,kalem,Belum menikah
Eric Ryan,+62 (0231) 203-6560,"Jalan Cikutra Barat No. 94
Depok, Jawa Barat 60089",8256521955710924,laki-laki,SMP,Tangerang,PTPR,sedang,Belum menikah
Luis Holland,+62 (0539) 000 3585,"Jalan Indragiri No. 908
Tarakan, Papua Barat 91813",2368905186449072,laki-laki,S1,Batam,HUPD,sedang,Menikah
Christina Levine,+62 (034) 120 9480,"Jl. Rajiman No. 80
Bekasi, KI 62958",6804650097820633,laki-laki,SMA,Semarang,NOCO,kalem,Belum menikah
Michael Nichols,+62 (060) 940 5743,"Jalan Stasiun Wonokromo No. 140
Bau-Bau, Kalimantan Barat 20412",7044390764323989,laki-laki,SMA,Bogor,WRPH,sedang,Menikah
Tracy Hernandez,(0498) 453-2018,"Gang Jayawijaya No. 905
Kota Administrasi Jakarta Selatan, Bali 99431",1660500002949273,laki-laki,D3,Yogyakarta,DISC,sedang,Menikah
Alexandra Bauer,(0334) 444-3345,"Jl. Rajiman No. 666
Madiun, SN 08445",5225690799549751,laki-laki,SMA,Bekasi,INCO,sedang,Menikah
Mr. Barry Silva MD,+62 (0951) 943 6846,"Gg. Rajiman No. 5
Jambi, Sumatera Selatan 34844",8284612738685793,laki-laki,SMA,Palembang,CBLT,kalem,Belum menikah
Michelle Hayes,+62 (44) 016 5795,"Gg. Jamika No. 17
Sawahlunto, BB 88165",2367751274136554,laki-laki,S1,Bogor,DISC,sedang,Menikah
Jonathan Castillo,+62 (53) 252-9228,"Jl. Yos Sudarso No. 673
Blitar, Kepulauan Bangka Belitung 17423",8876110589462770,laki-laki,S1,Malang,DISC,sedang,Menikah
Matthew Ward,(0886) 716-3459,"Gg. Cikapayang No. 3
Langsa, Kalimantan Utara 49110",2079410783631314,laki-laki,D3,Malang,DISP,sedang,Menikah
Tiffany Miller,(006) 484-2784,"Gang Gegerkalong Hilir No. 18
Depok, KS 92922",8383217639153422,laki-laki,D3,Malang,INCO,sedang,Menikah
Randall Stephens,(0526) 501-8260,"Jalan Moch. Ramdan No. 7
Kendari, NB 25574",9792043796858437,laki-laki,D3,Bogor,DISC,sedang,Menikah
Teresa Ryan,(0293) 821-5374,"Jl. Gegerkalong Hilir No. 765
Pekanbaru, BA 83358",3684049893365199,laki-laki,SMA,Malang,DISC,sedang,Menikah
Ian Hunt,+62 (653) 554-9069,"Jalan Gedebage Selatan No. 785
Lhokseumawe, DKI Jakarta 90385",8114394555946256,laki-laki,SMA,Depok,PTPR,kalem,Belum menikah
Robin Black,+62 (089) 945-7947,"Gang Erlangga No. 68
Lubuklinggau, SN 78490",4857723591450307,laki-laki,SMA,Tangerang,CBLT,sedang,Belum menikah
Julie Gray,+62 (17) 043-2675,"Gang Peta No. 36
Pangkalpinang, KS 41442",6738183979766517,laki-laki,D3,Yogyakarta,WRPH,sedang,Menikah
Thomas Caldwell,+62 (788) 624-4206,"Gang Waringin No. 694
Salatiga, SR 10431",4452742354814025,laki-laki,D3,Tangerang,DISP,sedang,Menikah
Andrew Boyle,+62-14-296-7430,"Gang Tubagus Ismail No. 13
Tasikmalaya, Lampung 90385",4824248299855608,laki-laki,SMA,Depok,LMSG,kalem,Menikah
Laurie Peterson,+62 (089) 976 3638,"Jl. Indragiri No. 6
Mataram, BA 76252",7432056050530055,laki-laki,D3,Depok,DISP,kalem,Belum menikah
John Richards,+62 (226) 397 7276,"Gang Gegerkalong Hilir No. 975
Tidore Kepulauan, Jawa Tengah 47144",9744382430879867,laki-laki,SMP,Palembang,PTPR,kalem,Belum menikah
Candace Wright DVM,+62 (072) 277-2159,"Jalan Dipenogoro No. 6
Padang Sidempuan, Sumatera Selatan 60851",4463201582237805,laki-laki,SMA,Tangerang,OTHR,sedang,Menikah
Katherine Sparks,+62 (98) 374 2764,"Gg. Rajawali Barat No. 5
Palu, Jawa Timur 25689",1882081897640506,laki-laki,D3,Malang,INCO,sedang,Menikah
Elizabeth Carlson,084 015 0588,"Jl. Antapani Lama No. 716
Surakarta, Kalimantan Selatan 36675",6705715595011169,laki-laki,SMA,Makassar,PTPR,kalem,Menikah
Danielle Mitchell,+62 (10) 256-7169,"Jl. Moch. Ramdan No. 08
Pekanbaru, Nusa Tenggara Timur 56357",9388012438235665,laki-laki,SMA,Palembang,LMSG,kalem,Belum menikah
Kimberly Dougherty,(047) 626 1588,"Jalan KH Amin Jasuta No. 63
Jambi, Nusa Tenggara Timur 30297",6661331912673829,laki-laki,S1,Padang,INCO,sedang,Menikah
Danielle Franklin,083 216 2984,"Gg. Dipenogoro No. 79
Bengkulu, BA 36356",8672186378877971,laki-laki,SMA,Semarang,PTPR,kalem,Belum menikah
Tammy Perez,(053) 974 7063,"Gang Antapani Lama No. 4
Bengkulu, KR 14921",9148954422866562,laki-laki,SMP,Tangerang,LMSG,kalem,Belum menikah
Lori Hernandez DDS,+62 (702) 004-7372,"Gang HOS. Cokroaminoto No. 678
Batu, JT 93243",1843807916172845,laki-laki,D3,Bekasi,INCO,sedang,Menikah
Melanie Gray,+62-0905-585-1449,"Gg. Setiabudhi No. 6
Tanjungbalai, Bengkulu 31484",1720576636624375,laki-laki,SMP,Depok,PTPR,kalem,Belum menikah
Ashley Campbell,+62 (113) 302 1848,"Jl. Asia Afrika No. 51
Pematangsiantar, KR 85771",7352623060958026,laki-laki,D3,Balikpapan,DISC,sedang,Menikah
Heather Stewart,+62 (0689) 045-1265,"Gang Abdul Muis No. 6
Payakumbuh, JT 91755",8319067720243359,laki-laki,D3,Malang,INCO,sedang,Menikah
Debra Pruitt,+62 (0094) 506 2123,"Gang Astana Anyar No. 5
Pekanbaru, Jawa Tengah 17211",4518547380801776,laki-laki,D3,Bogor,PTPR,sedang,Menikah
Joseph Gutierrez,+62 (717) 814-4176,"Gg. Moch. Ramdan No. 673
Tegal, Sulawesi Tengah 55838",6407828804534139,laki-laki,SMA,Yogyakarta,PTPR,sedang,Menikah
Scott Beasley,+62 (083) 228-0276,"Jalan Surapati No. 553
Sorong, Bengkulu 88579",1010070989883421,laki-laki,SMP,Semarang,PTPR,kalem,Belum menikah
Robert Silva,+62 (0422) 091-5963,"Jalan Sadang Serang No. 026
Pangkalpinang, KU 96701",4951697633062985,laki-laki,SMA,Depok,PTPR,kalem,Belum menikah
Rachel Carr,0816452070,"Gg. Cikapayang No. 3
Sungai Penuh, Papua Barat 95213",6451304241811610,laki-laki,SMA,Tangerang,PTPR,sedang,Menikah
Brenda Gonzalez,+62 (0753) 185-0987,"Jalan R.E Martadinata No. 8
Solok, ST 16184",7923527177816523,laki-laki,D3,Padang,DISC,sedang,Menikah
Daniel Edwards,+62-0461-224-9098,"Jalan Setiabudhi No. 338
Tangerang, KT 64986",1480174142310359,laki-laki,SMP,Depok,DISP,kalem,Menikah
Kenneth Shepard,(051) 614 4978,"Jalan M.H Thamrin No. 1
Samarinda, Kalimantan Tengah 84234",4821605563083839,laki-laki,D3,Batam,HUPD,sedang,Menikah
Larry Hopkins,+62-009-370-8061,"Jalan PHH. Mustofa No. 14
Binjai, Kalimantan Utara 56851",4323528531256187,laki-laki,SMA,Bekasi,PTPR,sedang,Menikah
Steven Carney,+62-775-380-5386,"Jl. Cempaka No. 34
Samarinda, Lampung 03718",9756547307053429,laki-laki,D3,Malang,DISC,sedang,Menikah
John Rodriguez,081 106 5015,"Jl. Asia Afrika No. 881
Kupang, Jawa Barat 57772",5359529299427898,laki-laki,D3,Yogyakarta,WRPH,sedang,Menikah
John Massey,+62-0751-521-1735,"Jl. Medokan Ayu No. 19
Bontang, Sulawesi Tenggara 22104",1607026101188426,laki-laki,SMA,Palembang,OTHR,sedang,Belum menikah
Andre Mckenzie,(0508) 243-7181,"Gang Cikapayang No. 409
Cimahi, SU 27674",2820897074144483,laki-laki,D3,Malang,INCO,sedang,Menikah
Nicole Reynolds,(0788) 321 3697,"Jalan Abdul Muis No. 9
Banjar, Sulawesi Tenggara 66333",4473519194238536,laki-laki,D3,Tangerang,CBLT,sedang,Menikah
Douglas Davis,+62-064-023-6452,"Jl. K.H. Wahid Hasyim No. 5
Medan, MU 57091",5731713911336784,laki-laki,SMA,Depok,HUPD,kalem,Menikah
Rachel Salas,(0046) 814-3368,"Jl. Soekarno Hatta No. 774
Purwokerto, Sulawesi Barat 19554",1802880807841260,laki-laki,D3,Bogor,MUPD,sedang,Menikah
Raymond Anderson,(0167) 457 8431,"Gg. Lembong No. 789
Sabang, Gorontalo 53096",2736509522344546,laki-laki,D3,Batam,HUPD,sedang,Menikah
Cindy Armstrong,(0834) 881 6915,"Gang Laswi No. 059
Batu, KR 26531",6537954035149783,laki-laki,D3,Yogyakarta,WRPH,sedang,Menikah
Wanda Bailey,+62 (462) 031-7665,"Gg. Tubagus Ismail No. 1
Meulaboh, SR 68873",3229771813729412,laki-laki,D3,Yogyakarta,PTPR,sedang,Menikah
Joan Williams,+62-923-482-3087,"Gang Ronggowarsito No. 532
Solok, SG 09721",4962771754488033,laki-laki,S1,Batam,WUPD,sedang,Menikah
Jessica Jackson,+62 (114) 355 7726,"Gang H.J Maemunah No. 62
Cilegon, MU 97966",8222809354006221,laki-laki,SMA,Yogyakarta,DISC,sedang,Menikah
Rachael Roberts,084 389 1621,"Gg. Otto Iskandardinata No. 99
Payakumbuh, MA 63916",4297619440145859,laki-laki,SMA,Depok,DISP,sedang,Menikah
Alexander Edwards,(093) 561-4932,"Jalan Gegerkalong Hilir No. 635
Lubuklinggau, YO 70352",8006367113846659,laki-laki,S1,Balikpapan,FDBK,sedang,Menikah
Maria Martin,+62 (0387) 910-9620,"Gg. Sentot Alibasa No. 78
Lubuklinggau, PA 32201",1758575737023310,laki-laki,D3,Yogyakarta,DISC,sedang,Belum menikah
Jeremy Byrd,(0060) 213 5254,"Gang Ciumbuleuit No. 68
Gorontalo, ST 70676",8172191562413792,laki-laki,D3,Bogor,WRPH,sedang,Menikah
Tanner Jones,+62 (0397) 353 2226,"Jl. Dipenogoro No. 94
Pangkalpinang, Jawa Tengah 11271",5865942552284782,laki-laki,D3,Batam,DISP,sedang,Menikah
Derrick Martin,(088) 064 7732,"Jl. Jamika No. 5
Padang, Kepulauan Bangka Belitung 83041",4296371958317167,laki-laki,SMA,Tangerang,PTPR,kalem,Menikah
Benjamin Espinoza,+62-24-362-7594,"Gg. Jamika No. 5
Blitar, Kepulauan Bangka Belitung 65287",3812546653972532,laki-laki,SMA,Palembang,CBLT,kalem,Belum menikah
Donald Simon,+62 (0549) 658-4678,"Jalan Pasir Koja No. 8
Pasuruan, KR 14705",9603532647805016,laki-laki,D3,Yogyakarta,CBLT,sedang,Menikah
Mrs. Brandy Mosley,084 914 9783,"Jalan Rumah Sakit No. 2
Bekasi, LA 25422",4964801586656125,laki-laki,D3,Palembang,INCO,sedang,Menikah
Tiffany Jones,(0642) 669-1539,"Jalan Tebet Barat Dalam No. 2
Kota Administrasi Jakarta Utara, SU 87835",6867550384587380,laki-laki,SMA,Malang,WRPH,kalem,Menikah
Phillip Bartlett,(0749) 127 8904,"Gg. Raya Ujungberung No. 26
Payakumbuh, Kalimantan Utara 83549",4161443313147448,laki-laki,D3,Makassar,ATPU,sedang,Belum menikah
Kevin Powell,+62 (02) 076-7560,"Jalan Pasir Koja No. 0
Lhokseumawe, Kalimantan Timur 19837",6007222365642180,laki-laki,SMP,Bandung,OTHR,kalem,Belum menikah
Jeffrey Wright,081 382 9757,"Gg. Pelajar Pejuang No. 18
Tanjungpinang, Bengkulu 88501",5483151196404220,laki-laki,SMA,Palembang,INCO,kalem,Belum menikah
Richard Bond,+62 (66) 857 4506,"Gg. Pacuan Kuda No. 1
Banjarbaru, Jawa Timur 38237",4816367725860781,laki-laki,D3,Tangerang,DISP,kalem,Menikah
Sarah Nicholson,0858028795,"Jl. Waringin No. 8
Tidore Kepulauan, Jawa Timur 73070",5418909383227947,laki-laki,D3,Yogyakarta,PTPR,sedang,Menikah
Shelby Gardner,+62-067-364-6921,"Jalan Kutai No. 070
Makassar, Sulawesi Tengah 21332",2799677931358211,laki-laki,D3,Yogyakarta,WRPH,sedang,Menikah
Marissa Rose,+62-078-229-3996,"Jalan Kebonjati No. 237
Banjarmasin, SG 33851",3596084963873523,laki-laki,S1,Tangerang,PTPR,kalem,Menikah
Chris Warren,+62-0293-722-3049,"Gang Asia Afrika No. 485
Palu, Papua 11789",4680482295067149,laki-laki,SMA,Tangerang,ATPU,kalem,Belum menikah
Kevin Hicks,+62 (590) 450 9686,"Gg. Cikutra Barat No. 373
Ternate, BB 96996",6968995543055151,laki-laki,SMA,Tangerang,INCO,kalem,Belum menikah
Amy Finley,(079) 690 6684,"Gang Kebonjati No. 195
Bandung, Kalimantan Barat 65847",7461153295098279,laki-laki,SMP,Makassar,NOCO,kalem,Belum menikah
Janet Knight,+62 (949) 371 5136,"Jalan Cikutra Timur No. 3
Mojokerto, AC 00027",3791130500817559,laki-laki,D3,Yogyakarta,INCO,sedang,Menikah
Brenda Valdez,(0975) 460 5476,"Gg. Pasirkoja No. 907
Tomohon, Bengkulu 51588",9060330423421395,laki-laki,D3,Palembang,DISP,kalem,Belum menikah
Ana Martin,+62 (54) 880-8861,"Gg. Erlangga No. 6
Banjarbaru, Sulawesi Tenggara 59252",1404282688360827,laki-laki,SMA,Palembang,CBLT,kalem,Menikah
Victoria Lang,+62-042-436-4068,"Gang Pasirkoja No. 4
Metro, MA 69672",6322913490427613,laki-laki,SMA,Yogyakarta,ATPU,kalem,Belum menikah
Holly Ruiz,+62 (46) 832 2834,"Jalan Soekarno Hatta No. 2
Gorontalo, ST 14010",7894579871208469,laki-laki,D3,Bogor,WRPH,sedang,Menikah
Jacqueline Bell,(0089) 301 0867,"Gang Ahmad Dahlan No. 0
Kota Administrasi Jakarta Selatan, Nusa Tenggara Barat 18643",7247769790198674,laki-laki,D3,Bogor,PTPR,sedang,Menikah
Veronica Walsh,+62 (007) 430-9211,"Gg. Yos Sudarso No. 1
Batam, Kalimantan Timur 82081",5950736353959491,laki-laki,D3,Malang,DISC,sedang,Belum menikah
Robert Madden,+62 (0864) 736 1951,"Gang Pasteur No. 1
Cirebon, Sulawesi Utara 19171",5671935430404958,laki-laki,D3,Malang,PTPR,sedang,Menikah
Chelsea Christensen,(052) 253 7671,"Gg. Pelajar Pejuang No. 07
Mojokerto, LA 53503",9015476184817725,laki-laki,D3,Depok,DISC,kalem,Menikah
Vernon King,0816051689,"Jalan Cihampelas No. 23
Makassar, SR 40209",1624253892055658,laki-laki,SMA,Semarang,LMSG,kalem,Belum menikah
Nathan Rios,(042) 626-4216,"Jl. Waringin No. 3
Kota Administrasi Jakarta Timur, MU 90687",4250700454712805,laki-laki,D3,Malang,DISC,sedang,Menikah
Chloe Williams,+62 (0592) 817 8989,"Gang Rumah Sakit No. 3
Serang, Jawa Barat 76879",8671758176559548,laki-laki,S1,Tangerang,DISC,sedang,Menikah
Mark Taylor DDS,+62 (063) 281-9243,"Gang Medokan Ayu No. 44
Cimahi, SR 31630",6444613349055683,laki-laki,S1,Malang,DISC,sedang,Menikah
Donna Mcconnell,+62 (0641) 139 5486,"Jl. Erlangga No. 249
Bontang, KR 84990",2033956215940763,laki-laki,SMA,Palembang,ATPU,kalem,Belum menikah
Tammy Tucker,+62 (037) 178-7486,"Jalan Kutisari Selatan No. 91
Kota Administrasi Jakarta Timur, BA 84216",2411353130255187,laki-laki,D3,Bekasi,WRPH,sedang,Belum menikah
Alyssa Barnes,(0523) 312 9691,"Jl. Cihampelas No. 6
Surabaya, Kalimantan Tengah 86865",1806585772753467,laki-laki,SMA,Malang,WRPH,sedang,Menikah
Laura Cannon,(061) 835-2720,"Gang Tebet Barat Dalam No. 7
Bandung, PB 89752",1273487054473943,laki-laki,D3,Yogyakarta,PTPR,sedang,Menikah
Brent Nguyen,085 879 8176,"Jalan Peta No. 70
Denpasar, Nusa Tenggara Timur 99695",6393855655195930,laki-laki,SMP,Palembang,ATPU,kalem,Belum menikah
Jessica Best,+62 (002) 439 1576,"Jl. Surapati No. 88
Madiun, JI 69375",2877304186865533,laki-laki,D3,Malang,INCO,sedang,Menikah
Lisa May,+62 (49) 781 4311,"Jalan PHH. Mustofa No. 3
Sorong, Kalimantan Tengah 41652",4592462139392247,laki-laki,SMA,Tangerang,CBLT,kalem,Belum menikah
Robin Harrington,+62-01-154-3721,"Gang Laswi No. 2
Bau-Bau, NT 25330",5376621113500596,laki-laki,D3,Tangerang,DISC,sedang,Menikah
Kelly Cowan,+62 (0569) 926-8387,"Jl. Jend. Sudirman No. 16
Probolinggo, Sumatera Barat 31801",5605583140066108,laki-laki,SMA,Bekasi,PTPR,sedang,Belum menikah
Christian Buckley,+62-020-505-2653,"Jalan Ahmad Yani No. 835
Bekasi, Sulawesi Tengah 68422",8618968836263119,laki-laki,SMA,Yogyakarta,WUPD,sedang,Menikah
David Kim,+62 (0871) 346 4730,"Jalan Dipatiukur No. 53
Pagaralam, NT 97532",2526850261467391,laki-laki,D3,Yogyakarta,DISC,sedang,Belum menikah
Danielle Soto,+62 (551) 789-2130,"Jalan Abdul Muis No. 901
Parepare, PB 65755",4546697478176352,laki-laki,D3,Yogyakarta,MUPD,kalem,Menikah
Jimmy Warren,0885951353,"Jl. Kutisari Selatan No. 15
Cirebon, KB 01333",7654723175345668,laki-laki,D3,Bekasi,DISC,sedang,Menikah
Daniel Stevens,+62-148-089-9910,"Jalan HOS. Cokroaminoto No. 947
Kota Administrasi Jakarta Selatan, BT 02540",4251301873615536,laki-laki,D3,Bekasi,WRPH,sedang,Menikah
Mariah Cannon,+62-008-165-7187,"Gg. Ahmad Yani No. 558
Pasuruan, SU 29274",6761809804455183,laki-laki,D3,Tangerang,DISP,sedang,Belum menikah
Jessica Shepard,+62-426-995-0191,"Jalan Bangka Raya No. 2
Batu, Jambi 09106",5876663831107163,laki-laki,D3,Yogyakarta,HUPD,sedang,Menikah
James Wright,083 008 6854,"Jl. Ir. H. Djuanda No. 0
Bau-Bau, NB 45683",1937709125606748,laki-laki,S1,Bogor,DISC,sedang,Menikah
Erika Sutton,+62-04-225-4438,"Gang KH Amin Jasuta No. 798
Bengkulu, NT 99470",7422775587272061,laki-laki,SMA,Tangerang,ATPU,kalem,Menikah
Robert Barton,+62-0545-215-3621,"Jl. Rajawali Timur No. 24
Madiun, KB 61056",9114859676655542,laki-laki,SMA,Palembang,DISP,kalem,Belum menikah
Michelle Montgomery,(0385) 437 4296,"Gg. Otto Iskandardinata No. 97
Kotamobagu, MA 52850",4241278305127488,laki-laki,S1,Batam,WRPH,sedang,Menikah
Jeffery Jones,+62 (359) 713-4708,"Gang S. Parman No. 5
Bengkulu, Banten 27346",3245033885178451,laki-laki,SMA,Tangerang,OTHR,kalem,Belum menikah
Jerry Tyler,+62 (80) 595-8446,"Jalan Sukajadi No. 54
Serang, SR 93986",7936525389046978,laki-laki,SMA,Tangerang,CBLT,kalem,Belum menikah
Allison Mitchell,+62-039-702-8848,"Jl. Kapten Muslihat No. 025
Sabang, Bali 33831",5561695593627402,laki-laki,SMA,Bekasi,DISP,kalem,Menikah
Krista Miller,+62 (031) 304 3083,"Gang Raya Ujungberung No. 178
Probolinggo, Aceh 61891",5677525718133294,laki-laki,SMA,Makassar,OTHR,kalem,Belum menikah
Jamie Williams,+62 (066) 996 7314,"Jalan Abdul Muis No. 591
Tual, KB 45341",4626565957942829,laki-laki,SMA,Bekasi,INCO,kalem,Menikah
Paul Sullivan,+62 (914) 623-5335,"Gg. W.R. Supratman No. 75
Kota Administrasi Jakarta Barat, Bengkulu 19963",7358955992669270,laki-laki,S1,Malang,HUPD,sedang,Menikah
Louis Butler,(010) 555 0535,"Jl. Jakarta No. 026
Tangerang, ST 88336",1438714916729287,laki-laki,SMA,Depok,ATPU,kalem,Belum menikah
Joshua Webb,+62 (0778) 476-4462,"Gang Astana Anyar No. 45
Kendari, BA 43516",2562915632201073,laki-laki,SMA,Bogor,OTHR,sedang,Menikah
Henry Barnes,+62 (074) 122-8277,"Gang Yos Sudarso No. 687
Subulussalam, BA 10855",7425837172104273,laki-laki,SMA,Depok,INCO,kalem,Belum menikah
Joseph Mccarty,+62-06-879-8963,"Gg. Ciwastra No. 701
Semarang, DI Yogyakarta 68544",5778646211415551,laki-laki,D3,Bekasi,PTPR,sedang,Menikah
Mario Bridges,+62 (983) 720-0166,"Jalan HOS. Cokroaminoto No. 83
Banda Aceh, Sulawesi Utara 16110",3075712801109917,laki-laki,SMA,Tangerang,DISP,kalem,Menikah
James Moyer,+62-27-713-0486,"Gg. Dipenogoro No. 3
Mataram, Aceh 30286",6514075175561668,laki-laki,SMA,Depok,DISP,kalem,Menikah
Elizabeth Webb,+62 (349) 402 5693,"Jalan Soekarno Hatta No. 97
Malang, BE 69390",6976649471853596,laki-laki,D3,Bogor,INCO,sedang,Menikah
Daniel Evans,080 053 3258,"Jl. Gedebage Selatan No. 3
Banjarbaru, YO 36985",1741937890351606,laki-laki,D3,Yogyakarta,MUPD,sedang,Menikah
Laura Reese,+62-065-113-9258,"Jalan Soekarno Hatta No. 48
Pekalongan, KU 34209",2846212880236438,laki-laki,S1,Malang,INCO,sedang,Menikah
Brian Robinson,+62 (072) 178 4465,"Gg. Gegerkalong Hilir No. 8
Magelang, SU 49724",3431901041831388,laki-laki,D3,Malang,HUPD,sedang,Menikah
Lauren Welch,0887669483,"Jl. Raya Ujungberung No. 65
Malang, Lampung 23098",7228453961431557,laki-laki,S1,Padang,WRPH,sedang,Menikah
Levi Simpson,+62-072-773-7208,"Jl. Tubagus Ismail No. 38
Pangkalpinang, AC 27652",9506972266889739,laki-laki,D3,Bekasi,WRPH,kalem,Menikah
Elizabeth Montgomery,+62 (0782) 833 8657,"Jl. Cikutra Barat No. 3
Bukittinggi, SR 81354",1511191568412862,laki-laki,S1,Padang,MUPD,sedang,Menikah
Robin Rodriguez,+62 (09) 525-7426,"Gang M.T Haryono No. 4
Metro, SU 22011",1646874214168974,laki-laki,SMA,Bekasi,DISC,sedang,Menikah
Brenda Lloyd,+62 (0050) 004 3660,"Gang Antapani Lama No. 7
Palopo, Jawa Tengah 76474",7631678737875288,laki-laki,SMA,Bekasi,OTHR,kalem,Belum menikah
Kimberly Lara,086 361 2174,"Gang Rumah Sakit No. 816
Madiun, Kalimantan Timur 23007",4504830542704188,laki-laki,SMA,Depok,OTHR,sedang,Belum menikah
Mrs. Tina Cline,+62 (67) 421 7199,"Jl. Medokan Ayu No. 155
Pekalongan, SB 94288",1102884655038814,laki-laki,D3,Bogor,HUPD,sedang,Menikah
Erin Shaw,+62 (0841) 612 8474,"Jalan Pasirkoja No. 4
Payakumbuh, Jawa Barat 86013",7115196280587731,laki-laki,D3,Malang,DISC,sedang,Menikah
Beth Caldwell,+62-95-124-7250,"Gang Raya Ujungberung No. 499
Batu, Kalimantan Selatan 21682",7688607666482289,laki-laki,D3,Bogor,DISC,sedang,Menikah
Michelle Morrow,(0997) 036 5988,"Jl. Raya Ujungberung No. 82
Purwokerto, PB 72850",9748752313866203,laki-laki,SMA,Tangerang,WRPH,sedang,Belum menikah
Kelly Smith,+62-690-654-4411,"Gg. Jend. Sudirman No. 585
Palangkaraya, KT 08297",7439878374090026,laki-laki,D3,Yogyakarta,DISC,sedang,Menikah
Laura Williams,+62 (0419) 767-8987,"Gang M.T Haryono No. 43
Tidore Kepulauan, Maluku Utara 94241",8692593421526525,laki-laki,D3,Bekasi,PTPR,kalem,Belum menikah
Eric Mcdonald,+62 (76) 447 2853,"Gang Waringin No. 10
Tangerang, KU 83128",4303999210934880,laki-laki,D3,Batam,HUPD,sedang,Menikah
